roundID,text,playerID,director_msg,chit_chat
01JHXSRCRR6XHZQC57YXDS9CZ4,2,01JHXSEZMBWYJ6EM01M5GE89TZ,TRUE,FALSE
01JHXX7AN9FJWMTP2TTF4W21KA,:(,01JHXX3ZBYYSM0J7FCF2VHDFP1,TRUE,TRUE
01JHXSSYQFXQMBRFWHSF5SHWW3,:),01JHXSDX3XB7H868DXRJDDQXFJ,TRUE,TRUE
01JHXSSYC458NGZSPVERQ0CYV8,?,01JHXSGJZ1WPHABDSXYTCFPHF6,TRUE,TRUE
01JHXSSYCXAJQ81B8KH0CB88MS,?,01JHXSDX3XB7H868DXRJDDQXFJ,TRUE,TRUE
01JHXSSYF86F0JJG59YCPRASXN,?,01JHXSDX3XB7H868DXRJDDQXFJ,TRUE,TRUE
01JHXSRCWD51V1BYJQQ8FM70HN,??,01JHXSEZMBWYJ6EM01M5GE89TZ,TRUE,TRUE
01JHXT5PBMFWEH7QRQ19D3Z0DA,????,01JHXSRNH9XVQ67KCXQV7KAE1S,TRUE,TRUE
01JHXSPYYPNJR6VAFVMX6SV8SJ,.,01JHXSEED59K33CKQF12GZFHNR,TRUE,TRUE
01JHXSMYJ6AEQEJMCF8EVC4B5P,"(there is a bit of lag, just fyi)",01JHXSEJXY5FA2FF0VDT1F4PJA,TRUE,TRUE
01JHXSY0SV65X4G5JD38PZ13KJ,Hello,01JHXSJ6A8X57YBPQYQTPHJ2E8,FALSE,FALSE
01JHXSY0SV65X4G5JD38PZ13KJ,Which one has the box?,01JHXSJ6A8X57YBPQYQTPHJ2E8,FALSE,FALSE
01JHXSSYS1V5C305TMPAQQ0AHZ,<3,01JHXSDX3XB7H868DXRJDDQXFJ,TRUE,TRUE
01JHXSY0SV65X4G5JD38PZ13KJ,They're in different positions for us.,01JHXSJ6A8X57YBPQYQTPHJ2E8,FALSE,FALSE
01JHXSY0SV65X4G5JD38PZ13KJ,You need to describe what the shape looks like.,01JHXSJ6A8X57YBPQYQTPHJ2E8,FALSE,FALSE
01JHXSRCVDXE1G44AYER742W8D,1 chimn top  3 down,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCWHVM5BCP9GP2W81M95,1 chimn tp & fully bottom,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXXN8SK7NJMHBEC691BMJ8F,1 diamond to the right,01JHXXAE1R5PX5Y55H4PZXM2D6,TRUE,FALSE
01JHXSMEBJX85KB96NTKKA6BP9,"1 shape only, rectangle facing bottom left",01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXX9X45NCB2P7MCEM9GTV0F,1 vs on right,01JHXX208QM8J84HDKVPWMEM4H,TRUE,FALSE
01JHXXRGZMGQ2PPES4YRH09AF9,100 mcchickens on a buscuit,01JHXX3B9D4ER3RJWP6HH5QPWB,TRUE,FALSE
01JHXXREE6R5TEGN1W0E6V22XT,12 cents lul,01JHXX3B9D4ER3RJWP6HH5QPWB,TRUE,TRUE
01JHXX9W58SGNAFG773N999MAE,2 arms,01JHXX208QM8J84HDKVPWMEM4H,TRUE,FALSE
01JHXSY0YD650NGH4TKD9KNZHA,which triangle,01JHXSHA6ZKYCA00QFZHE3AFRP,FALSE,FALSE
01JHXSR57MQJYW8X9MDJFD6BTP,2 arrows joined in the middle no diamond,01JHXSJJ368GJW48MH9EK481T2,TRUE,FALSE
01JHXSRCPKNZ86QBS389EPK5GE,2 chimney,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCQH5WZ4SY37QZ2RSA63,2 chimney at the top &1 in the middle,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCYFX32RR9HPE718MM2W,2 chin top  flat blttom,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCN4NYFN56V09QB4XYQM,2 chin top half bottom,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXX9W74G0CPC7EBN7AV31WW,2 legs,01JHXX3D3TRXKCVNM11ECNH7D8,TRUE,FALSE
01JHXXRF5N1Y78RG6A878D79RR,2 legs with 3 chimneys,01JHXX3B9D4ER3RJWP6HH5QPWB,TRUE,FALSE
01JHXSR55D5QX5ZF5WP75HGS5R,2 rectangles and curved to the left,01JHXSJJ368GJW48MH9EK481T2,TRUE,FALSE
01JHXSR58ZGCHMNRXSAAY66Q8D,2 rectangles inverted face,01JHXSJJ368GJW48MH9EK481T2,TRUE,FALSE
01JHXSMEB998QE0RN5BN49QP9M,2 rectangles on the left one one the right,01JHXSHD79PNEMX56N0B4AGQ6F,TRUE,FALSE
01JHXSMEAZ8H2KY928ZP2HA287,"2 rectangles on the left, top and bottom. Choose the one that does not have an arrow on the right",01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXSR56BNERRVFKJHKZJZA8T,2 rectangles right and to the left it looks like a person's face,01JHXSJJ368GJW48MH9EK481T2,TRUE,FALSE
01JHXSMEBVZDDQEKFSN71P7RYY,"2 shapes, M shape on the right and shape with 2 rectangles on the left, top and bottom",01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXSMEB6E97WS8NPKYDFZTP2,"2 shapes, M shape on the right and the shape on the left has a rectangle and triangle diagonally downwards",01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXSMEAHQCYSMVFZQ873TK1G,"2 shapes, the shape on the left has a rectangle facing diagonally down",01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXSMEBNYYXG0NE2R7QBNPRA,2 shapes: C shape on the left and and M shape on the right,01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXSRCXTN437BX70NSWQQW24,2 top 3chim bottom,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSMEC1XAXGQ1QDD3X5PTXQ,2 triangles facing downwards on the top and arrow facing right,01JHXSBDK42EVQG5PVT5JS51D3,TRUE,FALSE
01JHXXJ6XWCDJP9YEMD95CHHD9,2 triangles left,01JHXX3K857FVJ9MDSBQ6GA9BB,TRUE,FALSE
01JHXXJ8R4HNQ5R8MN2FPWPF04,2 triangles right and rectangle left,01JHXX3K857FVJ9MDSBQ6GA9BB,TRUE,FALSE
01JHXX9XA1NCJ2FHPPMKMM363D,"2 vs at bottom, 2 squares on left",01JHXX3D3TRXKCVNM11ECNH7D8,TRUE,FALSE
01JHXSSYKAW6FVYY1R8QYRPJ7H,"2 white triangle inserts right, triangle and 2 parallelograms left",01JHXSGJZ1WPHABDSXYTCFPHF6,TRUE,FALSE
01JHXSRCT012QE6SKC66YR1S75,2chimney up & not fully flat bottlm,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCNRZBNR1XNNC32071TF,2chimney with a white in between,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCNKVKPABB4FKZ7KR4JB,2chimneys on top with flat bottom,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCVTTFAKSMKPWMQ0YMJ5,2chkmn top & half bottom,01JHXSD6PC0YJ71ZNR920P76H4,TRUE,FALSE
01JHXSRCSF07THBSJFJVPXRYSZ,3 chimney bottom,01JHXSEZMBWYJ6EM01M5GE89TZ,TRUE,FALSE
01JHXXRG6RY045H7PZJH4TK4G5,3 chimneys sitting on small triangle,01JHXX3B9D4ER3RJWP6HH5QPWB,TRUE,FALSE
01JHXXRFV1NC2Z83VNGC6BR2EE,3 chimneys sitting on triangle,01JHXX3B9D4ER3RJWP6HH5QPWB,TRUE,FALSE
01JHXSYYEM5T1ESNA119412BPG,hint,01JHXSHXRXN79BKQVQPB0448JY,FALSE,FALSE
