id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JHXSSE1DY9PQJM9QR7183KNH,01JHXS0Q2SVEWCFRDYTRG00M4M,2025-01-18T22:50:55.917071057Z,60,2025-01-18T22:50:55.917071057Z,false,2025-01-18T22:50:55.917071057Z,01JHXS0Q316XC1D3QQ4VKKP96H,2025-01-18T22:50:55.917071057Z,0,2025-01-18T22:50:55.917071057Z,,,selection,2025-01-18T22:50:55.917071057Z,01JHXSSCPSTCX2SKV46GMYP013,2025-01-18T22:50:55.917071057Z,false,2025-01-18T22:50:55.917071057Z,,,01JHXSSE18KFVVZ3PY3SCDDV0J,2025-01-18T22:50:55.917071057Z
01JHXSSEF4VNQAQ0AJN2TYYAKD,01JHXS0Q2SVEWCFRDYTRG00M4M,2025-01-18T22:50:56.356096713Z,3,2025-01-18T22:50:56.356096713Z,false,2025-01-18T22:50:56.356096713Z,01JHXS0Q316XC1D3QQ4VKKP96H,2025-01-18T22:50:56.356096713Z,1,2025-01-18T22:50:56.356096713Z,,,feedback,2025-01-18T22:50:56.356096713Z,01JHXSSCSF6M0ANVYE2QPXE1N3,2025-01-18T22:50:56.356096713Z,false,2025-01-18T22:50:56.356096713Z,,,01JHXSSEEV4S871V8Y2QAP7X95,2025-01-18T22:50:56.356096713Z
01JHXTCY5KDC7KM8G9XC0PGV3B,01JHXS0RM8VWZ8S8Z0JTPACP4W,2025-01-18T23:01:35.027752233Z,60,2025-01-18T23:01:35.027752233Z,true,2025-01-18T23:06:45.909081648Z,01JHXS0RMFAYNH2RM4F3PDYSEP,2025-01-18T23:01:35.027752233Z,0,2025-01-18T23:01:35.027752233Z,true,2025-01-18T23:05:51.197374281Z,selection,2025-01-18T23:01:35.027752233Z,01JHXTCWYXGBFKAPPCA4W94W2Y,2025-01-18T23:01:35.027752233Z,true,2025-01-18T23:05:51.12440643Z,true,2025-01-18T23:05:51.244655955Z,01JHXTCY5B2TN58FPDNH47V26Q,2025-01-18T23:01:35.027752233Z
01JHXX514DGZ2W9QV0E9J4V6X0,01JHXS17NHF8FX4AR53QBJWPCF,2025-01-18T23:49:41.645168434Z,3,2025-01-18T23:49:41.645168434Z,false,2025-01-18T23:49:41.645168434Z,01JHXS17NTPVSQ76EJ150TJRK1,2025-01-18T23:49:41.645168434Z,1,2025-01-18T23:49:41.645168434Z,,,feedback,2025-01-18T23:49:41.645168434Z,01JHXX4WGZ89A7M1SXFXJE1H0H,2025-01-18T23:49:41.645168434Z,false,2025-01-18T23:49:41.645168434Z,,,01JHXX512N2M9CHCWBR89AC0HV,2025-01-18T23:49:41.645168434Z
01JHXSR5E145PCN4X3B89JYCKX,01JHXS0PF3F3ZP3BPFRT3EV1NG,2025-01-18T22:50:14.337567603Z,60,2025-01-18T22:50:14.337567603Z,true,2025-01-18T22:52:52.663818011Z,01JHXS0PFC4325AH54JMQ33EW0,2025-01-18T22:50:14.337567603Z,0,2025-01-18T22:50:14.337567603Z,true,2025-01-18T22:52:07.656228224Z,selection,2025-01-18T22:50:14.337567603Z,01JHXSR54Z72JERP176A3DAFJ1,2025-01-18T22:50:14.337567603Z,true,2025-01-18T22:52:07.616837186Z,true,2025-01-18T22:52:07.680243614Z,01JHXSR5DXTJN4PDZTCKEYHZ1P,2025-01-18T22:50:14.337567603Z
01JHXXA91MXSKQM1R38R3FDJPC,01JHXWYW1EH5TKMS4JV3K2HVYS,2025-01-18T23:52:33.58867957Z,60,2025-01-18T23:52:33.58867957Z,false,2025-01-18T23:52:33.58867957Z,01JHXWYW5CQVGP4PC8EAQ1RZYQ,2025-01-18T23:52:33.58867957Z,0,2025-01-18T23:52:33.58867957Z,,,selection,2025-01-18T23:52:33.58867957Z,01JHXX9YJ468XDFAJK7JYAHGC7,2025-01-18T23:52:33.58867957Z,false,2025-01-18T23:52:33.58867957Z,,,01JHXXA914KJCCGG7NCTETRBN6,2025-01-18T23:52:33.58867957Z
01JHXSMZ3CJFK4KAXMTFJ91S4X,01JHXS0GZGN79Z75XVQS4XD62M,2025-01-18T22:48:29.548725316Z,3,2025-01-18T22:48:29.548725316Z,true,2025-01-18T23:17:53.804590266Z,01JHXS0GZSWMREGNV1B5R8K2M4,2025-01-18T22:48:29.548725316Z,1,2025-01-18T22:48:29.548725316Z,true,2025-01-18T23:17:50.456076066Z,feedback,2025-01-18T22:48:29.548725316Z,01JHXSMYKY2SJACACZC319C1V8,2025-01-18T22:48:29.548725316Z,true,2025-01-18T23:17:50.349973744Z,true,2025-01-18T23:17:50.527625974Z,01JHXSMZ39S26A3F2Q4SDJY1TR,2025-01-18T22:48:29.548725316Z
01JHXST0CFBS2FWBM979QJXHD1,01JHXS0QB2VK75PPV17GERP6VB,2025-01-18T22:51:14.703646086Z,60,2025-01-18T22:51:14.703646086Z,true,2025-01-18T23:21:30.940347666Z,01JHXS0QB9XP9R9KV8FY3D8RXB,2025-01-18T22:51:14.703646086Z,0,2025-01-18T22:51:14.703646086Z,true,2025-01-18T23:21:04.736422416Z,selection,2025-01-18T22:51:14.703646086Z,01JHXSSYNX631NZV5NT80DX045,2025-01-18T22:51:14.703646086Z,true,2025-01-18T23:21:04.625567037Z,true,2025-01-18T23:21:04.810940434Z,01JHXST0C9WS3GDQKZJDX5X61K,2025-01-18T22:51:14.703646086Z
01JHXXRVWS9NHW3G4KCVCPSRFK,01JHXWZ0P09J0DQT5V47RFNKPP,2025-01-19T00:00:31.641385247Z,60,2025-01-19T00:00:31.641385247Z,true,2025-01-19T00:27:58.759462117Z,01JHXWZ0ZP5KGA2905TWS9YW8J,2025-01-19T00:00:31.641385247Z,0,2025-01-19T00:00:31.641385247Z,true,2025-01-19T00:27:29.513086631Z,selection,2025-01-19T00:00:31.641385247Z,01JHXXRGA6DV1M8VYD28067S1Y,2025-01-19T00:00:31.641385247Z,true,2025-01-19T00:27:28.902733645Z,true,2025-01-19T00:27:29.71914865Z,01JHXXRVW5P51Y05XMCWFPYJXJ,2025-01-19T00:00:31.641385247Z
01JHXSSD68JBAWQDH4C9W21N9D,01JHXS0Q2SVEWCFRDYTRG00M4M,2025-01-18T22:50:55.048857241Z,60,2025-01-18T22:50:55.048857241Z,false,2025-01-18T22:50:55.048857241Z,01JHXS0Q316XC1D3QQ4VKKP96H,2025-01-18T22:50:55.048857241Z,0,2025-01-18T22:50:55.048857241Z,,,selection,2025-01-18T22:50:55.048857241Z,01JHXSSCH4WBPQJ0SRD6VPE5AK,2025-01-18T22:50:55.048857241Z,false,2025-01-18T22:50:55.048857241Z,,,01JHXSSD64K24B7N8QRZ8BHKX8,2025-01-18T22:50:55.048857241Z
01JHXXNRY53PXGESFVGF5FM00W,01JHXWZ0AEAW9QEAFC59QCBJ25,2025-01-18T23:58:50.309622658Z,3,2025-01-18T23:58:50.309622658Z,false,2025-01-18T23:58:50.309622658Z,01JHXWZ0G3PR8ZQ2P7QVSMKHPZ,2025-01-18T23:58:50.309622658Z,1,2025-01-18T23:58:50.309622658Z,,,feedback,2025-01-18T23:58:50.309622658Z,01JHXXNBRZP12FVT1YFA72XDQ9,2025-01-18T23:58:50.309622658Z,false,2025-01-18T23:58:50.309622658Z,,,01JHXXNRVVXTV0QDA2HA6ANMXQ,2025-01-18T23:58:50.309622658Z
01JHXX7H9B4BZBT53E1D6Y5CYS,01JHXWYRTZR8KYNH55HQ6VX7H4,2025-01-18T23:51:03.72384581Z,3,2025-01-18T23:51:03.72384581Z,true,2025-01-19T00:12:26.266333976Z,01JHXWYRZ7BSTR9B8XMMW79J6E,2025-01-18T23:51:03.72384581Z,1,2025-01-18T23:51:03.72384581Z,true,2025-01-19T00:12:22.911621775Z,feedback,2025-01-18T23:51:03.72384581Z,01JHXX7BC8774MV3ZR5PF1RH7F,2025-01-18T23:51:03.72384581Z,true,2025-01-19T00:12:22.158699942Z,true,2025-01-19T00:12:23.096067346Z,01JHXX7H7AYJHWYK3PZ77XHPX4,2025-01-18T23:51:03.72384581Z
01JHXX7KBEZSSGX26RBK5S3G8A,01JHXWYRTZR8KYNH55HQ6VX7H4,2025-01-18T23:51:05.838457364Z,3,2025-01-18T23:51:05.838457364Z,true,2025-01-19T00:15:38.258830663Z,01JHXWYRZ7BSTR9B8XMMW79J6E,2025-01-18T23:51:05.838457364Z,1,2025-01-18T23:51:05.838457364Z,true,2025-01-19T00:15:34.702649472Z,feedback,2025-01-18T23:51:05.838457364Z,01JHXX7BQ5VY6QMQVDFXD7S19T,2025-01-18T23:51:05.838457364Z,true,2025-01-19T00:15:34.247239598Z,true,2025-01-19T00:15:34.897287123Z,01JHXX7K97H8BZCACZ6GZNXVG6,2025-01-18T23:51:05.838457364Z
01JHXXRQSV74SPF98FWGV739PN,01JHXWZ0P09J0DQT5V47RFNKPP,2025-01-19T00:00:27.451029622Z,60,2025-01-19T00:00:27.451029622Z,true,2025-01-19T00:18:41.067629081Z,01JHXWZ0ZP5KGA2905TWS9YW8J,2025-01-19T00:00:27.451029622Z,0,2025-01-19T00:00:27.451029622Z,true,2025-01-19T00:18:18.372150581Z,selection,2025-01-19T00:00:27.451029622Z,01JHXXRFA4ME2Y4ZGHF3KZGTWH,2025-01-19T00:00:27.451029622Z,true,2025-01-19T00:18:17.431050501Z,true,2025-01-19T00:18:18.586427652Z,01JHXXRQS7YNRJQTAP60ZC5MT1,2025-01-19T00:00:27.451029622Z
01JHXXWBXNZ43N4FR7H4DAN401,01JHXWZ12X9MCSD739P3WTXX7R,2025-01-19T00:02:26.357632386Z,3,2025-01-19T00:02:26.357632386Z,true,2025-01-19T00:45:56.388836607Z,01JHXWZ1HAHQBPD9DFKD5A3HPW,2025-01-19T00:02:26.357632386Z,1,2025-01-19T00:02:26.357632386Z,true,2025-01-19T00:45:53.183326484Z,feedback,2025-01-19T00:02:26.357632386Z,01JHXXVX433AHV0G29SYA49XP2,2025-01-19T00:02:26.357632386Z,true,2025-01-19T00:45:52.866730792Z,true,2025-01-19T00:45:53.378049657Z,01JHXXWBV0V2RGEPF34KVKH8FC,2025-01-19T00:02:26.357632386Z
