playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHDS93NXDVZTCZ6EK12SYWJG,62a1d88a5d0482a69726950c,1.68,TRUE,01JHDRYFJ2BRY23J4SFMJNZ8M5,31,Female,To describe as best as i could,I loved it! A different study,,high-school,NA
01JHDSBRJE9CJTDFTAQ15C7GGJ,59ed0a0371734300015ca9de,1.53,TRUE,01JHDRYCB4YXZE09EG2KMY001G,28,f,i used pre existing letters and well known shapes as descriptors ,,,other,NA
01JHDSDFR5GN4H4MJP39GCQA94,58d954ec58d78900016eaf6d,1.89,TRUE,01JHDRYRE2FDEZZD13T1M5NP7E,29,Female,"I described each portion of the shape, and then we used a system together based on the previous descriptions","Yes it was fun to play and my partner had a sense of humour which made it enjoyable, describing the shapes as various people/animals etc","No issues, was a fun task to complete :)",high-school,NA
01JHDSPQDN7WY29C2Q4JSX4B1A,5ba863a346de410001ecfb2a,1.77,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,40,female,learned how me and my partner identified specific pictures. ,a little very repetitive and I didn't want to make small talk ,,high-school,NA
01JHDT7RPC793SRFQG2NYFASKV,60ce098bcb083fa9958aa4e8,0,TRUE,01JHDSENAYK76DQX37J3H6VY74,20,Male,I tried to explain the shape and place,They didn't respond,Couldn't select the shapes,high-school,NA
01JHDT9KNVK2EVP8PZSPXYRNTZ,6781563ac4093eb7a7433ff3,NA,NA,01JHDSENJ361Q88NK0RNYC6QW9,NA,NA,NA,NA,NA,NA,NA
01JHDS6H20JMHTD3ZYTF4D2B0J,5e42e8ce900ca402ea108764,1.89,TRUE,01JHDRY6FPS99E2NA6HQM9PWXY,29,Femals,Finding something we both agreed it looked like and then sticking to those as we went on,Yes - we were having a chai while doing it and being smug to egg each other on. ,,master,NA
01JHDS787A1VA5ZVHKYJW3XETK,5ba94943d08ab20001c8437a,1.8,TRUE,01JHDRYFJ2BRY23J4SFBVWGDG5,35,Female,Describe shapes,Yeah they were nice,Glitched when choosing shapes,other,NA
01JHDS80XBXFS6KWD67Y24SJSR,6773da8fdadbbddbd76799c2,1.77,TRUE,01JHDRXZZNS6W0KNGZCZNFJV0G,19,male,we described the shapes with animals,"yes, gave clear descriptions and understood mine",,bachelor,NA
01JHDSC0GQAV4EJBYQDS5XEH17,5a78e410ae9a0b0001a97274,1.8,TRUE,01JHDS0JDGF55CETX8ZBQ4WAAS,33,female,"trying to identify shapes on how they were different, letters, shapes, what they looked like",yes they made it simple,,bachelor,NA
01JHDSK7HP2Z6GDQJJJ5BAQ2QN,678340c9ba7d324b063cec2f,1.8,TRUE,01JHDS0JDGF55CETX8ZBQ4WAAS,18,Male,Over time we would be able to identify each on their name and gave them nicknames.,"It was very fun, over time I felt like we were more connected and understood each other more.",It was a bit glitchy on both ends.,bachelor,NA
01JHDSWKD07N6Y6ZSRRFFCRD41,6714f1865fa16b2f979f1d94,NA,NA,01JHDSENJ361Q88NK0RNYC6QW9,NA,NA,NA,NA,NA,NA,NA
01JHDS5ZTC0BN0W76NWRXTXAS7,6782d6067693aa5625936129,1.86,TRUE,01JHDRXZZNS6W0KNGZCH2B1KKK,22,female,"as the game went further, we understood eachothers terminology and simplified the words. we described the top and bottom points as well as shapes missing.","yes, I love played games under time as well as completing puzzles",sometimes it would glitch so it wouldnt click on the answer til later,bachelor,NA
01JHDS7K5MSMNVHKJC24R0KDPD,6759c797960b90041a076b30,1.47,TRUE,01JHDRYCB5FSS04RVSYX0D80DF,20,female,made my description short and relevant,Yes,,high-school,NA
01JHDSNJTRK82B9E2MQY8SB47W,674adf9066029deae4decd66,1.23,TRUE,01JHDSEN9ZXYGTDKT3E4FMPN7Y,23,female,,,,high-school,NA
01JHDSXNHVFGTFNVPAHAB996GA,675c053b8675f47c4a5ec3a4,NA,NA,01JHDSENJ361Q88NK0RNYC6QW9,NA,NA,NA,NA,NA,NA,NA
01JHDSCBNMD13096ANHBSQM4BQ,5f31bed06988170de9437634,1.8,TRUE,01JHDRYFJ2BRY23J4SFBVWGDG5,22,female,I tried to use familiar animals or shapes that looked like the diagrams,Yes they were helpful and made the game run smoothly,glitched slightly,bachelor,NA
01JHDSD418AH8952P31EDPDBWH,6717d0f52cc5e0a7f13b596a,1.89,TRUE,01JHDRYRE2FDEZZD13T1M5NP7E,43,Male,We worked out a way to describe the shapes and stuck to that.,"It was really fun, I would play again!",n/a,high-school,NA
01JHDSFVWJ50Y8GW7AK7M419BB,6772da0f73632e9abc06fa7f,1.29,TRUE,01JHDS0KXC5VRF4K1N0K42GW13,18,male,,,,bachelor,NA
01JHDSQCJTADJFTC5HDK2Y3PRS,60fd195d53353279bd0450e4,1.89,TRUE,01JHDS0KXDNZPWE4782ZXE3X1V,29,female,"simple and clear communication
","yes i enjoyed it, sense of achievement when we got it right",some screens wouldn't let us choose an answer for a while but it self-corrected,master,NA
