id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JH9XPNQZAJF5DYT4J538MW33,01JH9SG5ST2WM6WFVR52F3X3Q2,2025-01-11T05:34:31.167597515Z,01JH9SG5T4Q3ZQ4H2N2EHSQGEP,2025-01-11T05:34:31.167597515Z,01JH9V3QPCKHWTQW7ZX2FQ0GFH,2025-01-11T05:34:31.167597515Z,01JH9VD6Y2T77WY2TGMVTQA802,2025-01-11T05:34:31.167597515Z,01JH9VDCB6BW77JQ131M4A4C62,2025-01-11T05:34:31.167597515Z,,
01JH9XQDAFQ1CCMWSVJ4AWK35M,01JH9SG5ST2WM6WFVR52F3X3Q2,2025-01-11T05:34:55.311918272Z,01JH9SG5T4Q3ZQ4H2N2EHSQGEP,2025-01-11T05:34:55.311918272Z,01JH9V3QPCKHWTQW7ZX2FQ0GFH,2025-01-11T05:34:55.311918272Z,01JH9VD72ASFJ2EN8QMK94S096,2025-01-11T05:34:55.311918272Z,01JH9VDCG6NAJ0KAXC798SR75G,2025-01-11T05:34:55.311918272Z,true,2025-01-11T05:35:16.231227329Z
01JH9WTBG0Q85SB8955EA08466,01JH9VBFB1QZKZMY6PQC7WNTKS,2025-01-11T05:19:03.168090529Z,01JH9VBFDGM47W1W3QSJ9HDKW9,2025-01-11T05:19:03.168090529Z,01JH9TWZBKBAQ9978XRDW1BT0H,2025-01-11T05:19:03.168090529Z,01JH9VKWRGRTE2YQ3DTQVKCQ4X,2025-01-11T05:19:03.168090529Z,01JH9VM1D51B8818VZYSDAHJHX,2025-01-11T05:19:03.168090529Z,,
01JH9XK1YB10CDXRG8818TFEQE,01JH9SG6RF4C9BZ8Z35HR73T5T,2025-01-11T05:32:32.587613011Z,01JH9SG6RQ5PT1CRXPH2DDTEVN,2025-01-11T05:32:32.587613011Z,01JH9V14JCPG7RG37HAYMJ3EEC,2025-01-11T05:32:32.587613011Z,01JH9VA480EVH9S4QEBXYYM7FN,2025-01-11T05:32:32.587613011Z,01JH9VA9W1JQ4NR0W7WFTSXJHK,2025-01-11T05:32:32.587613011Z,,
01JH9XSMWX64PZYB4FJQGNBA17,01JH9SG5ST2WM6WFVR52F3X3Q2,2025-01-11T05:36:08.605460745Z,01JH9SG5T4Q3ZQ4H2N2EHSQGEP,2025-01-11T05:36:08.605460745Z,01JH9V3QPCKHWTQW7ZX2FQ0GFH,2025-01-11T05:36:08.605460745Z,01JH9VD6ZGEEBCG4P01FG27B4E,2025-01-11T05:36:08.605460745Z,01JH9VDCPV5HXBG91CCRXT3HAV,2025-01-11T05:36:08.605460745Z,,
01JH9TXW9FXPJQF496P7NW0XAK,01JH9SGB85HG90JC6PW00MFPF5,2025-01-11T04:46:01.519080871Z,01JH9SGB8DR3ZQBTE62666YJ37,2025-01-11T04:46:01.519080871Z,01JH9T8BRJAA7K8EVQA2R1G3CQ,2025-01-11T04:46:01.519080871Z,01JH9TDQWH670XEP0H3QBH4D9X,2025-01-11T04:46:01.519080871Z,01JH9TDRN89AES0S5ADXNQD764,2025-01-11T04:46:01.519080871Z,,
01JH9VJFFHPGD95XVES0XQW006,01JH9SGDWB70FZC6HETBPTKBNQ,2025-01-11T04:57:16.529666364Z,01JH9SGDWVBQGVH0A8WK0YXR7R,2025-01-11T04:57:16.529666364Z,01JH9SXJ3Y98XSVNVW60M5AYCF,2025-01-11T04:57:16.529666364Z,01JH9T482TSWJEFJECF8JPE3ZZ,2025-01-11T04:57:16.529666364Z,01JH9T48XB82G0XNKK1P0CM1W4,2025-01-11T04:57:16.529666364Z,true,2025-01-11T04:57:38.619458754Z
01JH9WMWXMSQ0NYBS6S685YZ1E,01JH9SGE6MZ80HYJT5W4D3K43Z,2025-01-11T05:16:04.4047061Z,01JH9SGE6WNQGJ9QXAAXMXB1KM,2025-01-11T05:16:04.4047061Z,01JH9SYADTV0AY0XJJGDA70SQE,2025-01-11T05:16:04.4047061Z,01JH9T8RRTYPP9MFVRX8PY72CK,2025-01-11T05:16:04.4047061Z,01JH9T8SVXDARQWP0RS2EZMCFB,2025-01-11T05:16:04.4047061Z,true,2025-01-11T05:16:34.079635915Z
01JH9WN9W5VYRHHH1324MPFNTJ,01JH9SG789Q3JDWPWFKY4MDQWJ,2025-01-11T05:16:17.669858568Z,01JH9SG78HVVRSBRB5PATQ33NW,2025-01-11T05:16:17.669858568Z,01JH9TXKGVZMH0FZ6SS5TAHK78,2025-01-11T05:16:17.669858568Z,01JH9V8AP7C3XYVV39DZQGRSQY,2025-01-11T05:16:17.669858568Z,01JH9V8F1YB0WAQPG7VQDAZ0QW,2025-01-11T05:16:17.669858568Z,true,2025-01-11T05:16:27.72158517Z
01JH9XJEY4FZS171KE5TVR9M78,01JH9SG391E07A9V3SEEEDHWFZ,2025-01-11T05:32:13.124263296Z,01JH9SG39H578XJ3P04Z8MFRKQ,2025-01-11T05:32:13.124263296Z,01JH9VD3H004Q66V1TZ4ZWZP0Y,2025-01-11T05:32:13.124263296Z,01JH9VN6VSXTN4W7HKM8HBQKMX,2025-01-11T05:32:13.124263296Z,01JH9VNEQNY32HW67CWT7CWTH4,2025-01-11T05:32:13.124263296Z,,
