playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHXSGSDD1PKH4ER7552M6QN7,678b00254f0034ee117acd4f,0,TRUE,01JHXS0Q316XC1D3QQ4VKKP96H,23,female,Making concrete associations of objects. Finding things that are concrete rather than abstract,"No, they never responded to me","The experiment should be automatically cancelled, when one player is never sending a message, not even once.",master,NA
01JHXSHA6ZKYCA00QFZHE3AFRP,677ce525fb92c62ad51c1327,1.68,TRUE,01JHXS0QKJP8XSMX1NMEB0FN8S,30,female,amazing,sure,timing,master,NA
01JHXSJJ368GJW48MH9EK481T2,678b3d06acbbb7c6a5c48f96,1.74,TRUE,01JHXS0PFC4325AH54JMQ33EW0,23,male,easy n simple,"yes, they knew how to describe",,master,NA
01JHXT8XVPMSPMXWD2BHAB260Z,65c1512b51dc8b722a7fe306,0.09,TRUE,01JHXS0RMFAYNH2RM4F3PDYSEP,36,female,describing image from left to right,partner did not communicate. Was not participating at all.,,master,NA
01JHXX1R17H66FXF16VXYMGDVP,5ef246c6d2b9060809858e7e,1.83,TRUE,01JHXWYX6JAD8WFGEN2VCDX6CA,25,Female,I tried to send and interpret accurate messages with my partner. I used what they described in order to make their matching easier as well as my own.,"Yes, my partner was quick, effective and attentive for the most part.",Up top it said it disconnected when my partner and I were indeed completed all 64 rounds.,high-school,NA
01JHXSD9KJ6Q1Q6BC37K5R0300,676f8b5b07242dc7cacc43cc,0,TRUE,01JHXS0Q316XC1D3QQ4VKKP96H,44,MALE,,,,master,NA
01JHXSDX3XB7H868DXRJDDQXFJ,6045a1851d1ba76f144dd6da,1.74,TRUE,01JHXS0QB9XP9R9KV8FY3D8RXB,35,male,interpreting other's preferences without being face to face.,so fun!,I had a blast. thanks,bachelor,NA
01JHXSHHNBY5B6KDWMHEQKA7H1,678a84f75228cb650903f31a,1.5,TRUE,01JHXS0R45G8F3QC4AJVDA0SYH,21,female,good observing tactics.,yes,looking for more such studies,bachelor,NA
01JHXSD6PC0YJ71ZNR920P76H4,67882b06404e357c7e311865,1.74,TRUE,01JHXS0PRHCMTB5C575N1G90J2,23,Male,Amazing,"yes
Cooperative",Game was good,bachelor,NA
01JHXSGCZKD1DJTWYC1VKXAKTQ,66f37ecfdae55f097fd87a1a,1.74,TRUE,01JHXS0KQ5KKSG8Y1QS7WX4SVV,26,male,"Identifying features. Diamond, tower, horns, etc","yes, was great partner. fun actually.",Most of the wrong answers was cause your servers kept crashing and lagging us.... ,bachelor,NA
01JHXX79W8YHZR263T8AHSJEVK,5ed94af267e7bf10f180c5b0,1.77,TRUE,01JHXWYYANDNZ9VXW25Q17T68N,32,female,I would use the same descirption every time and tired to mimic what the other participant used to describe so that it is easier for the other person,yes we worked well together i think,the very first round and tiral was slow to respond so we were both not sure if the game was working then it worked fine starting the 2nd trial of the 1st round. ,master,NA
01JHXXAE1R5PX5Y55H4PZXM2D6,5ea9de15df734413226d7f0d,0.42,TRUE,01JHXWZ0G3PR8ZQ2P7QVSMKHPZ,23,female,"i used relatable symbols (eg. H, B, diamond) to describe the shape that i wanted my partner to pick","i did enjoy playing with my partner, it was fun working together ",my partner left the game :(,bachelor,NA
01JHXSC7M98HMC3FVMSJYY0RM8,667ad18688c9319e6559bdc4,NA,NA,01JHXWZ2BABC419BDKKTH8X7SF,NA,NA,NA,NA,NA,NA,NA
01JHXSEC8WDPMPX0GC96HPQMQW,60153f6faf1cb75da820c070,1.71,TRUE,01JHXS0EV3157XW6JBDBP053QX,35,male,to communicate clearly but concisely ,yes i did they where clear and easy to understand,none,high-school,NA
01JHXSJ6A8X57YBPQYQTPHJ2E8,671adc8df17a201583ff6034,1.68,TRUE,01JHXS0QKJP8XSMX1NMEB0FN8S,39,female,"describe the patterns using basic shapes and directions ""diamond on the left, flat on the right""","yes, developing a shared shorthand for describing shapes was fun",,high-school,NA
01JHXX208QM8J84HDKVPWMEM4H,5b6392a0105223000100fab8,0.33,TRUE,01JHXWYW5CQVGP4PC8EAQ1RZYQ,28,Female,"Describe v shapes, and generally describe shapes on sides","Yes due to bonus, no due to technical issues which did not allow to earn as much bonus","Tehcnical issues, long loading, people disappearing, ",other,NA
01JHXXGKBFMSVTW5EV1PG4H7DX,664e8ac06e80700e05c57ce6,0,NA,01JHXWZ1S4AD2ZNVXGBK4Z3HCC,NA,NA,NA,NA,NA,NA,NA
01JHXSCE6FGA7NB3XW46MTR7J9,67691af8832cdfad3cd87d09,1.41,TRUE,01JHXS0GZSWMREGNV1B5R8K2M4,24,Male,"Look out for similar shapes, then check out their unique feature","Yes, he is very understanding and smart","Sometimes, we choose the right object but it shows wrong. the website breaks at some time point",bachelor,NA
01JHXX1M7GZDXYS3T48PWY3SPH,62e6c5d05d354e1f99d612e4,NA,NA,01JHXWZ2BABC419BDKKTH8X7SF,NA,NA,NA,NA,NA,NA,NA
01JHXX24XSC6WX7V56588P0V10,669bc3d4f40d3bd909637f52,0,NA,01JHXS17NTPVSQ76EJ150TJRK1,NA,NA,NA,NA,NA,NA,NA
01JHXXQRSTCNTFD8S09VQJ760B,675f0120f21e3c3fdebb706d,0,NA,01JHXWZ1S4AD2ZNVXGBK4Z3HCC,NA,NA,NA,NA,NA,NA,NA
01JHXSRNH9XVQ67KCXQV7KAE1S,6692898396292f304a1ff0dc,0,TRUE,01JHXS0RCJT5C8CGQD1DNPW8N8,32,FEMALE,I was saying what shapes I saw as well as animals. Ruled out shapes first to hone in on only two shapes. Asked questions and described ones and told what I thought they looked like.,"No, after two attempts they left.",No problems at all its just that my partner left,high-school,NA
01JHXX7936Y53J4QVZ7JFDAZHD,66761cd247a5427aa8479ece,NA,NA,01JHXWZ2BABC419BDKKTH8X7SF,NA,NA,NA,NA,NA,NA,NA
01JHXSEJXY5FA2FF0VDT1F4PJA,678ae33e9692623c5fcb16cb,1.41,TRUE,01JHXS0GZSWMREGNV1B5R8K2M4,36,Male,"Keep describing features with consistent nomenclature.

Resort to non-standard nomenclature when this could add clarity.

Embrace partner's use of different nomenclature to mine, rather than enforcing a standard.

Due to lag, send only one message per turn.","Yes.

We ""clicked"", even though we phrased things our own way, and improvised at times.","I'm sorry, but the technical problems on this were major.

Sometimes, when I was director, I would see the black square. I would correctly direct the matcher. The matcher would select the correct shape. And then the square would turn RED instead of green, and we would lose the point, completely unfairly, due to this bug. I captured video recording of this on phone to provide evidence.

Participant key 678ae33e9692623c5fcb16cb. I will follow up via Prolific if you want to see the videos.

(Also lag was huge.)

Thank you",bachelor,NA
01JHXSN27D62YNBSG8NW19FQBP,665b88d4db229675d296733e,1.47,TRUE,01JHXS0S3ZDQP8S48FTPBCM1MB,22,FEMALE,THE RIGHT ANSWER WAS ADJASCENT THE DARK SQUARE,"YES, HE/SHE WAS CALM AND COOPERATIVE",NIL,bachelor,NA
01JHXX2K0H3MBC66N9T0GE0Y95,673514a642a25385b3e2a51d,0.42,TRUE,01JHXWZ0G3PR8ZQ2P7QVSMKHPZ,20,Male ,"we used letters like B and H, shapes like Diamond to describe the target",I really enjoyed it only to see my partner loose connection,I didn't encounter any but my partner lost connection. I wish i could play to the end ,bachelor,NA
01JHXX3K857FVJ9MDSBQ6GA9BB,5e57d38b533eec1818078f0b,1.77,TRUE,01JHXWYYANDNZ9VXW25Q17T68N,25,female,keep it simple,we were both good and on the same page,,bachelor,NA
01JHXSERXNJDDTBYXMK7CPW4P1,678b87c8d431a331d3f509e0,NA,NA,01JHXWZ2BABC419BDKKTH8X7SF,NA,NA,NA,NA,NA,NA,NA
01JHXSH6DYTZZKZ1478TXM3TDA,6787f241bc2e4faa0ba56577,0.09,TRUE,01JHXS0RMFAYNH2RM4F3PDYSEP,32,Female,observant,yes,N/A,bachelor,NA
01JHXX60SA3PJGZ8M5VNJWBDVG,62cc1f77c32651ff9d35a471,1.8,TRUE,01JHXWYXV4S9FRB6B4ESSMY3F5,37,female,speak in easy to follow terms,yes they were a good teammate,,high-school,NA
01JHXZQSHJD936XTNPS5CX4S3D,67543bbb2cd4466d02ff3392,NA,TRUE,01JHXWZ2BABC419BDKKTH8X7SF,NA,NA,NA,NA,NA,NA,nogame
01JHXSFXA00F8B15WC1PRQM06B,664b9657079b13550ec6b2c8,1.71,TRUE,01JHXS0EV3157XW6JBDBP053QX,18,Female,the simpler the better. why say lot word when few word do trick?,YES he was amazing,fun game !!!,high-school,NA
01JHXSGJZ1WPHABDSXYTCFPHF6,597b38ed09bdcf000153fcac,1.74,TRUE,01JHXS0QB9XP9R9KV8FY3D8RXB,42,Female,We converged on describing left and right separately using object names mostly,"yes, not a lot of chatting but it was rewarding to improve","2 trials did not register clicks (one me, one partner)",master,NA
01JHXSMTYKNA6SGSXQ5TANQFST,67859ff819bad167dbeff228,NA,NA,01JHXWZ2BABC419BDKKTH8X7SF,NA,NA,NA,NA,NA,NA,NA
01JHXTB3MM5AM1ZPZ3YR5E3FF8,6778b809a7d8106936d7392e,1.86,TRUE,01JHXS0RWYYCTNYNVJ3S357JEH,33,male,"we use name of animal, letters and different symbols to help recognize the shapes",I really enjoyed playing with partner.  I helped him out and he helped me out. I got most of the answers correctly. He was able to get all the answers correct.  ,No problems occurred. Everything went well. ,master,NA
01JHXX34DHV6ETH0DH9YPACH9B,5f8820ba0fdd0c276b4d732c,1.92,TRUE,01JHXWYRZ7BSTR9B8XMMW79J6E,24,Male,Came up with common terms to describe the tops and bottoms and used them throughout the entire study for easy identification.,I enjoyed playing with my partner. They were quick in picking up the strategy and accurate in choosing the shape as well as being friendly.,The first two trials were really slow to process but after that sped up to a good speed.,master,NA
01JHXX8GJ02MS4WJXM6BN52KX8,678836d2ff1c0c297e98f238,1.68,TRUE,01JHXWZ1HAHQBPD9DFKD5A3HPW,24,male,To describe the images exactly how they appear,"Yes, especially the alternating part. The alternations made me feel part of the game. It was mind-boggling too. The timer made me feel the rush as well as think on my feet",The start was rather confusing and frustrating but I got the hang of it in the middle of the second round,bachelor,NA
01JHXX3ZBYYSM0J7FCF2VHDFP1,57165ba7c5aca2000a8d32ca,1.92,TRUE,01JHXWYRZ7BSTR9B8XMMW79J6E,26,male,breaking the images down into top and bottom,it was great! me and my partner worked really well together,was VERY slow at the start.,high-school,NA
01JHXSHDD92069Y8MQ4DQH6DH0,678aac714b0a4e2e736d440a,1.89,TRUE,01JHXS0HM2SPFQA5MV6H7RYHMB,29,Male,Coming up with quick and simple names for each shape. Makes picking the choice faster and easier,Yes they communicated simply enough,No problems. Very straightforward ,bachelor,NA
01JHXSHXRXN79BKQVQPB0448JY,678c10f2da262715257f2eb3,1.5,TRUE,01JHXS0R45G8F3QC4AJVDA0SYH,33,Male,my strategy was describing the pictures in terms of shapes and number..,i enjoyed it because we later understood ourselves after failing some attempt,i did not encounter any problems.,master,NA
