roundID,text,playerID,director_msg,chit_chat
01JHR5PQKC1WCFF44XKGWJFJ5M,1,01JHR570ZDA05FKRTH0YP55G1T,TRUE,FALSE
01JHR5PQHG9PHGF2M0ATJ2ZFT3,2,01JHR570ZDA05FKRTH0YP55G1T,TRUE,FALSE
01JHR5PQH5STCXGK9HY7650V83,2,01JHR570ZDA05FKRTH0YP55G1T,TRUE,FALSE
01JHR5PR6EM1GAKPX5AJJT81MF,which?,01JHR4XT49D3WBWWHYGJ7DKGZ7,FALSE,FALSE
01JHR63R7MHF1DGTS1ADCZCHD3,*on the right,01JHR5QCTR6C0MMWBP7R1NX7G8,TRUE,FALSE
01JHR65C0D4J6716DPBCMN4ATJ,drill or half drill,01JHR5V4XY5J710EPV2NMHXQR9,FALSE,FALSE
01JHR65C0D4J6716DPBCMN4ATJ,drone or head,01JHR5V4XY5J710EPV2NMHXQR9,FALSE,FALSE
01JHR53Y05A343W72KMTNMTGEJ,1 white triangle,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR53XZT8ZSZAQZF5DPP5KRV,1 white triangle,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR56EY4K8RKJJX6R76GDSEH,2 arms,01JHR50REF7YTJ0PKTD9HXKVX9,TRUE,FALSE
01JHR56ERPXEDK2YE3W132DGVK,2 legs square head,01JHR50REF7YTJ0PKTD9HXKVX9,TRUE,FALSE
01JHR544GNCH2K8330SJZ4Q6PN,2 legs to the side,01JHR4Y6K64DRRE5E8YVZCBEZ8,TRUE,FALSE
01JHR56EZ07WTBA4056MBQVVA4,"2 sq legs, mouth open not heel",01JHR50REF7YTJ0PKTD9HXKVX9,TRUE,FALSE
01JHR56ESKEKW7DG9XJQFBN47R,2 stand with neck,01JHR4YFXAFJF3YB2NQ7T1Q6J2,TRUE,FALSE
01JHR529SGHKC1SVHEDP73001J,2 triangle shaped heads with plus sign beneath,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR5PQEF0YH1RA6C9RQA2N26,hi,01JHR4XT49D3WBWWHYGJ7DKGZ7,FALSE,FALSE
01JHR53Y0QD5P0WWB9W1FF78EJ,2 white triangles,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR56ES33HAN161P76M29WK7,"3 feet, torso",01JHR4YFXAFJF3YB2NQ7T1Q6J2,TRUE,FALSE
01JHR529T88JT3C9H64D6W5MYP,3 shape funnel,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR529TWG4GVA407ZX0ANC8C,3 shaped with a small crown,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR53XZZQQE8HBMXHK825SDM,3 white triangles,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR53XY22CYH8Z8DHFAJFHQR,3 white triangles,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR53XZ7JW94PTQTBZXBK84H,3 white triangles,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR53XWJ3QHYYG3K5ZVMG8SV,3 white triangles inside the black shape,01JHR4XTHGJ5D87PJCSQW4SQSH,TRUE,FALSE
01JHR529SZQ1F4HGGX6VR1TGA4,3 with 2 mountain heads,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR529V1GB22MY7M4R8N76BW,3 with a big crown,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR529SK4PCTCMDCR9CQ3946,3 with a rectangular crown,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR529T2402C6AT815T0D5CA,3 with funnel croen,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR529V2C3HC7P1ADADREPC3,3 with funnel top,01JHR4TGX28ZAXSD61QH4HEX4P,TRUE,FALSE
01JHR529V3G4CYFD93JE38J9G5,3 with mountain heads,01JHR4ZV6BT0QS0VTKJ3E817M8,TRUE,FALSE
01JHR529TA6CA8KVN9ZR0H9XWF,3 with mountain top,01JHR4TGX28ZAXSD61QH4HEX4P,TRUE,FALSE
01JHR529TMQE1873D6S29N5H38,3 with small crown top,01JHR4TGX28ZAXSD61QH4HEX4P,TRUE,FALSE
01JHR529TE3PTYB0TM1H1KH8F0,3 with wide crown,01JHR4TGX28ZAXSD61QH4HEX4P,TRUE,FALSE
01JHR5MPRMG7M4P0HC8CZEJZZR,Sees the position is different for each,01JHR4QWR393J2BGDAP5HEDH8B,FALSE,FALSE
01JHR5HJTM1FCMJ296SZ36GQN2,4 base lamp top,01JHR5DCH6ZBHK8ZR15V3WNEEJ,TRUE,FALSE
