playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHH5WRJMR4Y4X66A2B4M6RNS,665c6efa916ba5d4eb3b3bea,1.59,TRUE,01JHH5GSCC1GFQ3DW2S1PJ1Y7H,30,female,"describing the shapes as best as a I could, also identifying which features the shape did not have, process of elimination!","yes, they responded quickly and got used to using strategy together.",n/a,bachelor,NA
01JHH5ZDX3TE19MGEE829F2CSY,655b6a0d11066d07716ab0b5,1.83,TRUE,01JHH5GV5YV5JX672V227MQG6S,33,Male,Pictograms,They were agreeable,None,other,NA
01JHH5W35Y2P9HZHWFC4GVCPQV,5c56964991c0ad0001cfa5ae,NA,NA,01JHH5GXMVB3FM4TA3STJYWDTG,NA,NA,NA,NA,NA,NA,NA
01JHH5WD8M6J1JFFX2XQ5FNKEY,6783017429f85d5559774f45,1.83,TRUE,01JHH5GV5YV5JX672V227MQG6S,42,Female,"We figured out code names for the images, which made selecting the correct one easier.",I did enjoy playing with them because they were quick to adapt to the code words.,No issues.,high-school,NA
01JHH5XSJPYW2AEFWJ6BGN4KKA,63c0841888a364c48a90e052,0,TRUE,01JHH5GXAWDJ272ZGBC2VFMNSJ,51,Female,My strategy in this game was to be observant when it comes to the shapes of the objects. ,I enjoyed playing this game. ,"My challenge about this game is that, the instructions were a bit complex to comprehend. ",master,NA
01JHH5Y5YB4YMJK9EN0H2KDNC4,677b67525c2083e608ef68bc,1.53,TRUE,01JHH5GX0T4VYZ31NFV5J0K208,19,Male,Very detailed and specific with my description,I enjoyed it because I appreciated the importance of team work,,high-school,NA
01JHH5Z8JW5SBXSVQ8MPJW76AQ,677fba50be5fed1cc09bd9b9,NA,NA,01JHH5GXMVB3FM4TA3STJYWDTG,NA,NA,NA,NA,NA,NA,NA
01JHH5TBVQW5K0BH3HCHPY8BM6,656895b98a551bd79eb47d0c,1.86,TRUE,01JHH5GQB236Q77PM2YJ7S6PEH,29,Male,Cheat words,"Yes, great teamwork",No problems,bachelor,NA
01JHH5VFQTFAC80J5P3T51KFK5,6100b8433b1c9f75b3e5d212,1.83,TRUE,01JHH5GRGTXP7JC8NDKM9GVW04,26,Female,"I focused on simple descriptions for the shapes I saw, mainly using the left and right sides as landmarks, as well as the white shapes inside.","Yes, it was a lot of fun and I felt as though everyone I played with worked well together.",No issues.,other,NA
01JHH5W0TJKBQXHQJMTB55AZTC,63469953c04a8b540b5749d2,1.35,TRUE,01JHH5GNSHF20Q4NX1WDZA149X,20,Male,If we gave an answer we would remember what we said and copy it for that specific image,Yes it was a unique study,No problems,high-school,NA
01JHH5WK5XK87A68QQ71ZVF84V,656e0dab178ffccdaa47202e,1.86,TRUE,01JHH5GQB236Q77PM2YJ7S6PEH,44,male,top and bottom codes,"yes, we figured it out quickly",,high-school,NA
01JHH5YST5KD17EYPZFV6RV5JE,66dbcb9d9c23bb8ff4271957,1.83,TRUE,01JHH5GRGTXP7JC8NDKM9GVW04,66,Female,using the same descriptions on the shapes ,"loved it, it was fun",no problems,bachelor,NA
01JHH61PVH1KRSTBJJBB68MJ56,67698abcc712969d4beef949,1.47,TRUE,01JHH5GWNWEMQHKRMFXX5YFS7H,46,male,,"yes, it was fun",,master,NA
01JHH6AA7A2DK1YK4N80TWNY16,6718c2e69028ca2b56a87679,NA,TRUE,01JHH5GXMVB3FM4TA3STJYWDTG,NA,NA,NA,NA,NA,NA,nogame
01JHH5REM0ZTMWWE4J605PHH8D,67743fb81eeaeb82be47ae5a,1.35,TRUE,01JHH5GNSHF20Q4NX1WDZA149X,50,female,"using shapes, position of right or left, and liking it to animal or human","yes, it was fun. I had some weird descriptions but it works.","no real problem, just trying to describe the  image quickly and accurately",bachelor,NA
01JHH5W9P89SQQFQHCVYS2EBKZ,58cab9bfc7ed3f000116e2a4,1.68,TRUE,01JHH5GWB0CXDHAE1ME247KT48,39,female,I just described certain parts of the objects,"Yes, it became easier as we understood what the objects looked like",none,bachelor,NA
01JHH5WMPAMAW7S892M72ATEVW,67606caee59f6f7312f6277f,1.47,TRUE,01JHH5GWNWEMQHKRMFXX5YFS7H,37,m,brief shape descriptions ,"yes, we got into a groove.",n/a,bachelor,NA
01JHH5WVV21TEC4KS2JKHA7ZKG,6717a3ab506a42c9725a54ab,1.59,TRUE,01JHH5GSCC1GFQ3DW2S1PJ1Y7H,24,Female,calculative,yes it was fun,love this study,,NA
01JHH6097RA7PBDH96WB0AT3Z0,665dc2d6a61b315970a3b030,1.68,TRUE,01JHH5GWB0CXDHAE1ME247KT48,30,Male,describing the shapes as common objects,was fun to see how the other person would describe the shapes,,bachelor,NA
01JHH6M9NVJD07H4TGCSD36P67,60d018cc0f3faeaec2f7b7e5,1.53,TRUE,01JHH5GX0T4VYZ31NFV5J0K208,41,female,create simple descriptions,yes,done,master,NA
01JHH5V0Z97VRG3D0V2R4PH2E6,66c2356667d16c9e1ea9a612,0,TRUE,01JHH5GXAWDJ272ZGBC2VFMNSJ,36,female,decision making,no my partner wasn't active,no,bachelor,NA
