playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JJDDE1V7AFTMMQ3SEFEPEFYY,6695745ee6d6f8975139350a,1.92,TRUE,01JJDD6D0F4HMEHHNJ5TPZBQY4,52,female,"separated each picture into top and bottom and figured out the best way to describe what each was, like bird on tree, bird on mountain, diamond on tree, etc","yes i did, once we got a pattern, we stuck with it and it was easy to get thru it",no problems at all,bachelor,NA
01JJDDPK870599CRC4Z8Z14J2D,67418cda6e494fad0e28f3dc,1.32,TRUE,01JJDD6EB73JK1E6C9J3PP0WM4,27,female,images,i did we were sync,long loading time,master,NA
01JJDM9FXVQFBAC92VVD1EYDNE,652d3d3c8e375878e83f43f3,1.86,TRUE,01JJDD6F0G1GTERWEJKPK5DYMZ,22,Male,"We called common shapes ""w"" and ""b"" and ""penguin"" which helped us quickly determine the shape","I enjoyed it, they seemed like a funny person when we first chatted",,other,NA
01JJDDCHG5XKVM5WY21FHTJCCZ,679253ec7447587753b084bc,1.59,TRUE,01JJDD6ENF0VMA00C88XD5B5VC,23,female,smart,yes,none,master,NA
01JJDDEVY99KJYWSK1QCAWJ2GC,6732436bc9de108a7c41e835,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JJDDH6X86GGJATDJRGSQDYB7,5ea4621fc5dd5201c70071f1,1.65,TRUE,01JJDD6CNT8W2J6YY6R2M18RJP,32,Genderfluid,We developed nicknames for certain features,Yeah they were great! Had a bit of a laugh while playing,I think a few times we clicked the correct answer but it marked it wrong?,other,NA
01JJDDRPF8SV6VB2JSWVD63HFT,678b123b0d424c5ed8ff450d,1.2,TRUE,01JJDD6DNS0QGTAJVQS911XCJ8,30,Male,Ok,Very well,I wasnt giving good guide at first though my partner maintained accuracy.,master,NA
01JJDM9ES8T4QXQ0X2RDTJCJ5Y,673e8f8911c2dd1d55117e22,1.5,TRUE,01JJDM7FQ5SADKDZ3YJ9DAD112,18,Female,I just focused on the game and my partners feedback.,I enjoyed it. My partner was easy to communicate with.,"In the first round, we were both confused but we eventually figured it out at the end of the round.",high-school,NA
01JJDM9EXFPD3DVX6Y50ZG70CC,57850499eeaf6d00018d3da3,1.59,TRUE,01JJDM7DBGCQEWJEAMJVWB1868,38,male,different shapes and using the other person's clues,,,bachelor,NA
01JJDM9J159B47G80DMMB3DT6H,5ba292385301b80001c71ba2,1.74,TRUE,01JJDM7DTFPQR6VA2ZS3KH7NM0,51,male,describe the top and bottom shape,yes since it was fun,Fun study,master,NA
01JJDDE04TY32Z6E1XGHN510VB,6711ee336b91eb0fcf53841f,1.74,TRUE,01JJDD6AAFJV0TSJDYR2E433Z5,42,female,"I looked for shapes I could use to make objects more recognizable in future rounds. Some I used were ""frog"", ""ears"", ""feet"", ""fat"", etc.","Yes, they were very helpful and I think we worked very well together.","This was fun, thank you.",high-school,NA
01JJDDH75B7WHXXPVZ68NYDZ5Z,5e0c664d78322543b1fea686,1.92,TRUE,01JJDD6D0F4HMEHHNJ5TPZBQY4,20,M,Cement common symbols.,It was fun because we came to unspoken agreements on certain symbols.,,high-school,NA
01JJDM9DC9CNW0VBEX08DW90YD,5a9fa90f873cda00010d29d8,0,TRUE,01JJDM7G3Y38RZBAP4XFVN8DW5,25,Male,"I was describing things as clear as I could and what the shapes reminded me of to the other person, like a human or what parts it had attached to it.","Sadly my partner was not responsive, I was talking to nobody it seems, I described things, I suppose I did not enjoy it because I wish they were active",For me the game worked well but other person wasn't responding,high-school,NA
01JJDM9Y95MGW6GWXA1XP32B41,636173dce29cfc5dbc14d0f2,0,TRUE,01JJDM7GG6QTYD54VC13FW0P05,38,male,I did have time to develop one. ,"No, they were AFK. ",My partner was afk. ,high-school,NA
01JJDDE4ZND03AQFFRZW637M4F,6758900521e9f85e87a5182b,1.77,TRUE,01JJDD6BK3MPWV9EBBF5E6GQ02,23,Male,we would use smaller shapes to describe the shapes that were the target ,it was tricky at first but eventually we began to communicate fine,,high-school,NA
01JJDDPGFZ073QCEV954WCX7E9,66c3ee0c060ef644fe8cc051,0.27,TRUE,01JJDD6E1B6XNQS5X4TJFN8E9M,40,Female,Use the shapes to describe real life objects.,"Yes, I did, my partner and I understood each other's description.",There were no problems encountered ,master,NA
01JJDECAB9162VA8PCANWX4KTY,6740f034985ba328ea9bacbf,0,NA,01JJDM7CNGMWHKRMPP7RC01F5B,NA,NA,NA,NA,NA,NA,NA
01JJDMC4KNBV9PBDZB732JR1F8,66be8d00e5e8eea95c97947a,1.59,TRUE,01JJDM7GWNXX1ZTS3DTTVBRVED,27,FEMALE,I checked and name all the angles,"I enjoy the game, because we both communicate well",NONE,bachelor,NA
01JJDDCXD2FZ7A6H5T8W6BBRQ5,56bd0347d4e218000ca87e53,1.86,TRUE,01JJDD69PT2V6AVP7B1EMTT4MC,38,male,"I wanted to make a language so we could see a shape and know that was the shape we meant. We traded back and forth to name shapes given our 1 minute timer in the beginning. After we got the hang of it, we shortened to 2 letters to lessen typing.",Very much. We both had the same goal of getting a high bonus. We made our own language that eventually went down to 2 letters to correctly guess the shape.,there was lag often though the survey.,high-school,NA
01JJDDD0J067JZ7EN5VC2NCXQQ,6733983217b9e8aaa7b1732d,1.83,TRUE,01JJDD6B5DAR9W30S14WJF0QP2,57,Male,"Came up with code words to describe general shapes (diamond, hook, V, broken pot, legs), then used top, bottom, left, right, center for the area.","Yes, it was quite fun.  A little tough initially until a strategy was worked out, but then very enjoyable.","The only issue encountered was I never got a message as a matcher one early round, so not sure if it was a glitch or my teammate never entered a description.",bachelor,NA
01JJDMAMX7ZB88JNP9D645P21S,67797f48d0bb05ef7438ca3a,NA,TRUE,null,NA,NA,NA,NA,NA,NA,nogame
