id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHDTD82BQP83GB6H5DX0RTZW,01JHDRYCASHM533JE5DAZYMGMC,2025-01-12T17:53:54.251583006Z,01JHDRYCB5FSS04RVSYX0D80DF,2025-01-12T17:53:54.251583006Z,01JHDS8FF9MMV0AQGB1TRZS6WT,2025-01-12T17:53:54.251583006Z,01JHDSEG7QN4EZRWHXM7D6ERCV,2025-01-12T17:53:54.251583006Z,01JHDSEGMPD97EEPKBDERCX9XE,2025-01-12T17:53:54.251583006Z,,
01JHDSJHMSNXDE67NGZWVS2SYV,01JHDRXZZ1K7XTRTT10AGGG9CS,2025-01-12T17:39:19.321804754Z,01JHDRXZZNS6W0KNGZCH2B1KKK,2025-01-12T17:39:19.321804754Z,01JHDS5A9JP9Q3GEGKSNBBRX2Y,2025-01-12T17:39:19.321804754Z,01JHDSA8DFHAWCQ6PYWHBGHQMW,2025-01-12T17:39:19.321804754Z,01JHDSA8JC08VQAJY0MNJGQTED,2025-01-12T17:39:19.321804754Z,true,2025-01-12T17:40:10.972619657Z
01JHDT9GSSQ15XM5D22KQJM2F7,01JHDRXZZ1K7XTRTT10AGGG9CS,2025-01-12T17:51:52.12163231Z,01JHDRXZZNS6W0KNGZCH2B1KKK,2025-01-12T17:51:52.12163231Z,01JHDS5ZTC0BN0W76NWRXTXAS7,2025-01-12T17:51:52.12163231Z,01JHDSA8F1MF1C6TCCMC9N1EPM,2025-01-12T17:51:52.12163231Z,01JHDSA8S7SDHAZ26NWYRNVB0M,2025-01-12T17:51:52.12163231Z,,
01JHDVFRF3Z771GJSDZHV6T7EY,01JHDS0KWZQDR4ZDSJ946RVYYZ,2025-01-12T18:12:45.15537936Z,01JHDS0KXC5VRF4K1N0K42GW13,2025-01-12T18:12:45.15537936Z,01JHDSMF6YFQ77KYTNBYQV6K07,2025-01-12T18:12:45.15537936Z,01JHDSVC56KQX0Z35TRFXEGPE9,2025-01-12T18:12:45.15537936Z,01JHDSVF4HTQC5ANB3N66HPC9B,2025-01-12T18:12:45.15537936Z,true,2025-01-12T18:13:15.856455626Z
01JHDVKCABCR5XK8VW2W4803MF,01JHDSEK792A1PR6M0877F9RYQ,2025-01-12T18:14:43.787686187Z,01JHDSEN9ZXYGTDKT3E4FMPN7Y,2025-01-12T18:14:43.787686187Z,01JHDSNNSF0VRXGZ6TK3EBYZDA,2025-01-12T18:14:43.787686187Z,01JHDT29A2CWB2FD9SSK7SJT77,2025-01-12T18:14:43.787686187Z,01JHDT2DWYHXQWD68WS5PH3DG4,2025-01-12T18:14:43.787686187Z,true,2025-01-12T18:14:54.618598193Z
01JHDSWHF16AEFSKZB6PVXR1FP,01JHDRYCASHM533JE5DAZYMGMC,2025-01-12T17:44:46.817439184Z,01JHDRYCB4YXZE09EG2KMY001G,2025-01-12T17:44:46.817439184Z,01JHDSBRJE9CJTDFTAQ15C7GGJ,2025-01-12T17:44:46.817439184Z,01JHDSFN18VB4XVGDWV364TD97,2025-01-12T17:44:46.817439184Z,01JHDSFNF92CFTNXF18YDGFTC6,2025-01-12T17:44:46.817439184Z,,
01JHDTHHSPWAG380WHFBRZNV4G,01JHDS0JD6F5ZWXYZ2Y0138XQT,2025-01-12T17:56:15.286770171Z,01JHDS0JDGF55CETX8ZBQ4WAAS,2025-01-12T17:56:15.286770171Z,01JHDSK7HP2Z6GDQJJJ5BAQ2QN,2025-01-12T17:56:15.286770171Z,01JHDSP89J3J2QFM962VYKWNYX,2025-01-12T17:56:15.286770171Z,01JHDSP9HC2X1NKVYG00SZPAT8,2025-01-12T17:56:15.286770171Z,true,2025-01-12T17:56:31.471008477Z
01JHDTJ682TREBWARTH0MWS5Y3,01JHDRYRDQ4STSHJ7VKH0MF43T,2025-01-12T17:56:36.226443761Z,01JHDRYRE2FDEZZD13T1M5NP7E,2025-01-12T17:56:36.226443761Z,01JHDSD418AH8952P31EDPDBWH,2025-01-12T17:56:36.226443761Z,01JHDSHPGZBSQ3420GB3MD6P5S,2025-01-12T17:56:36.226443761Z,01JHDSHQQXG73Y2JHD8DHMX6BR,2025-01-12T17:56:36.226443761Z,,
01JHDTTM8TEVPQ1A3G5175XKRJ,01JHDRYRDQ4STSHJ7VKH0MF43T,2025-01-12T18:01:12.731006602Z,01JHDRYRE386W17NAZS4JBXHMR,2025-01-12T18:01:12.731006602Z,01JHDSBWFX6SEB3CAHJNXTD2GQ,2025-01-12T18:01:12.731006602Z,01JHDSJ2A1ASKZAPZR8TM60EKE,2025-01-12T18:01:12.731006602Z,01JHDSJ3JZJK7XQCZ7JRY9QC83,2025-01-12T18:01:12.731006602Z,,
01JHDTVAP97NY0GCRV1ZDYNJDY,01JHDS0KWZQDR4ZDSJ946RVYYZ,2025-01-12T18:01:35.689591402Z,01JHDS0KXDNZPWE4782ZXE3X1V,2025-01-12T18:01:35.689591402Z,01JHDSQCJTADJFTC5HDK2Y3PRS,2025-01-12T18:01:35.689591402Z,01JHDSWWCJ4N3X6C1MD2WMVPV5,2025-01-12T18:01:35.689591402Z,01JHDSWZ55XW4BPH81YHQ3FJTT,2025-01-12T18:01:35.689591402Z,,
