playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JJWYSZR092N6VQQGRYVFMSE4,66d8790772c9e0e4ee96259c,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JJWYTNGRGGY4XVVNZE803STS,65d563ecf8df20ade2f17888,1.77,TRUE,01JJWYP3A49Z0MRGXHBF8DYB42,26,Female/Woman,I tried adjusting the description I used based on what my partner was using when they were describing the figure.,I enjoyed playing with my partner because they were attentive and actually trying their best.,"There were some instances that the game would freeze, but it would eventually come back.",high-school,NA
01JJWYVFR212BRZ0D9S015KZRK,6717c466a1a5d0cb15bca12e,1.56,TRUE,01JJWYP46TGJVMVD1BPQZ1VEF8,31,Male,Team work,"Yes, it was a game of team work and focus","Interesting study, thank you",master,NA
01JJWYVSPBCJEFA8SSN8VF8YGY,678967766af8f51e08627049,1.74,TRUE,01JJWYP2JX2K73EBW3P2YBJVGZ,54,femaile,To describe quickly and precise as possible and be open to different perspectives of how the other may view things.,"yes, once we both saw how the other saw things we got in a rhythm and it was easy",,other,NA
01JJX0555NC5NEGDREKJ4QDGAJ,663a7dfda4b3d560eb9290c8,1.35,TRUE,01JJWYP4R47SWGQCMJ4BB37AKM,43,male,my strategy was always talking about the arrows and which way it was facing,"yes i enjoyed them, i had no issues, they seemed smart",no problems,bachelor,NA
01JJX19KK3DWYG6GQDJFVQDH43,66ad6f2765f2ef7122225388,1.68,TRUE,01JJWYPZJX9BD6QPNY2JYX1KZP,61,Male,Look at shapes on left and right side of image. Basically came to concensus on a couple of image that we could describe in one word.,It was enjoyable to see how quickly we could come to consensus over what we were seeing and to be able to describe it very clearly by the end of the game.,There were no problems.  It was a very enjoyable experience.,master,NA
01JJWYSQ4Q05QW2MV5AA2J7DWY,662959b221d6790f5548ba36,1.89,TRUE,01JJWYP1CG1N3Y8VNA5HPEZ5FW,53,female,Find shapes that were easy to describe and use the same description consistently,Yes - we were quickly able to come up with a shorthand for the various combinations.,,high-school,NA
01JJWYSZBP7AVECZZQBY33X10X,6516f5e83d2a0a005a56d55a,1.89,TRUE,01JJWYP2TK05TF6KPGRX49DQ0F,49,Female,"See what stood out the most, going from top to bottom",Very much,"A few times, both my partner and I could not click, but then it read it a few seconds later.",bachelor,NA
01JJX056FQC35B831CQG8X9HPD,66edfe8c2f61966a5596e3a1,1.47,TRUE,01JJWYP5DCE7P4WDHSV3FTFVSF,25,Female,We used shapes for the descriptions.,"Yes, it was difficult at the start but we understood each other as the game went on. 
","No, thank you",bachelor,NA
01JJX0CN3JRWP36C7NRMQVJDSG,5c1942e200849900010afdcd,1.35,TRUE,01JJWYP4R47SWGQCMJ4BB37AKM,26,male,I described everything the best I could. I saw corners as looking like animals. ,I did. It was quick and straightforward.,Some trials or rounds took  a while for the click to register.,master,NA
01JJX0FYRH19K93P8BHZZR2TK2,663a7af013938e6bbfb065d5,1.74,TRUE,01JJWYPPYWZR7TQHCAM92V2C56,35,Male,"Try to compare the objects to things we would recognize (fish, animal, person)",I enjoyed it because I think we gave each other good clues for the most part,A couple of times it got slow and it wouldn't let me select an object despite repeated clicks (and then it ended up working),bachelor,NA
