playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHGXCQ5Q9VRHEAF17WBFAV85,66856891a8480b1aab4d03aa,1.77,TRUE,01JHGX9Y9R26D3GMKYRVRCS4EY,24,Male,Communicate distinctive shapes,"Yes, comms were good",N/A,high-school,NA
01JHGYMXR6B5MMBTZT2FM0Y9PN,673c84306aed518ba4e6d01e,1.59,TRUE,01JHGXA8B7K9W683NZVSFGRJYC,29,Male,It tests players ability to describe an object accurately,yes i did because my partner was accurate,nothing much,bachelor,NA
01JHGYN213K55R1ZY60YQB3122,5caa534a19731a00190bb935,1.32,TRUE,01JHGXA8VZCTE04S4M78T8QW23,57,male,use the simple shapes to describe the object,yes. Got to know how they think,the study stopped on two different occassions,high-school,NA
01JHGYQGQSJ1M6XPHESPT0NPA3,581e0aee4182b600017307ea,1.68,TRUE,01JHGXA8K9CYY9WWB3KNN9P1DR,52,male,I tried to be as descriptive as possible in simple terms and be quick as possible and learn from previous trials since the shapes repeated. ,I enjoyed this very much ,for the ones I mismatched I was confused on many of them and wonder If I was doing it wrong or the problems were due to the lag that we were occasionally experiencing ,other,NA
01JHGYQJJ5H8CR1883DJRJYV1D,6754382c00512c6923de5f6a,1.32,TRUE,01JHGXA8VZCTE04S4M78T8QW23,24,Male,My intuition,Yeah,Great and interesting study,bachelor,NA
01JHH17N061SS0V7EV4HQVWRQS,6512ae672f906eda39b7e9db,1.8,TRUE,01JHH15NTHTD78CJ9F7P0FXSBC,44,male,made names for shapes,it was fun gets better as you go,no problems thanks,high-school,NA
01JHGXDA0FP5NH51CXHFVQ85HP,666640831e2f8d963f8c528f,1.89,TRUE,01JHGXA0EWQD9VPQBF5F5SM963,25,Male,"We came up with code words to identify certain shapes e.g. ""upside down house, flipped L""",I enjoyed it! Because they caught on very easily to the strategy I was building over time.,"The game froze sometimes despite clicking on an answer which made it feel like it had crashed, but brought us back. ",bachelor,NA
01JHGXKT79NC3WNRPKZBS63ATQ,6744a4e059fd1c761b0d66d9,0,TRUE,01JHGXA37CZW3WJ3WJ1GK3320B,25,female ,no strategy,no,i had no partner ,master,NA
01JHGYM40K6P4SMW0TYPFG1H51,66cf5037b04affe37187bb8a,1.59,TRUE,01JHGXA8B7K9W683NZVSFGRJYC,31,female,naming the points on the side or the inside,I did! It was fun,,bachelor,NA
01JHGYMMQ6BJYAAD99QH05QAP2,66b0d6ecaaab7cbcd8b2a842,1.83,TRUE,01JHGXA5Z9PYEZYZHPW79N1EEC,21,Female,Describing the characteristics of the shape that are similar to everyday objects.,"Yes, it seemed like we formed our own 'language' and didn't need as many words to describe the objects by the end of the game.",This was a very fun game. No problems encountered.,bachelor,NA
01JHH0YND74V597ZJK7WC682A1,67464eaa52af85f74939d7a4,1.74,TRUE,01JHH0X7GTPCX3VXBFSWNB3R3B,35,F,good description ,it was ok,none,bachelor,NA
01JHGXCZE3K3MQ1P1ZPCB4YA3C,65aebd911489344139045cdf,1.92,TRUE,01JHGX9ZTCGAKN3E1EP3RVSDDT,43,Male,Find a common language and ideally short-hand names for pictures when possible,Yup! We worked well.,"Some lag and brief disconnection, but all matches were registered.",high-school,NA
01JHGYMM1PTTCH1GNQHE3PR390,5e2f8227b9a45e53a411f373,1.83,TRUE,01JHGXA5PZMX0FH1QDWHJ0ZNZJ,31,F,Using the other players communication/description.,Yes we did well. ,,master,NA
01JHGXJDRCPYGC6A9V38MAD0JC,66b16dc0c8ca5b44c839b2fb,0,TRUE,01JHGXA37CZW3WJ3WJ1GK3320B,50,Male,N/A,I did not get to interact partner ,No,master,NA
01JHGYM48S5NYD50SNRNKJDNXC,67856509271e3a293b887745,1.83,TRUE,01JHGXA3GR59E7YG7PQ608B8RA,22,Female,Keywords,Yes. My partner caught on to my keywords,Fun game,bachelor,NA
01JHGYM9JPTQ4HSS74K7S9QCSS,6315fd72852e279a1a13e5f1,1.83,TRUE,01JHGXA5Z9PYEZYZHPW79N1EEC,47,male,"describe a part that stood out, take notice of what other person said and try and incorporate some of their descriptions in mine","yes, they understood the instructions, I had no issues","no issues, all was good",high-school,NA
01JHGYMF2YXN13XV0GK3FC4GF5,6730f769d3f69a4ca0ffa84d,1.68,TRUE,01JHGXA8K9CYY9WWB3KNN9P1DR,35,male,explaining with the full details,yes because he provided detailed information,N/A,master,NA
01JHGY5WMPXZEWT101WMSTAPZ4,63d13b5acde8f0843d3ddddc,0,TRUE,01JHGXA55TYQ04GPFYANK9MWSC,,,,,,,NA
01JHGXDQD2GZ5FK506PKW4QCTC,5671131573f58b0005664333,1.92,TRUE,01JHGXA1KE4DV636BF0N2HJ8PC,35,Male,"Keep the explanation simple, use shapes like triangles, diamonds and sqaures",It was okay,,master,NA
01JHGXMVBT09M6KS2071QFANGT,6689608c847a9640d0ff50d7,1.83,TRUE,01JHGXA2C6KDK8STPXWAEWJ01G,28,female,be as descriptive as possible,yes,it was bugging some time but over all it was great,bachelor,NA
01JHGYM5D93VM25X0DE402KSXM,6659fb3894dff948f2c48e13,1.26,TRUE,01JHGXA685STY86ZKKXG9PZE7J,39,Female ,Fun,Yes it was interesting Built a known repository of words.,No problems sometimes with an issue,master,NA
