id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHR6EBQYMY05ABF41X3T4Q7V,01JHR432B50GM2BWWH0J2BJEYF,2025-01-16T18:36:38.014589755Z,01JHR432BCE2ZG5S313ABK0GRK,2025-01-16T18:36:38.014589755Z,01JHR5KREMGG2RKPR39V8ANRQP,2025-01-16T18:36:38.014589755Z,01JHR5ZR1EWB0FEBRBWXAZNXAR,2025-01-16T18:36:38.014589755Z,01JHR5ZTQBENXZWN9PV9VQTSPY,2025-01-16T18:36:38.014589755Z,,
01JHR98MBTVPC3D1NZ18XVXE9E,01JHR5QZZCQ3XD1GRXSEKM28YA,2025-01-16T19:25:55.962715181Z,01JHR5R01G0KPZNMZRCQ3WT90N,2025-01-16T19:25:55.962715181Z,01JHR77X5JAF1HERK02F13SC28,2025-01-16T19:25:55.962715181Z,01JHR82SKBEEXZNVYTRYXRK7QP,2025-01-16T19:25:55.962715181Z,01JHR82ZMKJKHDV3KTN36TB8DT,2025-01-16T19:25:55.962715181Z,true,2025-01-16T19:26:27.110031701Z
01JHR5QFZA0351296MFG8MYEAG,01JHR431HPBAKRAVRE1TM3TDJ8,2025-01-16T18:24:08.682089941Z,01JHR431HXNZDY0T9MGPCJ1R8D,2025-01-16T18:24:08.682089941Z,01JHR4QWR393J2BGDAP5HEDH8B,2025-01-16T18:24:08.682089941Z,01JHR5MPMTCWBASV37Y6B1TC67,2025-01-16T18:24:08.682089941Z,01JHR5MQE3VMQ3XFV3VKRQYEAT,2025-01-16T18:24:08.682089941Z,,
01JHR8S43SX66BT683NYJYFRZY,01JHR5QZZCQ3XD1GRXSEKM28YA,2025-01-16T19:17:27.801739468Z,01JHR5R01G0KPZNMZRCQ3WT90N,2025-01-16T19:17:27.801739468Z,01JHR77X5JAF1HERK02F13SC28,2025-01-16T19:17:27.801739468Z,01JHR82S2396BFCMPRSNFCGC6M,2025-01-16T19:17:27.801739468Z,01JHR82XJ7RD9QQN189TXVHQA7,2025-01-16T19:17:27.801739468Z,,
01JHR5GHAK80HKY5AW07CRM52D,01JHR4310K67C573H1YN28HCX5,2025-01-16T18:20:20.69112367Z,01JHR4310TYR4EC380PNETERVQ,2025-01-16T18:20:20.69112367Z,01JHR4ZXYBXVNA86EKXGW2TQ0N,2025-01-16T18:20:20.69112367Z,01JHR5G2H8M3WWYBM6RWZ3KFWK,2025-01-16T18:20:20.69112367Z,01JHR5G34BWABA5GDE4QEYZAQ4,2025-01-16T18:20:20.69112367Z,,
01JHR62HWBJ58TZ69V6N1ZY8K2,01JHR4319FDM5F382CT507NMQQ,2025-01-16T18:30:11.08309753Z,01JHR4319P5FKEPZASK9GBP3RC,2025-01-16T18:30:11.08309753Z,01JHR5DCH6ZBHK8ZR15V3WNEEJ,2025-01-16T18:30:11.08309753Z,01JHR5HJE39RT6Q0VR2DCCP5DY,2025-01-16T18:30:11.08309753Z,01JHR5HKEMEG79S48P8S80XQH3,2025-01-16T18:30:11.08309753Z,true,2025-01-16T18:30:43.278409598Z
01JHR6JXWX30HP7Q9GDJPNFWTJ,01JHR43HDVRFBAVMT3NAFE40TW,2025-01-16T18:39:07.677368383Z,01JHR43HE3FBS8DAZWTFH5C4KX,2025-01-16T18:39:07.677368383Z,01JHR5TX1DRMSB7168BRBBAHBQ,2025-01-16T18:39:07.677368383Z,01JHR63QN8P1MJB8TBQNARNPWX,2025-01-16T18:39:07.677368383Z,01JHR63T74A15HXDW2FTSV9J4Z,2025-01-16T18:39:07.677368383Z,true,2025-01-16T18:40:06.971304851Z
01JHR8B0ZDCPHKW9VXRJN6RRJ6,01JHR4323PCPZRFE1NHW29AEMP,2025-01-16T19:09:45.837040194Z,01JHR4323Y4DCEJMDAQ67ENPQT,2025-01-16T19:09:45.837040194Z,01JHR4QBYHWQSKKMHBK0M0RQ7A,2025-01-16T19:09:45.837040194Z,01JHR5T5JSZHR35549Z9J30R8F,2025-01-16T19:09:45.837040194Z,01JHR5TAH6TA3EP83VFFDW105M,2025-01-16T19:09:45.837040194Z,true,2025-01-16T19:10:10.029356161Z
01JHR6EKNHTH9TAA3AM5C9GY7N,01JHR42ZMY4V1MQDTG879V1A5E,2025-01-16T18:36:46.129976872Z,01JHR42ZN6K3AHQ2FK7EMJTDCS,2025-01-16T18:36:46.129976872Z,01JHR5098NACZZKVP8CNSZ3JWW,2025-01-16T18:36:46.129976872Z,01JHR544JV262MNCBD58B8ZZW5,2025-01-16T18:36:46.129976872Z,01JHR5459AWTVBP3B83F4P4Y6M,2025-01-16T18:36:46.129976872Z,true,2025-01-16T18:37:12.541283045Z
01JHR6PCCNR25MMWN2DPXKR6HM,01JHR431HPBAKRAVRE1TM3TDJ8,2025-01-16T18:41:00.821572922Z,01JHR431HXNZDY0T9MGPCJ1R8D,2025-01-16T18:41:00.821572922Z,01JHR4QWR393J2BGDAP5HEDH8B,2025-01-16T18:41:00.821572922Z,01JHR5MPW4XYF7WQCW5ZEJZSXQ,2025-01-16T18:41:00.821572922Z,01JHR5MRCW2HF18F07BT62BVM3,2025-01-16T18:41:00.821572922Z,true,2025-01-16T18:41:48.415485907Z
