playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JJW68G86PJQGPB24GDZESR63,5f86f9070fdd0c0761456b21,0,TRUE,01JJW4HWKSPG0D54BJW0R5WXKM,22,Male,I tried to describe from the top or bottom down,Partner did not respond,I was looking forward to playing but partner was not responsive,high-school,NA
01JJW869VWKH7T0XE8TS1AZ2NF,55cd5ed834e90600108d1f13,1.89,TRUE,01JJW4J3EFBYWHVY9VFKX4HKG2,43,M,came up with our language to describe,it was lots of fun shrinking down our own code,,bachelor,NA
01JJW94G771XTNYTC0KB7KSHCM,66fd75a114eba53c2f24a190,0,TRUE,01JJW83DM0A1Z1XX19FJ0E4AJ8,56,Male,Trying to describe in a very simple way the mot obvious traits of the shape,"No, they didn't respond, I was really looking forward to the attempt  :-(",would have like to have been rematched with another player,high-school,NA
01JJW96K30SNVQB5V7FZF47AWE,5ae9cde00335e200019e9eed,1.83,TRUE,01JJW83FDKXBRWC87R3PWR70R0,28,Female,Describe the most obvious thing,Yes,Wouldn't let me click at one point ,bachelor,NA
01JJW6RQFA61JK9XC98JDTF961,672a6c5c85d7815827cc8794,1.89,TRUE,01JJW4J02H9B30Z4FKSHWXN1J2,19,female,the bottom of the shapes each ad a identifying shape,they were awesome we got in a grove,,high-school,NA
01JJW6Y62P30XQJD8MPXF6Z6KY,66e0c0a1fab28ce6352ae19c,1.86,TRUE,01JJW4J0J7RW081J9JBNVFD10Q,68,Male,We both found common names to call items. After that it was a breeze,Yes very much. We were exchanging encouragement,Went great. Thank you for the opportunity,high-school,NA
01JJW7HEM9RC43M2QNZ1HDZ1Z7,5eaa956e7df877012afbff38,1.83,TRUE,01JJW4J2Z6QE05R8Y9G5R561BM,32,Female,describe what they look like for e.g. arcade claw and keep to the same phrase,i enjoyed my partner as they were quick and able to recognise my instruction,there was random noises every now and again .. offputting!,high-school,NA
01JJW86XPRKCWXQ9P24RGMMR1Q,6103adf779d6468e50941433,1.89,TRUE,01JJW4J3EFBYWHVY9VFKX4HKG2,27,Male,Describe the part that is most distinguishable from the other ones.,"I did, they matched my energy!","Lag and frozen a couple of times, but otherwise it was good.",high-school,NA
01JJW5VXRXD70TXXSER4JMA2GC,5efb3a0a35685a063b0c0174,1.92,TRUE,01JJW4HV8R62YR2ZZ6C6BMQPXA,30,Female,Good exercise and used letters/objects to describe the pictures,"Yes, because we clicked instantly and knew what the other person was saying",,high-school,NA
01JJW65G1X45N8951BCAEJKEMT,6718b506c509178a825f5069,1.77,TRUE,01JJW4HZ1MWJMS1H4ZCDER21A2,29,Female,Smart,Yes. We understood our strategy with too much conversation,None,master,NA
01JJW672G1G28MV42C0Q9M7N54,6668082a8ead616ec1d2c825,1.92,TRUE,01JJW4HV8R62YR2ZZ6C6BMQPXA,33,FEMALE,We came up with descriptions and stuck with them.,Yes - it was fun to see if we could describe it correctly.,No problems.,bachelor,NA
01JJW6ADG3MYACCJRYGEHW7RK0,6729578b15d6c664eed51bad,1.77,TRUE,01JJW4HZ1MWJMS1H4ZCDER21A2,28,Female,We worked out the one shape that was recognisable in each shape,Yes but it became repetitive / easy,,bachelor,NA
01JJW98948Q4TSDM0F7HEAPGYG,5eb29fdddac67500082c1089,1.86,TRUE,01JJW83G3YGJNWV5ZXFKW4QCFC,49,male,using the most obvious elements to describe the picture,"yes I did, we quickly established an understanding.","no problems, enjoyed it.",high-school,NA
01JJW9XZW9VSARV6R1FHP2M4T8,5e356b29d87fbf512a4cd090,NA,TRUE,01JJW83J7VA2485T8MHS7WFYBB,NA,NA,NA,NA,NA,NA,nogame
