id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JJDERH5ARK4XQY7F0MWYVEQD,01JJDD6B586S625RE07GG74QGT,2025-01-25T00:46:02.92215087Z,01JJDD6B5DAR9W30S14WJF0QP2,2025-01-25T00:46:02.92215087Z,01JJDDD0J067JZ7EN5VC2NCXQQ,2025-01-25T00:46:02.92215087Z,01JJDDKYH1WT58T4604D95G7BR,2025-01-25T00:46:02.92215087Z,01JJDDKYTN6Q0YEB3ZQKWKMYE0,2025-01-25T00:46:02.92215087Z,true,2025-01-25T00:46:42.069265033Z
01JJDFCP7MD0J7HNVDNYG59P55,01JJDD6EB1C05755V9AGF5FHA2,2025-01-25T00:57:03.476634118Z,01JJDD6EB73JK1E6C9J3PP0WM4,2025-01-25T00:57:03.476634118Z,01JJDDNWXZJNE9Z803BH2Y2V2V,2025-01-25T00:57:03.476634118Z,01JJDE67YDPB898ZHD9CTP4CTZ,2025-01-25T00:57:03.476634118Z,01JJDE68ZYRG0ZEG8H54RJ3DWS,2025-01-25T00:57:03.476634118Z,true,2025-01-25T00:57:34.775234091Z
01JJDN243Z3W34ZHFCVMB2D37S,01JJDM7GTT519TKKRE9N1HTFRM,2025-01-25T02:36:08.703450401Z,01JJDM7GWNXX1ZTS3DTTVBRVED,2025-01-25T02:36:08.703450401Z,01JJDMC4KNBV9PBDZB732JR1F8,2025-01-25T02:36:08.703450401Z,01JJDMZ5YGXVTDVQ2HD7R7BJS0,2025-01-25T02:36:08.703450401Z,01JJDMZ805YGM66QGKDTGDNE07,2025-01-25T02:36:08.703450401Z,true,2025-01-25T02:36:26.007508305Z
01JJDEHP2Q5Y8CWBMDS29EXPC6,01JJDD6C20958SRT7DHSMXED50,2025-01-25T00:42:18.583530628Z,01JJDD6C25FJQTG632QE76BE5T,2025-01-25T00:42:18.583530628Z,01JJDDFMRRAX70BHR2E54R8WW4,2025-01-25T00:42:18.583530628Z,01JJDDRFTB5C03058K47W05JVP,2025-01-25T00:42:18.583530628Z,01JJDDRG2PD9P3FZDS0YJVS0Z3,2025-01-25T00:42:18.583530628Z,,
01JJDEJXRCHWQ9HJDKPYVSBET7,01JJDD69PJ3QHZY1X7GGXJEYVQ,2025-01-25T00:42:59.212608128Z,01JJDD69PT2V6AVP7B1EMTT4MC,2025-01-25T00:42:59.212608128Z,01JJDDF073M1Z3E8G5EJKDTADW,2025-01-25T00:42:59.212608128Z,01JJDDJFDZTPF10VZMYMKMJK8P,2025-01-25T00:42:59.212608128Z,01JJDDJFVND5JNG87EJXMWM6D3,2025-01-25T00:42:59.212608128Z,,
01JJDF35H48SHT9XE6FFZTMVKG,01JJDD6DA1JZEBG7TJYT18F1J4,2025-01-25T00:51:51.460920627Z,01JJDD6DA6DRJ45K7S84JWH4VX,2025-01-25T00:51:51.460920627Z,01JJDDE2HS6GNMBHWDW65SJGFX,2025-01-25T00:51:51.460920627Z,01JJDDWRHMFC0DS1DTV74K0W9H,2025-01-25T00:51:51.460920627Z,01JJDDWSCMM135Y14Q4V9PF9KY,2025-01-25T00:51:51.460920627Z,true,2025-01-25T00:52:41.854042018Z
01JJDF8TXV8H8SCS6S5NDBYZ76,01JJDD6DA1JZEBG7TJYT18F1J4,2025-01-25T00:54:57.211842668Z,01JJDD6DA6DRJ45K7S84JWH4VX,2025-01-25T00:54:57.211842668Z,01JJDDE2HS6GNMBHWDW65SJGFX,2025-01-25T00:54:57.211842668Z,01JJDDWRHEKV8TPVF52QYN4137,2025-01-25T00:54:57.211842668Z,01JJDDWSG1ZKP8GVKW3A9EXAA1,2025-01-25T00:54:57.211842668Z,,
01JJDFDR3N5KYDHPVZHHGAMPMM,01JJDD6EB1C05755V9AGF5FHA2,2025-01-25T00:57:38.165101535Z,01JJDD6EB73JK1E6C9J3PP0WM4,2025-01-25T00:57:38.165101535Z,01JJDDPK870599CRC4Z8Z14J2D,2025-01-25T00:57:38.165101535Z,01JJDE67Z75P9T6MWCYACB9K36,2025-01-25T00:57:38.165101535Z,01JJDE690SDGNK1R64YXTAYN2R,2025-01-25T00:57:38.165101535Z,true,2025-01-25T00:58:34.049163876Z
01JJDFQ20Z9N3SJKHW0YR0R3ET,01JJDD6B586S625RE07GG74QGT,2025-01-25T01:02:43.23187658Z,01JJDD6B5DAR9W30S14WJF0QP2,2025-01-25T01:02:43.23187658Z,01JJDDD0J067JZ7EN5VC2NCXQQ,2025-01-25T01:02:43.23187658Z,01JJDDKYJ40YFSPK2DMTGAYYTY,2025-01-25T01:02:43.23187658Z,01JJDDKZ4SBW5REGYY4V8NYSZJ,2025-01-25T01:02:43.23187658Z,true,2025-01-25T01:03:09.708140491Z
01JJDP442JYDZ0HV914S30J2D9,01JJDM7DR6R4A68S9NA82MAJM8,2025-01-25T02:54:42.770225763Z,01JJDM7DTFPQR6VA2ZS3KH7NM0,2025-01-25T02:54:42.770225763Z,01JJDM9J159B47G80DMMB3DT6H,2025-01-25T02:54:42.770225763Z,01JJDMGWVP2MKY77Q2H4RAV3Z8,2025-01-25T02:54:42.770225763Z,01JJDMH1ERS9C4AK8S0PZK38XB,2025-01-25T02:54:42.770225763Z,,
01JJDDNPHXZSYYWF9PF0P460RE,01JJDD6BJYDBHGTTC4RMRDT84Y,2025-01-25T00:27:01.565816521Z,01JJDD6BK3MPWV9EBBF5E6GQ02,2025-01-25T00:27:01.565816521Z,01JJDDE4ZND03AQFFRZW637M4F,2025-01-25T00:27:01.565816521Z,01JJDDM5EDRF2ZVE8W8Y88CYYG,2025-01-25T00:27:01.565816521Z,01JJDDM5HWH6B3VZVWMP7MZBET,2025-01-25T00:27:01.565816521Z,true,2025-01-25T00:27:34.385444155Z
01JJDET68C8P2STSNBZC06NYBH,01JJDD6E16905VQXMERBDWH8TS,2025-01-25T00:46:57.292655143Z,01JJDD6E1B6XNQS5X4TJFN8E9M,2025-01-25T00:46:57.292655143Z,01JJDDS2XTM0Z55HAKGM5NQ1E3,2025-01-25T00:46:57.292655143Z,01JJDE5XVTFMJ5KVKBQJWR8K7B,2025-01-25T00:46:57.292655143Z,01JJDE5YK1H717CVD333GNWAME,2025-01-25T00:46:57.292655143Z,true,2025-01-25T00:47:38.973252976Z
