playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHGSH1BYY0TTB3RGYWEX2GGC,5ea619579a497562c9c5b34d,0,NA,01JHGQX81YJ4MZ3JJSEN7NZSQX,NA,NA,NA,NA,NA,NA,NA
01JHGRD9A04SC030V5HKF8PNEX,678521f9a6c7d57acb641447,0,NA,01JHGQX81Z6KPFMVSC3HJRD439,NA,NA,NA,NA,NA,NA,NA
01JHGRY3KVAJK25B8S9D5YDXAY,629f470832dba055c9d39800,1.56,TRUE,01JHGQVWDREYN4BVY7A3CP5FHS,21,Male,Just describe the shape as best as possible and clearly,"I did, they were easy to understand and communicate with",No problems,high-school,NA
01JHGRQE2X2C2AEE8JMJA48QCK,5f46c8088b2fcb08987eaf32,0,TRUE,01JHGQVXARMSWF756WHCZWG356,NA,NA,NA,NA,NA,NA,nogame
01JHGSJG1T1YX1A6PQD89H3C7Q,5e8eea7d2ee237000aef1557,1.71,TRUE,01JHGQVXASW01YS6M6CBX4FVQM,29,female,simple instructions,"it was a bit boring, but overall simple to follow",n/a,other,NA
01JHGRAEJBWMGACHVADEY1HRTF,67487774795dad45665fb5bb,1.65,TRUE,01JHGQVDGZ48HW2VW1637Q3DZK,26,female,create names for different sets of shapes,yes they were very friendly and we worked well together,quite a few times it said incorrect and no fee was added even though it flashed with the correct shape,bachelor,NA
01JHGRJY909TYGDYG0X9BJ4PV7,5422cca4fdf99b328c91b21b,1.89,TRUE,01JHGQVWDS43X19PWRE1J1VGA5,40,F,"Short, sharp answers as soon as my partner understood","Yes, but would have been good to be able to chat afterwards just for a minute or so.",,bachelor,NA
01JHGRGDBKMS66ACHXP9AW3BKZ,6783d560178374bcba08ff3f,0,NA,01JHGQVXASW01YS6M6CRG3P3C2,NA,NA,NA,NA,NA,NA,NA
01JHGRW340CN19281NYN5TY9RY,63f93b47bb0c1a1aca131480,0.72,TRUE,01JHGQX81YJ4MZ3JJSE5D56PMA,54,male,slow,they didn'tplay some rounds so no,slow,,NA
01JHGRBES2XQKRWKJNS3MYNAV1,67816197ba611c1962b8d6b0,1.62,TRUE,01JHGQVWDREYN4BVY7AFGM037X,26,Male,Mastering the consistent shapes or structures,Yes. The game was interactive and relied on communication and descriptive skills,"It is a nice game and i enjoyed it.
initially it was hard to describe the pantagrams but we came into terms and it became enjoyable",bachelor,NA
01JHGRCRTY69KW0K7T5EHY6FJ0,653e69acd1d1340f02fa4cbc,1.62,TRUE,01JHGQVWDREYN4BVY7AFGM037X,24,Male,We developed names of different reoccurring shape patterns and referred back to them when needed.,For the most part I did because they were at least somewhat competent. That's all i could ask for.,None.,bachelor,NA
01JHGRAF7RPACZVXXSZNR1WRCJ,5f5bc19ba5d80834f37bc4af,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JHGRBG9X04F727X1QMN6T5Z6,56b10faa6399f90011da710d,1.86,TRUE,01JHGQVF24CHBP5GQEXTY35N32,36,female,tried to discribe simply,"yes , it was fun",none thanks,high-school,NA
01JHGSMC1RVXFKFPA9J2RR0S3V,6679b005ec30bc6bcf442fed,NA,NA,01JHGSNVJ3D1JQ5W0VQZMRQEB5,NA,NA,NA,NA,NA,NA,NA
01JHGSNFP6C7508XTP5B0DBRGK,664dfbf4a8188185b87483af,1.71,TRUE,01JHGQVXASW01YS6M6CBX4FVQM,34,female,i tried to find easy shapes to describe,yes i did it was very interesting,,high-school,NA
01JHGR92YS54H0B17RFNDA7K04,6689c0517b434cf8f3558044,1.74,TRUE,01JHGQVDGX8VXAFZAWH5S0WFE0,28,Female,Tried to describe images with one distinct difference in it and repeat using the description,Yes this was actually quite fun,No complaints,other,NA
01JHGR9GHCH75BJ3D5P0SXXJQH,6658c0ba506a8a9c5f1e508b,1.86,TRUE,01JHGQVDH0REA979DH3W5VG17Y,20,female,working together short phrases ,"YES, they were quick",none,bachelor,NA
01JHGR7V6D3GAHYH19ZXJQHNZ3,67788d56b0649738394f5b8b,1.8,TRUE,01JHGQVF2579X401G7WWGMAS3T,26,Male,Establishing familiar phrases for similar shapes,"Yes, it was a lot of fun anonymously syncing up to achieve the goal",,high-school,NA
01JHGR8S90ZFSXRPYZSS9J4ZVF,6779504d03a1197adaaa3941,NA,NA,01JHGSNVJ3D1JQ5W0VQZMRQEB5,NA,NA,NA,NA,NA,NA,NA
01JHGRJGMT5SSR7WVG3W7160ZF,6661b368a58b43154e1c7560,1.89,TRUE,01JHGQVWDS43X19PWRE1J1VGA5,58,female,"all 4 bottoms were different, one word for each",we established a system quickly,nothing,bachelor,NA
01JHGRS1KH5TCT9F3C0GZK2NQK,677d2731542a5f017e6e2397,0,NA,01JHGQVXASW01YS6M6CRG3P3C2,NA,NA,NA,NA,NA,NA,NA
01JHGRAJWN78RKE8Y9PVNJ6YY8,61253bdc0955b0e23c4e523e,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JHGRC5CN56YFJSJBE3VVNMZK,66b3ae98942b4b0487d503c1,1.83,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,29,Female,describing with as little words as possible,sure they seemed nice,no issues to report,high-school,NA
01JHGRCJAMMR10PYDM9KGR808M,5ecdccc7967c2c15a39aa395,1.83,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,30,Female,Once I got the hang of looking for simple items/letters to describe parts of the shape it became easy,It was really fun playing and looking at the different shape possibilities ,,bachelor,NA
01JHGRKQA3FJWRJG2K9QARM7QT,6661d17b462ab78340566b20,NA,TRUE,01JHGSNVJ3D1JQ5W0VQZMRQEB5,NA,NA,NA,NA,NA,NA,nogame
01JHGSJ2EYPTXQG8AY879PEDWX,664a4e8fb8a92bf4b389e8fd,NA,TRUE,01JHGSNVJ3D1JQ5W0VQZMRQEB5,NA,NA,NA,NA,NA,NA,nogame
01JHGRA1XFXF8QMAP5C40AZ1SG,6655e27430b9aea9b127d976,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JHGRAAXAPN51451TQ0GJB18V,5ece9e3b3a19db0cf5af6692,1.86,TRUE,01JHGQVF24CHBP5GQEXTY35N32,42,male,describe common shapes. Like house or diamond. Mention symmetrical shape.,I enjoyed it.. Felt like a team effort. Was enjoying how creative people were being with descriptions.,didnt seem to respond on initial clicks at first when selecting shape. Like lag.,high-school,NA
01JHGR9NTKB8KR5E8HM8ZM0YB4,5d9943563cc967001452334a,1.8,TRUE,01JHGQVF2579X401G7WWGMAS3T,19,Male,Find the most distinctive factor of the image and/or a familiar silhouette ,Yes! It was fun and my partner seemed cool :),,high-school,NA
01JHGRAGAMFE27FWY8A0BNJ43S,5fd89ebca76f0e0008c466a7,1.86,TRUE,01JHGQVDH0REA979DH3W5VG17Y,31,Female,Making sure I was using the same descriptive language as my partner to ensure we were both as in sync as possible,"Yes I did enjoy it, we worked well together",Some lag inbetween trials,high-school,NA
01JHGRKBRWY4H7G639EZNEJVRF,653ae856dc7a86e14632f667,0,TRUE,01JHGQX81Z6KPFMVSC3HJRD439,NA,NA,NA,NA,NA,NA,nogame
01JHGRVE7YDPNDK8BJSE2TYF8C,677e3435b16ff7572b1934d2,0.72,TRUE,01JHGQX81YJ4MZ3JJSE5D56PMA,29,female,i rely on my brain,yes,,master,NA
01JHGRYSV24EGTD0W762K2KXW6,5ce1d069f71e090016ae4a57,1.56,TRUE,01JHGQVWDREYN4BVY7A3CP5FHS,46,Female,Explaining the shape short but sweet,Yes enjoyed the explanation and experience ,None ,high-school,NA
01JHGRZ74V497SQXPW8J70FHGH,6576b747aec8c6cba6ef5419,0,TRUE,01JHGQVXARMSWF756WHCZWG356,25,Male,Focus on specific aspects.,"No, partner not responding ",Partner wasn't typing,bachelor,NA
01JHGR7YZXTXSHMR2AQ8E4WXFG,628775652a4a95dff424b930,1.74,TRUE,01JHGQVDGX8VXAFZAWH5S0WFE0,38,Male,to use shapes to describe their positions,yes it was fun,,high-school,NA
