id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JH951N10VVD5MK1NPYAR1TQE,01JH948RP55QQWFTTDRTXFFA02,2025-01-10T22:23:36.481948562Z,3,2025-01-10T22:23:36.481948562Z,true,2025-01-10T22:26:41.99925562Z,01JH948RPDHFAEEN4VF0CFS1SZ,2025-01-10T22:23:36.481948562Z,1,2025-01-10T22:23:36.481948562Z,true,2025-01-10T22:26:38.983983514Z,feedback,2025-01-10T22:23:36.481948562Z,01JH951MTXT9TY7CS2FCEP2YSX,2025-01-10T22:23:36.481948562Z,true,2025-01-10T22:26:38.963248679Z,true,2025-01-10T22:26:38.997252341Z,01JH951N0W5WA73X93CD31EEFC,2025-01-10T22:23:36.481948562Z
01JH951N1DR9XAQSS04F35K9R3,01JH948RP55QQWFTTDRTXFFA02,2025-01-10T22:23:36.493729989Z,60,2025-01-10T22:23:36.493729989Z,true,2025-01-10T22:27:41.609763944Z,01JH948RPDHFAEEN4VF0CFS1SZ,2025-01-10T22:23:36.493729989Z,0,2025-01-10T22:23:36.493729989Z,true,2025-01-10T22:26:42.077396382Z,selection,2025-01-10T22:23:36.493729989Z,01JH951MTDPVHHQCSCEZ8BAPB2,2025-01-10T22:23:36.493729989Z,true,2025-01-10T22:26:42.059031455Z,true,2025-01-10T22:26:42.088916899Z,01JH951N1AH9P811C1RC4P34W6,2025-01-10T22:23:36.493729989Z
01JH95QFBXCRXG4JM21PTGMWC5,01JH948J26GWGZAN81E342HDFF,2025-01-10T22:35:31.581357251Z,60,2025-01-10T22:35:31.581357251Z,false,2025-01-10T22:35:31.581357251Z,01JH948J2PSSRQGFZK293TEAX3,2025-01-10T22:35:31.581357251Z,0,2025-01-10T22:35:31.581357251Z,,,selection,2025-01-10T22:35:31.581357251Z,01JH95QDJP2HWR4AMMV4ZM54X3,2025-01-10T22:35:31.581357251Z,false,2025-01-10T22:35:31.581357251Z,,,01JH95QFBS75C2E8YKA30T9EV8,2025-01-10T22:35:31.581357251Z
01JH96108PJS1JVZ61PZSXM41Z,01JH948TS8BC83X9H3ZBM18S0R,2025-01-10T22:40:43.798493301Z,60,2025-01-10T22:40:43.798493301Z,false,2025-01-10T22:40:43.798493301Z,01JH948TSF7DSSS6ARG6XY4Q51,2025-01-10T22:40:43.798493301Z,0,2025-01-10T22:40:43.798493301Z,,,selection,2025-01-10T22:40:43.798493301Z,01JH960XNFG9P8D0Q27K9VV1YP,2025-01-10T22:40:43.798493301Z,false,2025-01-10T22:40:43.798493301Z,,,01JH96108GR1R0ZJMA9YG14N8B,2025-01-10T22:40:43.798493301Z
01JH9610ETZT3ZFZ6WX8S2WF9M,01JH948TS8BC83X9H3ZBM18S0R,2025-01-10T22:40:43.994679034Z,3,2025-01-10T22:40:43.994679034Z,false,2025-01-10T22:40:43.994679034Z,01JH948TSF7DSSS6ARG6XY4Q51,2025-01-10T22:40:43.994679034Z,1,2025-01-10T22:40:43.994679034Z,,,feedback,2025-01-10T22:40:43.994679034Z,01JH960XKZEFDD6SN30Y7QAC8Z,2025-01-10T22:40:43.994679034Z,false,2025-01-10T22:40:43.994679034Z,,,01JH9610EFJ1BXRTSBZDPZYRG1,2025-01-10T22:40:43.994679034Z
01JH96V2X32Q0NHTWTYGHG56QA,01JH96MYW0JR15ABDN2YVGEPZC,2025-01-10T22:54:58.467632306Z,60,2025-01-10T22:54:58.467632306Z,true,2025-01-10T23:18:05.151035858Z,01JH96MYY1CJ8YDJYFJW1HTGS5,2025-01-10T22:54:58.467632306Z,0,2025-01-10T22:54:58.467632306Z,true,2025-01-10T23:17:50.096589446Z,selection,2025-01-10T22:54:58.467632306Z,01JH96TZ43DRM2XRWDDQ8DACYH,2025-01-10T22:54:58.467632306Z,true,2025-01-10T23:17:50.008872682Z,true,2025-01-10T23:17:50.151475957Z,01JH96V2WX5NZWTK6XQVSPB8KM,2025-01-10T22:54:58.467632306Z
01JH95QQ0EESFJY4DK0FE8N6RA,01JH948MR41AB66SKN3CTMYMPG,2025-01-10T22:35:39.406696494Z,3,2025-01-10T22:35:39.406696494Z,false,2025-01-10T22:35:39.406696494Z,01JH948MRFR5E05CZ7TCHNPZB7,2025-01-10T22:35:39.406696494Z,1,2025-01-10T22:35:39.406696494Z,,,feedback,2025-01-10T22:35:39.406696494Z,01JH95QP09M7J8HKR75R2N2WR8,2025-01-10T22:35:39.406696494Z,false,2025-01-10T22:35:39.406696494Z,,,01JH95QQ07RBW0QV4WX96BEMHS,2025-01-10T22:35:39.406696494Z
01JH96GA0DFCHXEBCWFW8RCZZW,01JH96B8JPGZ4X7BGJKEXQN0VC,2025-01-10T22:49:05.293828205Z,3,2025-01-10T22:49:05.293828205Z,true,2025-01-10T23:16:45.024098749Z,01JH96B8M7TJTC9TS95PVK81Q7,2025-01-10T22:49:05.293828205Z,1,2025-01-10T22:49:05.293828205Z,true,2025-01-10T23:16:41.938258128Z,feedback,2025-01-10T22:49:05.293828205Z,01JH96G7ME6884AP5E0TBYSDV4,2025-01-10T22:49:05.293828205Z,true,2025-01-10T23:16:41.859786077Z,true,2025-01-10T23:16:41.994170495Z,01JH96G9ZWP6KHHFBZ8GDRCTT7,2025-01-10T22:49:05.293828205Z
01JH96V1R36FWFJP111494TNGK,01JH96MYW0JR15ABDN2YVGEPZC,2025-01-10T22:54:57.283789105Z,3,2025-01-10T22:54:57.283789105Z,true,2025-01-10T23:11:04.426675783Z,01JH96MYY1CJ8YDJYFJW1HTGS5,2025-01-10T22:54:57.283789105Z,1,2025-01-10T22:54:57.283789105Z,true,2025-01-10T23:11:01.319351903Z,feedback,2025-01-10T22:54:57.283789105Z,01JH96TZDMPE6EGZDQ8XK090Y2,2025-01-10T22:54:57.283789105Z,true,2025-01-10T23:11:01.236242996Z,true,2025-01-10T23:11:01.386133324Z,01JH96V1QGABSF2KJP31VJ0FQM,2025-01-10T22:54:57.283789105Z
01JH96V35FJTN97PGY8EXVDRAN,01JH96MYW0JR15ABDN2YVGEPZC,2025-01-10T22:54:58.735790974Z,3,2025-01-10T22:54:58.735790974Z,true,2025-01-10T23:20:15.437483309Z,01JH96MYY1CJ8YDJYFJW1HTGS5,2025-01-10T22:54:58.735790974Z,1,2025-01-10T22:54:58.735790974Z,true,2025-01-10T23:20:12.345558277Z,feedback,2025-01-10T22:54:58.735790974Z,01JH96TYXPVB8684N8KN7Y0FFB,2025-01-10T22:54:58.735790974Z,true,2025-01-10T23:20:12.259790305Z,true,2025-01-10T23:20:12.396835563Z,01JH96V34WW00NCSC2X3AXKMH1,2025-01-10T22:54:58.735790974Z
01JH96V3RQY39PFJB7NCSAR9N6,01JH96MYW0JR15ABDN2YVGEPZC,2025-01-10T22:54:59.351484932Z,3,2025-01-10T22:54:59.351484932Z,true,2025-01-10T23:24:32.258137783Z,01JH96MYY1CJ8YDJYFJW1HTGS5,2025-01-10T22:54:59.351484932Z,1,2025-01-10T22:54:59.351484932Z,true,2025-01-10T23:24:29.102110303Z,feedback,2025-01-10T22:54:59.351484932Z,01JH96TZQ0XCPJDVMMFG4F0E5V,2025-01-10T22:54:59.351484932Z,true,2025-01-10T23:24:29.016053215Z,true,2025-01-10T23:24:29.216975175Z,01JH96V3R2620263V8BM2GJXKZ,2025-01-10T22:54:59.351484932Z
01JH94SS53PS2YBGTDV1BZN2HF,01JH948QF555RZDJAY7VWT5SNP,2025-01-10T22:19:18.563305562Z,60,2025-01-10T22:19:18.563305562Z,true,2025-01-10T22:37:37.134310464Z,01JH948QFE9AZ834M8MQ1VNDA4,2025-01-10T22:19:18.563305562Z,0,2025-01-10T22:19:18.563305562Z,true,2025-01-10T22:37:25.651364733Z,selection,2025-01-10T22:19:18.563305562Z,01JH94SRNC2HN2JWJ6JQXH6K36,2025-01-10T22:19:18.563305562Z,true,2025-01-10T22:37:25.604893436Z,true,2025-01-10T22:37:25.673374122Z,01JH94SS50Y1VHXPY8KHJVHRYR,2025-01-10T22:19:18.563305562Z
01JH95QEC627CQQ8YKDQX33XNX,01JH948J26GWGZAN81E342HDFF,2025-01-10T22:35:30.567101251Z,3,2025-01-10T22:35:30.567101251Z,false,2025-01-10T22:35:30.567101251Z,01JH948J2PSSRQGFZK293TEAX3,2025-01-10T22:35:30.567101251Z,1,2025-01-10T22:35:30.567101251Z,,,feedback,2025-01-10T22:35:30.567101251Z,01JH95QDRQ8QRXB2DP1APCNHWM,2025-01-10T22:35:30.567101251Z,false,2025-01-10T22:35:30.567101251Z,,,01JH95QEBY7M5WY53B6617Q2SS,2025-01-10T22:35:30.567101251Z
01JH960YH40S4GWJ6ESX8TVD8N,01JH948TS8BC83X9H3ZBM18S0R,2025-01-10T22:40:42.020238937Z,60,2025-01-10T22:40:42.020238937Z,false,2025-01-10T22:40:42.020238937Z,01JH948TSF7DSSS6ARG6XY4Q51,2025-01-10T22:40:42.020238937Z,0,2025-01-10T22:40:42.020238937Z,,,selection,2025-01-10T22:40:42.020238937Z,01JH960Y1H64KRD9JC14PDS6PV,2025-01-10T22:40:42.020238937Z,false,2025-01-10T22:40:42.020238937Z,,,01JH960YGZ388Y06XQBWB94JCC,2025-01-10T22:40:42.020238937Z
