id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JJW7SKHREH8SHV17BNMRDNG3,01JJW4J02CJ8DVT5AZ8D57YB9H,2025-01-30T18:32:54.584253281Z,01JJW4J02H9B30Z4FKSHWXN1J2,2025-01-30T18:32:54.584253281Z,01JJW6RQFA61JK9XC98JDTF961,2025-01-30T18:32:54.584253281Z,01JJW6WYYVT73NQZSGWXRM8R8T,2025-01-30T18:32:54.584253281Z,01JJW6WZPY0D127M0JQ3ARD6ZQ,2025-01-30T18:32:54.584253281Z,true,2025-01-30T18:33:01.298731111Z
01JJW83P0TQSHREG3EKW4F6541,01JJW4J0TBTFKZ79G943FVA4YQ,2025-01-30T18:38:24.794152989Z,01JJW4J0TFXG3JNWN8MEDGAHNZ,2025-01-30T18:38:24.794152989Z,01JJW73CCZ9EMCKESTJYJFPE40,2025-01-30T18:38:24.794152989Z,01JJW7ECV8J08377MCSFR6YBJD,2025-01-30T18:38:24.794152989Z,01JJW7EDVGX1FA4SXGV5HFPY74,2025-01-30T18:38:24.794152989Z,,
01JJW8KFBAXW4ZXPQ0Y66DC0W4,01JJW4J2Z0Y06Y82F7PDE0Y88Y,2025-01-30T18:47:02.25038576Z,01JJW4J2Z6QE05R8Y9G5R561BM,2025-01-30T18:47:02.25038576Z,01JJW7G09K2M3VKE83K48RZ3NT,2025-01-30T18:47:02.25038576Z,01JJW7RDBVMNVWWV0NWK9JJ9EC,2025-01-30T18:47:02.25038576Z,01JJW7RETDTWWTARTK1JDVFN33,2025-01-30T18:47:02.25038576Z,true,2025-01-30T18:47:14.42926182Z
01JJW91CDA6VC1YQGW4P6QHYTV,01JJW4J3EAW12QCT7B78F89JZ2,2025-01-30T18:54:37.994685507Z,01JJW4J3EFBYWHVY9VFKX4HKG2,2025-01-30T18:54:37.994685507Z,01JJW869VWKH7T0XE8TS1AZ2NF,2025-01-30T18:54:37.994685507Z,01JJW8FT3PM6860E4FT6Q76CET,2025-01-30T18:54:37.994685507Z,01JJW8FWD1YBJY9FMPE5NSNHHE,2025-01-30T18:54:37.994685507Z,,
01JJW96C1YFGBBYPDX13J74YWZ,01JJW4J36D6MVDFSHAJZQQ7JZN,2025-01-30T18:57:21.470263556Z,01JJW4J36J16KR3PTVPGQXRK61,2025-01-30T18:57:21.470263556Z,01JJW7WEJ0273S0FBSMZ7GMXPV,2025-01-30T18:57:21.470263556Z,01JJW852R447WMZE1WXFP0CWW0,2025-01-30T18:57:21.470263556Z,01JJW855NVN3GBHM7BBPDPDD1H,2025-01-30T18:57:21.470263556Z,,
01JJW79P4Y5ZG9MGVB8FCYTY1A,01JJW4HYRJX25Y9432A0GPR07V,2025-01-30T18:24:12.958420745Z,01JJW4HYRRJHFX7JB28EDQ0K3G,2025-01-30T18:24:12.958420745Z,01JJW6AJ74G67391S7WQN8KT7Y,2025-01-30T18:24:12.958420745Z,01JJW6G7Z8GSVXESCGJMBTB2JC,2025-01-30T18:24:12.958420745Z,01JJW6G8BG9T8QPPBFFRXFCC10,2025-01-30T18:24:12.958420745Z,true,2025-01-30T18:24:19.315393277Z
01JJW7AR6JKPZYFAC5T3VNJAW2,01JJW4HZ1FR5NTZ5W1QYWFYP2D,2025-01-30T18:24:47.826850073Z,01JJW4HZ1MWJMS1H4ZCDER21A2,2025-01-30T18:24:47.826850073Z,01JJW6ADG3MYACCJRYGEHW7RK0,2025-01-30T18:24:47.826850073Z,01JJW6H9KABP3A68ZPF03X70EV,2025-01-30T18:24:47.826850073Z,01JJW6HA00CS9GEFBG07NTSETM,2025-01-30T18:24:47.826850073Z,true,2025-01-30T18:24:54.910664214Z
01JJW7ETRZ203F9MZDEH6ESNK7,01JJW4J0A22HR8GHXZ0T16GJK3,2025-01-30T18:27:01.535606959Z,01JJW4J0A6DF5EX9W9G36QRPC4,2025-01-30T18:27:01.535606959Z,01JJW77PKSGJ98SZ7M8QT81730,2025-01-30T18:27:01.535606959Z,01JJW7CCTEYMAZPDD9DE3YKC50,2025-01-30T18:27:01.535606959Z,01JJW7CD5SDAGS51Z7P28JMEYW,2025-01-30T18:27:01.535606959Z,,
01JJW84M824FE8XZY005TBACDZ,01JJW4J0TBTFKZ79G943FVA4YQ,2025-01-30T18:38:55.746787577Z,01JJW4J0TFXG3JNWN8MEDGAHNZ,2025-01-30T18:38:55.746787577Z,01JJW73CCZ9EMCKESTJYJFPE40,2025-01-30T18:38:55.746787577Z,01JJW7ECMA3F9ZA64D1Q8Z5HMV,2025-01-30T18:38:55.746787577Z,01JJW7EDXMR0RFWJNT396V6XC5,2025-01-30T18:38:55.746787577Z,true,2025-01-30T18:39:04.84940838Z
01JJW9YFRBNBXBCF5S397NHK4T,01JJW83FC4DET4B0M0QP4XGK87,2025-01-30T19:10:31.691578624Z,01JJW83FDKXBRWC87R3PWR70R0,2025-01-30T19:10:31.691578624Z,01JJW98C095E1J6F9FYZTR4NXG,2025-01-30T19:10:31.691578624Z,01JJW9D8SXWQ1SBTFHNGMA2C89,2025-01-30T19:10:31.691578624Z,01JJW9DBKG7WZBTXJSZ7VGKVHT,2025-01-30T19:10:31.691578624Z,true,2025-01-30T19:10:37.832294241Z
01JJW6XVH3RYKH9A4HTT9911JK,01JJW4HZ1FR5NTZ5W1QYWFYP2D,2025-01-30T18:17:45.251599738Z,01JJW4HZ1MWJMS1H4ZCDER21A2,2025-01-30T18:17:45.251599738Z,01JJW6ADG3MYACCJRYGEHW7RK0,2025-01-30T18:17:45.251599738Z,01JJW6H9MBR62MV252D315526A,2025-01-30T18:17:45.251599738Z,01JJW6H9QMBDPD1V9B073Q97W5,2025-01-30T18:17:45.251599738Z,,
01JJW773F41P7RJCC82HMJXREK,01JJW4HZ1FR5NTZ5W1QYWFYP2D,2025-01-30T18:22:48.292066568Z,01JJW4HZ1MWJMS1H4ZCDER21A2,2025-01-30T18:22:48.292066568Z,01JJW65G1X45N8951BCAEJKEMT,2025-01-30T18:22:48.292066568Z,01JJW6H9K5NE9QJKWWZB1F0N69,2025-01-30T18:22:48.292066568Z,01JJW6H9XG8P0NDBRJJAYMBA0Y,2025-01-30T18:22:48.292066568Z,,
01JJW84PHKYX3D22FBXWT4ZQSH,01JJW4J2Z0Y06Y82F7PDE0Y88Y,2025-01-30T18:38:58.099091901Z,01JJW4J2Z6QE05R8Y9G5R561BM,2025-01-30T18:38:58.099091901Z,01JJW7G09K2M3VKE83K48RZ3NT,2025-01-30T18:38:58.099091901Z,01JJW7RD4V1XD7G041NF2HTPPP,2025-01-30T18:38:58.099091901Z,01JJW7RE0MRND2098XM6DRXZMT,2025-01-30T18:38:58.099091901Z,true,2025-01-30T18:39:15.764111209Z
01JJW88GCDKKZFJXZCPNE8XV5S,01JJW4J0A22HR8GHXZ0T16GJK3,2025-01-30T18:41:02.861911336Z,01JJW4J0A6DF5EX9W9G36QRPC4,2025-01-30T18:41:02.861911336Z,01JJW74QMSFR9P7MSNV2YDWY7Z,2025-01-30T18:41:02.861911336Z,01JJW7CD1RE04NKJBR8YS44BCA,2025-01-30T18:41:02.861911336Z,01JJW7CE4QDBST4TTNEBVM4QAW,2025-01-30T18:41:02.861911336Z,,
01JJWA42VZ8CG158W21YE7CW34,01JJW83FC4DET4B0M0QP4XGK87,2025-01-30T19:13:35.103762864Z,01JJW83FDKXBRWC87R3PWR70R0,2025-01-30T19:13:35.103762864Z,01JJW96K30SNVQB5V7FZF47AWE,2025-01-30T19:13:35.103762864Z,01JJW9D92NJ5AEBATWMRT46YY9,2025-01-30T19:13:35.103762864Z,01JJW9DCFW70E9YDH2CJCMW9RQ,2025-01-30T19:13:35.103762864Z,true,2025-01-30T19:13:44.094282804Z
01JJW7SX8JB1YV23SGBSNBS8XV,01JJW4J02CJ8DVT5AZ8D57YB9H,2025-01-30T18:33:04.530585542Z,01JJW4J02H9B30Z4FKSHWXN1J2,2025-01-30T18:33:04.530585542Z,01JJW6P8TXX58ECYKZF6SRHSMW,2025-01-30T18:33:04.530585542Z,01JJW6WYYPR1QWQ0P9MNE8EJFP,2025-01-30T18:33:04.530585542Z,01JJW6WZQB3W51WJBBM5ZBM19Q,2025-01-30T18:33:04.530585542Z,true,2025-01-30T18:33:13.451051056Z
01JJW7ZM0DVV8YYPRNTNFQPCZ8,01JJW4J0A22HR8GHXZ0T16GJK3,2025-01-30T18:36:11.661155395Z,01JJW4J0A6DF5EX9W9G36QRPC4,2025-01-30T18:36:11.661155395Z,01JJW77PKSGJ98SZ7M8QT81730,2025-01-30T18:36:11.661155395Z,01JJW7CCZT2NH6319RVZWM9FTD,2025-01-30T18:36:11.661155395Z,01JJW7CDQ5HBRA2Y3AQEKQ60EA,2025-01-30T18:36:11.661155395Z,true,2025-01-30T18:36:20.796445913Z
01JJW810J5HQMTZAW7A0FWJT6R,01JJW4J0J35GFPH6RAVPEZ495Z,2025-01-30T18:36:57.285905391Z,01JJW4J0J7RW081J9JBNVFD10Q,2025-01-30T18:36:57.285905391Z,01JJW6JTC8WF5Q2G79KJEPQG2E,2025-01-30T18:36:57.285905391Z,01JJW7CMQYP7M0BEHM652XRK5V,2025-01-30T18:36:57.285905391Z,01JJW7CNKVCDSCFPK711P2PZ5S,2025-01-30T18:36:57.285905391Z,true,2025-01-30T18:37:21.367275655Z
01JJW9901FV4DYJ1QPTECXWV3Z,01JJW4J3YSAMRKMMJMWVFAKAKQ,2025-01-30T18:58:47.471988051Z,01JJW4J3YXHEVR761PQ0EZV6ZA,2025-01-30T18:58:47.471988051Z,01JJW8MPTPPRZV4Y0Q2QBATKE7,2025-01-30T18:58:47.471988051Z,01JJW8RHS8VSZPJ27JHHP4DQ6J,2025-01-30T18:58:47.471988051Z,01JJW8RK0TKZN1KTQBQFTP7CXK,2025-01-30T18:58:47.471988051Z,,
01JJW9E4E66EGSWX86E7Z04MRT,01JJW83FC4DET4B0M0QP4XGK87,2025-01-30T19:01:35.814973872Z,01JJW83FDKXBRWC87R3PWR70R0,2025-01-30T19:01:35.814973872Z,01JJW96K30SNVQB5V7FZF47AWE,2025-01-30T19:01:35.814973872Z,01JJW9D8KGXH3GB4M91AGDSHJT,2025-01-30T19:01:35.814973872Z,01JJW9D9VX2AAFA13QZMDVJVE2,2025-01-30T19:01:35.814973872Z,true,2025-01-30T19:02:13.14382002Z
01JJWA1PFB5JCQ8SSF61W480W2,01JJW4J3YSAMRKMMJMWVFAKAKQ,2025-01-30T19:12:16.875754234Z,01JJW4J3YXHEVR761PQ0EZV6ZA,2025-01-30T19:12:16.875754234Z,01JJW8MPTPPRZV4Y0Q2QBATKE7,2025-01-30T19:12:16.875754234Z,01JJW8RHX1N679ZS8G3B6QVMW9,2025-01-30T19:12:16.875754234Z,01JJW8RNQBGQF6FFXJTP7ZVPCX,2025-01-30T19:12:16.875754234Z,true,2025-01-30T19:12:27.073647915Z
