roundID,text,playerID,director_msg,chit_chat
01JK4S3K7B7MMVY71A68KMNES2,*two sets of shapes,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K7FQEA03YTYPZVJX3G9,1 pointing left,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4SE2FV9WBBRNYEXGQN6Z7R,3 diamonds on a tray,01JK4S3JEE861EJG5REXZ7DHQ3,TRUE,FALSE
01JK4S3K64VR5N8YAMBC8ENKP1,I think the game is glitched,01JK4RZRTEVY32H7HPW57A9822,FALSE,FALSE
01JK4S3K64VR5N8YAMBC8ENKP1,that was the one I got,01JK4RZRTEVY32H7HPW57A9822,FALSE,FALSE
01JK4SE2GGNQTD6HKP40VTXWHZ,3 objects stacked,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4SE2FP0KN1SWC1EA1MHGKX,3 objects stacked,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4S3K6393454CY4V87BGPNE,"3 shapes on top, looks like a bird",01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4SE2FWS9MCP0HQPEQZ559H,3 shapes stacked on top,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4S3K6508QWPNW5Z3VD8M7R,a bird with 3 shapes on top,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K7G1G1CQBY9C63MYBMS,a bird with it's head facing far doward,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K6670YZG1GWJZZHQZCX,A bunch of shapes together,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K64VR5N8YAM9RSHBKT6,a flying book with 3 shapes on top,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K70KSQQJY7VGZQKJGFZ,a House on a tree,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K73WXJDBA0GWS2V5BH7,"A rectangle at the bottom right of the shape, with shapes stacked on top almost like stairs",01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K7C2SDSBQPSNADFE7BD,a rectangle with a cap on top,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4SE2G3Z2HF1WX14BZRG8CC,angled bookshelf,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4SE2FTAWB4M09WPQHQ122G,angled shlef with book on it,01JK4S3JEE861EJG5REXZ7DHQ3,TRUE,FALSE
01JK4SE2GR8DZ5AYCBR5CW4SCQ,appendage left,01JK4S3JEE861EJG5REXZ7DHQ3,TRUE,FALSE
01JK4S3K7ANT2X8K18NPHVWA5Q,That was the target for me?,01JK4RZRTEVY32H7HPW57A9822,FALSE,FALSE
01JK4SE2G1DDCGZQ062SW8BBJ3,appendage pointing to left,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4SE2GH1DZ60D085NG6XH00,appendage to left,01JK4S3JEE861EJG5REXZ7DHQ3,TRUE,FALSE
01JK4SACC86EPTHW1F5MK2ZYJN,say it,01JK4RVC5REZ4WW4R1DZNKASBV,FALSE,FALSE
01JK4SE2FSBSHTRRG4QYGDRKZ9,arrow pointing downwards with a crown on top,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4SE2GAZA3Z73V43JMPDY38,arrow with crown,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4SE2G4VPD5QGX6WQCG8QF8,arrow with crown on top,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4S3K7G1G1CQBY9DNJABM2V,at the bottom looks like upside down cat head,01JK4RX4NE4N3D2Q818T1GPBHH,TRUE,FALSE
01JK4S3K7G1G1CQBY9CTSBCVYR,at the bottom there a an outline of a white triangle,01JK4RZRTEVY32H7HPW57A9822,TRUE,FALSE
01JK4S3K7FQEA03YTYQS211J37,"at the bottom you see triangles pointing either way, at the top there is a rectangle on the left side",01JK4RX4NE4N3D2Q818T1GPBHH,TRUE,FALSE
01JK4S3K6670YZG1GWMJ7RQ21B,at the top u can see like the letter N on the right side,01JK4RX4NE4N3D2Q818T1GPBHH,TRUE,FALSE
01JK4S3K72JRQZBAN1272DTT68,at the top you see a diamond and two triangles pointing down,01JK4RX4NE4N3D2Q818T1GPBHH,TRUE,FALSE
01JK4SACCWDKB4F6R7C7MMQNC1,bird,01JK4S47VKRW5RT6C76PCKP1D4,TRUE,FALSE
01JK4SACCM4GHJ29EZVA7E7T7V,bird on top,01JK4RVC5REZ4WW4R1DZNKASBV,TRUE,FALSE
01JK4SACCFNS5HNZF2G8AJ5R1B,bird on top of a flying bird,01JK4S47VKRW5RT6C76PCKP1D4,TRUE,FALSE
01JK4SACCWDKB4F6R7C7MMQNC1,bird on top of another birth,01JK4S47VKRW5RT6C76PCKP1D4,TRUE,FALSE
01JK4SE2G9XBZTPB41HNX766V8,book shelf,01JK4S3JEE861EJG5REXZ7DHQ3,TRUE,FALSE
01JK4SE2GTXASRCDGA7RSKFQE8,bookshelf,01JK4S4RPKNJ360G99P4GQ0YR1,TRUE,FALSE
01JK4S3K6508QWPNW5WKJK8QHK,"bottom has two triangles pointing either way, and at the top u see like a swuare",01JK4RX4NE4N3D2Q818T1GPBHH,TRUE,FALSE
01JK4S3K689Q99S6AHHATDEB4D,bottom has two triangles pointing in either side,01JK4RX4NE4N3D2Q818T1GPBHH,TRUE,FALSE
