id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JJWZJQQ7AEYF7R5BF50A1ADX,01JJWYP2JPRZW0MMTF0ADRQ0QH,2025-01-31T01:28:35.303472024Z,01JJWYP2JX2K73EBW3P2YBJVGZ,2025-01-31T01:28:35.303472024Z,01JJWYVSPBCJEFA8SSN8VF8YGY,2025-01-31T01:28:35.303472024Z,01JJWZ270EHE7RRM2WZ101WGB0,2025-01-31T01:28:35.303472024Z,01JJWZ278XTBQ8BDBEEN8HJPHP,2025-01-31T01:28:35.303472024Z,,
01JJWZZET3EYV4EPGNZM042491,01JJWYP32W6WJ8SFMNK0HJ456S,2025-01-31T01:35:32.163535845Z,01JJWYP3309EZJVNXHV0RJ73YZ,2025-01-31T01:35:32.163535845Z,01JJWYVJ6N75XT6NYVP58K44EX,2025-01-31T01:35:32.163535845Z,01JJWZ4XRCEKM54YBN1FZS5RQM,2025-01-31T01:35:32.163535845Z,01JJWZ4Y9YMTW2708PV124TYMA,2025-01-31T01:35:32.163535845Z,true,2025-01-31T01:35:59.194737058Z
01JJX0FAHPBEA1JC67FFT84MBP,01JJWYP4FF62465Q3SQBN5XET9,2025-01-31T01:44:12.086910187Z,01JJWYP4FKYGAHYZ9JMCBMWB02,2025-01-31T01:44:12.086910187Z,01JJWYYBJN64739P0ZSGR3T632,2025-01-31T01:44:12.086910187Z,01JJWZFNNSAZ8DENE2G0R9WQC2,2025-01-31T01:44:12.086910187Z,01JJWZFPKTX13ZC4XR86RPRPTA,2025-01-31T01:44:12.086910187Z,true,2025-01-31T01:44:59.578877531Z
01JJX166V81GWTE7MSSZFYA79V,01JJWYP32W6WJ8SFMNK0HJ456S,2025-01-31T01:56:41.960980556Z,01JJWYP3309EZJVNXHV0RJ73YZ,2025-01-31T01:56:41.960980556Z,01JJWYVJ6N75XT6NYVP58K44EX,2025-01-31T01:56:41.960980556Z,01JJWZ4XYX2T112X4V02ZM21MT,2025-01-31T01:56:41.960980556Z,01JJWZ4Z02YHBAKN2JHB3VD7VM,2025-01-31T01:56:41.960980556Z,,
01JJX2KSQFDV0R4BPVQ8NZJBFF,01JJWYP4QX9R6AJ06D53SXQ6W6,2025-01-31T02:21:35.855893263Z,01JJWYP4R47SWGQCMJ4BB37AKM,2025-01-31T02:21:35.855893263Z,01JJX0CN3JRWP36C7NRMQVJDSG,2025-01-31T02:21:35.855893263Z,01JJX0HMEVCHPE9WZPYNRPX1D2,2025-01-31T02:21:35.855893263Z,01JJX0HQYKW0TZZF3QCY3V0BJH,2025-01-31T02:21:35.855893263Z,,
01JJX383QF5VV6GC7AS7TC46MY,01JJWYPZJQ23FKV3XYK1RXVWKP,2025-01-31T02:32:41.455557181Z,01JJWYPZJX9BD6QPNY2JYX1KZP,2025-01-31T02:32:41.455557181Z,01JJX19KK3DWYG6GQDJFVQDH43,2025-01-31T02:32:41.455557181Z,01JJX233HJEHXVB2SV8GC3AWFX,2025-01-31T02:32:41.455557181Z,01JJX236YBJABFWD99B7FHYP8X,2025-01-31T02:32:41.455557181Z,,
01JJX3WF9CNH6W3C13C1SHK6SG,01JJWYPZJQ23FKV3XYK1RXVWKP,2025-01-31T02:43:48.652877027Z,01JJWYPZJX9BD6QPNY2JYX1KZP,2025-01-31T02:43:48.652877027Z,01JJX1R4VX1K5GY72NAZ3JMNZP,2025-01-31T02:43:48.652877027Z,01JJX2347WKWHET63QCY3JK3SD,2025-01-31T02:43:48.652877027Z,01JJX239P9QWMSW9RTB1B6VWFS,2025-01-31T02:43:48.652877027Z,true,2025-01-31T02:44:12.074157958Z
01JJWZG3Y684ZS0XV9SFFE2HQ5,01JJWYNYZ0Y84ATQ8EC6AHD06C,2025-01-31T01:27:09.510491896Z,01JJWYNYZ722163KXSQHAD9669,2025-01-31T01:27:09.510491896Z,01JJWYTHG5DNDJCTZGXPTBJ3SB,2025-01-31T01:27:09.510491896Z,01JJWYY62Q9YS9WPK7D4CPTJ3X,2025-01-31T01:27:09.510491896Z,01JJWYY677A8ES8YJBJQFZQ98Y,2025-01-31T01:27:09.510491896Z,true,2025-01-31T01:27:44.277406447Z
01JJX000M4RJS75C4XP0G392YY,01JJWYNYZ0Y84ATQ8EC6AHD06C,2025-01-31T01:35:50.404769579Z,01JJWYNYZ722163KXSQHAD9669,2025-01-31T01:35:50.404769579Z,01JJWYSQ1TN0B1HHTZMNP2QD96,2025-01-31T01:35:50.404769579Z,01JJWYY63GGMD2QDZRMSP1DY7R,2025-01-31T01:35:50.404769579Z,01JJWYY6A04GDJHJKWBA1CE8E8,2025-01-31T01:35:50.404769579Z,true,2025-01-31T01:36:18.565282918Z
01JJX0T69RVGWKEAYM6AEF6ZK6,01JJWYP46KDKZX0YP92TAK3EWR,2025-01-31T01:50:08.184467513Z,01JJWYP46TGJVMVD1BPQZ1VEF8,2025-01-31T01:50:08.184467513Z,01JJWYTZ1Q6AD4CDV0E133RNQH,2025-01-31T01:50:08.184467513Z,01JJWZAZ35YHE8NDA2Q34FW00M,2025-01-31T01:50:08.184467513Z,01JJWZB0C602TQ5VV9SF0E4B0S,2025-01-31T01:50:08.184467513Z,,
01JJWZ9TC89JVBRPC28R63ARCF,01JJWYP1C9M84QRZ5BV7YFBN5A,2025-01-31T01:23:43.112314132Z,01JJWYP1CG1N3Y8VNA5HPEZ5FW,2025-01-31T01:23:43.112314132Z,01JJWYSQ4Q05QW2MV5AA2J7DWY,2025-01-31T01:23:43.112314132Z,01JJWZ1PXENREYM8MQ6MDZ68GM,2025-01-31T01:23:43.112314132Z,01JJWZ1Q37CPD73FGPS751329J,2025-01-31T01:23:43.112314132Z,,
01JJX0RKAY6N25M64SY5P44XAA,01JJWYP2TF1JBVN86ZXCE4JJJX,2025-01-31T01:49:15.998565735Z,01JJWYP2TK05TF6KPGRX49DQ0F,2025-01-31T01:49:15.998565735Z,01JJWYSZBP7AVECZZQBY33X10X,2025-01-31T01:49:15.998565735Z,01JJWZ2YXVADJGZ85MNCE5PEP0,2025-01-31T01:49:15.998565735Z,01JJWZ2ZW632BPZNWRKNGKWF7F,2025-01-31T01:49:15.998565735Z,,
01JJX3V9XQKHGTQ4ASSN2YNTZ3,01JJWYPQREVHX0XCCBQKAHYYQB,2025-01-31T02:43:10.391406038Z,01JJWYPQRN8A5SQN8JJ95KFE9N,2025-01-31T02:43:10.391406038Z,01JJX1JK2JJY43Q65JXDHKWB7C,2025-01-31T02:43:10.391406038Z,01JJX1PNA9C9ZP709R0FMTXMRF,2025-01-31T02:43:10.391406038Z,01JJX1PT7KCZJ5J5H79C8GSCXG,2025-01-31T02:43:10.391406038Z,true,2025-01-31T02:43:36.074198256Z
01JJX0NJ2JQDA0AY5HGT67CRWR,01JJWYP4FF62465Q3SQBN5XET9,2025-01-31T01:47:36.402644404Z,01JJWYP4FKYGAHYZ9JMCBMWB02,2025-01-31T01:47:36.402644404Z,01JJWYV02FZ191XEDRSWGTR6JZ,2025-01-31T01:47:36.402644404Z,01JJWZFNNK9KXP8092DSJFH948,2025-01-31T01:47:36.402644404Z,01JJWZFPQE879399908FGMD8TZ,2025-01-31T01:47:36.402644404Z,true,2025-01-31T01:48:35.728899012Z
01JJX0GQC7A020DJEW1HD0F10D,01JJWYP0JZ9MXZNA1RSVA69F0C,2025-01-31T01:44:57.991402321Z,01JJWYP0K5K0BV7CASYB8PBB0J,2025-01-31T01:44:57.991402321Z,01JJWYTF6YDFAF4HJGRDS7XBR7,2025-01-31T01:44:57.991402321Z,01JJWZ10PHEWGTJ8AJ2FP87MZM,2025-01-31T01:44:57.991402321Z,01JJWZ116JXBPQPJ691J95YBW8,2025-01-31T01:44:57.991402321Z,true,2025-01-31T01:45:18.123503761Z
01JJX0RPKFBH94Y63TSWXQSGSQ,01JJWYP2TF1JBVN86ZXCE4JJJX,2025-01-31T01:49:19.343578644Z,01JJWYP2TK05TF6KPGRX49DQ0F,2025-01-31T01:49:19.343578644Z,01JJWYTM7WFB085QM565MF79DA,2025-01-31T01:49:19.343578644Z,01JJWZ2YYAFBM3DEFAKK345Q8R,2025-01-31T01:49:19.343578644Z,01JJWZ2ZWH3YB4PZBZWMJZ83TN,2025-01-31T01:49:19.343578644Z,true,2025-01-31T01:49:40.406453654Z
01JJX11H8GPTNZFJ8MY65SE9M6,01JJWYP3JT0EATJ3M4E059PBZR,2025-01-31T01:54:08.784264197Z,01JJWYP3JZ5DTQGQQXQP9VB2ZQ,2025-01-31T01:54:08.784264197Z,01JJWYYJSRDSVKKTQHCX8ARFC6,2025-01-31T01:54:08.784264197Z,01JJWZ96ZMK3CQS57GJN8WNFRY,2025-01-31T01:54:08.784264197Z,01JJWZ98BM9XNDQXWQG8K46KVY,2025-01-31T01:54:08.784264197Z,,
01JJX03632TNT5TSMQXCQ6D8YW,01JJWYNZGR8C42T931K9EC9S43,2025-01-31T01:37:34.306638092Z,01JJWYNZGZ9PFK1HJMX88Z8ATN,2025-01-31T01:37:34.306638092Z,01JJWYSV25X1ZMTV4QG518HMB5,2025-01-31T01:37:34.306638092Z,01JJWYZJ4F4YR62C01QYYPA6T1,2025-01-31T01:37:34.306638092Z,01JJWYZJHNA842F7FM55457Y5A,2025-01-31T01:37:34.306638092Z,true,2025-01-31T01:37:46.696320642Z
01JJWZQ4NG1NGYNJWRJ7DAVB06,01JJWYP46KDKZX0YP92TAK3EWR,2025-01-31T01:30:59.632967562Z,01JJWYP46TGJVMVD1BPQZ1VEF8,2025-01-31T01:30:59.632967562Z,01JJWYVFR212BRZ0D9S015KZRK,2025-01-31T01:30:59.632967562Z,01JJWZAYV4NGYTGASEQA56AXP1,2025-01-31T01:30:59.632967562Z,01JJWZAZDGQS014A26MDDSEB1B,2025-01-31T01:30:59.632967562Z,,
01JJWZVKVFCSNVVWXQS55P12ZF,01JJWYP3JT0EATJ3M4E059PBZR,2025-01-31T01:33:26.255633243Z,01JJWYP3JZ5DTQGQQXQP9VB2ZQ,2025-01-31T01:33:26.255633243Z,01JJWYXQJFS0WDB4MZNXQE50BV,2025-01-31T01:33:26.255633243Z,01JJWZ96Y959WE2M6348S72WNV,2025-01-31T01:33:26.255633243Z,01JJWZ97DA4JA9R8NQXM80YN7Z,2025-01-31T01:33:26.255633243Z,,
01JJX05FJRVZT9Y2E9FN8DPZD8,01JJWYP0JZ9MXZNA1RSVA69F0C,2025-01-31T01:38:49.560290439Z,01JJWYP0K5K0BV7CASYB8PBB0J,2025-01-31T01:38:49.560290439Z,01JJWYTFZQ86VENF8YHE9A02XZ,2025-01-31T01:38:49.560290439Z,01JJWZ10P9JR9AVKEMW66B01TF,2025-01-31T01:38:49.560290439Z,01JJWZ110RCBB8EHYFX2M6E0ZT,2025-01-31T01:38:49.560290439Z,true,2025-01-31T01:39:05.24351585Z
01JJX0CHQ76SH0QEDKKJPERYSB,01JJWYP2TF1JBVN86ZXCE4JJJX,2025-01-31T01:42:41.127118131Z,01JJWYP2TK05TF6KPGRX49DQ0F,2025-01-31T01:42:41.127118131Z,01JJWYTM7WFB085QM565MF79DA,2025-01-31T01:42:41.127118131Z,01JJWZ2Z00AB07F1ZK2E7606TS,2025-01-31T01:42:41.127118131Z,01JJWZ2ZN9FJ7XK88GF41XH6F3,2025-01-31T01:42:41.127118131Z,,
01JJX10SKBHYSDR76QKWJTVSVD,01JJWYP46KDKZX0YP92TAK3EWR,2025-01-31T01:53:44.555848942Z,01JJWYP46TGJVMVD1BPQZ1VEF8,2025-01-31T01:53:44.555848942Z,01JJWYTZ1Q6AD4CDV0E133RNQH,2025-01-31T01:53:44.555848942Z,01JJWZAZ4ZXWY8E8F0X7TPQ3F6,2025-01-31T01:53:44.555848942Z,01JJWZB0N4QMAD9MYH8XPZ9WBJ,2025-01-31T01:53:44.555848942Z,,
01JJX22RE5M5VV2JXHSN6PBSSS,01JJWYP4QX9R6AJ06D53SXQ6W6,2025-01-31T02:12:17.477429858Z,01JJWYP4R47SWGQCMJ4BB37AKM,2025-01-31T02:12:17.477429858Z,01JJX0CN3JRWP36C7NRMQVJDSG,2025-01-31T02:12:17.477429858Z,01JJX0HM53G189RWCGJNE984RS,2025-01-31T02:12:17.477429858Z,01JJX0HPV8WAR4GMAV7P1QYKT6,2025-01-31T02:12:17.477429858Z,true,2025-01-31T02:12:58.191441737Z
01JJX338NTGCC2Q3WKVHJ7729C,01JJWYP5D8XRKEDWJ24BEBGTGK,2025-01-31T02:30:02.682693581Z,01JJWYP5DCE7P4WDHSV3FTFVSF,2025-01-31T02:30:02.682693581Z,01JJX056FQC35B831CQG8X9HPD,2025-01-31T02:30:02.682693581Z,01JJX0NS5AXTEE48JGA201Q7X0,2025-01-31T02:30:02.682693581Z,01JJX0NWYAZC5C6D27TT1RRWH8,2025-01-31T02:30:02.682693581Z,,
01JJWZP2JG8JFDDV3BXTAJ5S6D,01JJWYP32W6WJ8SFMNK0HJ456S,2025-01-31T01:30:24.720139443Z,01JJWYP3309EZJVNXHV0RJ73YZ,2025-01-31T01:30:24.720139443Z,01JJWYX0PK014XMX17VZ3FK5A9,2025-01-31T01:30:24.720139443Z,01JJWZ4XS296W6NAM5F65Y6T6E,2025-01-31T01:30:24.720139443Z,01JJWZ4Y4TCE592PM0C7HZNXBT,2025-01-31T01:30:24.720139443Z,,
01JJX00S616PRQK7C7PRSRM6NW,01JJWYP1C9M84QRZ5BV7YFBN5A,2025-01-31T01:36:15.553228802Z,01JJWYP1CG1N3Y8VNA5HPEZ5FW,2025-01-31T01:36:15.553228802Z,01JJWYSQ4Q05QW2MV5AA2J7DWY,2025-01-31T01:36:15.553228802Z,01JJWZ1PZGZPNG1FQ4QH33W2EN,2025-01-31T01:36:15.553228802Z,01JJWZ1QFK8V9QQ0ZB7A35KD7C,2025-01-31T01:36:15.553228802Z,,
01JJX07CDRVZJRSV5DB0YAZCZ1,01JJWYP0JZ9MXZNA1RSVA69F0C,2025-01-31T01:39:51.864954244Z,01JJWYP0K5K0BV7CASYB8PBB0J,2025-01-31T01:39:51.864954244Z,01JJWYTFZQ86VENF8YHE9A02XZ,2025-01-31T01:39:51.864954244Z,01JJWZ10N44A2F2BNZWXAQGQHE,2025-01-31T01:39:51.864954244Z,01JJWZ111QS832D1A1DMJCJ04C,2025-01-31T01:39:51.864954244Z,true,2025-01-31T01:40:17.044156322Z
01JJX0TS2PPCSNEPAP96RZC2MB,01JJWYP3JT0EATJ3M4E059PBZR,2025-01-31T01:50:27.415006385Z,01JJWYP3JZ5DTQGQQXQP9VB2ZQ,2025-01-31T01:50:27.415006385Z,01JJWYXQJFS0WDB4MZNXQE50BV,2025-01-31T01:50:27.415006385Z,01JJWZ96YK1AH9PR58HQXFY3Y8,2025-01-31T01:50:27.415006385Z,01JJWZ9868BSRB69VH5BT0N6GC,2025-01-31T01:50:27.415006385Z,,
