roundID,text,playerID,director_msg,chit_chat
01JJSY8WBEA08TGSSXV401DA8J,:D,01JJSXX6SM17426G0N96CHNF8V,TRUE,TRUE
01JJSVM738T5R7BP9XVPB9CDHP,.,01JJSVEEVYG3MGHPT7W7R2HWW0,TRUE,TRUE
01JJSVM73FQKF2G1AERVQ0NP85,.,01JJSVEEVYG3MGHPT7W7R2HWW0,TRUE,TRUE
01JJSY8V2XK5SH998YPB3X0Q9Y,we'll just call that one christmas tree,01JJSXX6SM17426G0N96CHNF8V,FALSE,FALSE
01JJSX7SDFYP0SW34K3Y94NNVW,'bat signal' facing a pointing arrow,01JJSX2K52HG2345DX6A396PS0,TRUE,FALSE
01JJSX0H215789D49SAE0NFPMK,hello,01JJSW0ZA1V7F2E4KNDNJR3BM8,FALSE,FALSE
01JJSVVEPFECXN2JAV03BR90A3,"""s"" on the left",01JJSVMEWXVT8DP275GMBS1AS7,TRUE,FALSE
01JJSVVEMJQ7C0AH71C7GS2TZB,"""s"" on the left three points on the right",01JJSVMEWXVT8DP275GMBS1AS7,TRUE,FALSE
01JJSVRNE5MT3GPATJY3ESPXY9,(I'm actually terrible at geography),01JJSVHZ2BJ1HP1HDFMCDM9R1T,TRUE,TRUE
01JJSVRNC7B9E39BN4JQWT4XDC,I wonder who made these shapes...,01JJSVHZ2BJ1HP1HDFMCDM9R1T,FALSE,FALSE
01JJSVRNE5MT3GPATJY3ESPXY9,"(that one reminds me of Utah, haha)",01JJSVHZ2BJ1HP1HDFMCDM9R1T,TRUE,FALSE
01JJSVRNBEGJZ7Z73E1ND7P7XP,/this is quite a hard one but has a triangle on the left hand side and what looks like a letter box mouth,01JJSVFHFD3VBQ3ZPYVGD7WDHZ,TRUE,FALSE
01JJSY8VWV1WH9NGGE50XT64BR,>,01JJSXX6SM17426G0N96CHNF8V,TRUE,FALSE
01JJSY8VWV1WH9NGGE50XT64BR,>| |,01JJSXX6SM17426G0N96CHNF8V,TRUE,FALSE
01JJSX7RPAERWVDS4HQVY8DTPW,1 big arrow,01JJSX2K52HG2345DX6A396PS0,TRUE,FALSE
01JJSVFJNTC6R3EBKTQE40JE6Y,"1 left, batman right",01JJSVAZWFJA52S1H2A274G424,TRUE,FALSE
01JJSVFJPARCBZD3A6FK4HNX17,"1 left, halfpipe right",01JJSV67D7QD3AQZDA1ED7026G,TRUE,FALSE
