playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JH9JBGHZXJ4FSBRKB3MGSENF,664360cecf23a9901bc2f990,1.71,TRUE,01JH9J1DM169CBQKJ3S9B60P0M,41,female,come up with the simple description and keep using the same name for the objects to be able to identify them faster ,I enjoyed it very much. It was exciting to guess the objects correctly together. ,A bit laggy and slow but still very entertaining. ,high-school,NA
01JH9JE2QESD33Z1V8H4HY18JE,6765e4378ca57f3d9246fe5e,1.92,TRUE,01JH9J1DX6BQ0831A88CQXB1Z2,29,Female,Nil,Yes I did,,bachelor,NA
01JH9JBSV1EKFY4DM0AWQQGKAE,5c2d187569ceff00011417de,1.86,TRUE,01JH9J1BSHWS5KSCT8MGHHPD4F,38,female,short hints that were repetitive,yes they were good,occasionally it wouldnt respond to my selection,high-school,NA
01JH9JGAD1MQ6T0Y5WNMKZ5312,596f003434773e0001fc0d28,1.86,TRUE,01JH9J1BSHWS5KSCT8MGHHPD4F,44,Female,"At first, needed to describe more about the image. Then we started to speak a common language as to what we meant using similar language/same language so we each knew what hat, for example, referred to.",Yes because it seemed like we both were really trying to get things right,"sometimes the game would stall, or take time for it to accept my click of the image",bachelor,NA
01JH9JGDR2712HC3J1CEDPEC3W,6779b8a103ef72513da57736,1.92,TRUE,01JH9J1B9D57FP0N7Q8EGCWM69,51,Female,developed a shorthand for identifying features,yes,just a little slow,master,NA
01JH9K1M45597YA74KEKRT0GJ6,65e41033192761ece670b5cd,1.92,TRUE,01JH9JSD47AQRCJM0B903CE3C7,33,nonbinary,We worked together to find easy terms we could use to quickly get the correct answer each time.,Yes. It was easy to communicate with them to understand exactly which image we were talking about.,,high-school,NA
01JH9J4R67TBG0PCX0D62R8SW8,663141e437ca8b977363cc60,1.62,TRUE,01JH9J1C5MJC9CR239TY4CRQEZ,43,Female,Look at how my partner describes the pictures and use the same description,I loved playing with my partner. It was fun,,master,NA
01JH9J9YXEYHS30QYKQDZC85ET,671a9d06fa131fd391b9f22d,1.77,TRUE,01JH9J15VBK2T020RPNZQ6RMX2,,male,We developed a kind of  shared meaning,"Yes i did, We understood each other perfectly despite the ocassional mistakes",There was ocassional lag in the game. Sometimes the mouse didnt seem to work on time.,master,NA
01JH9K264E6RX21D8WS89GH5MC,6112bab70c61f8247ee7e228,1.92,TRUE,01JH9JYX0AMW2H9GPG4HWQW4G9,61,male,using common objects for example 1 looked like a bird so I would say bird,"Yes, very fast and understood the strategy","no problems, I had fun",high-school,NA
01JH9KGPSQBE7AG5R0ZF7B6K4M,65e5d451afebe24d27da3778,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH9JR8Y7WB1HJH51M3DVZAEJ,5f4f247c9ecd22177f6c21a0,1.77,TRUE,01JH9J19NY4W9WY55NWGAE6SW1,27,female,used their wording because they didn't understand mine,Yeah it was pretty fun ,,bachelor,NA
01JH9JX8QE8T2JGRZHJ91DSKHS,666b2edee44d3214c03428c0,1.92,TRUE,01JH9JSD47AQRCJM0B903CE3C7,24,female,"my partner and I came up with objects that looked similar to the shapes given. eg. Submarine, Godzilla, Swan, lobster and so on","Yes, I enjoyed it very much. They understood me and we easily fell into a smooth rhythm  ",some times I would click on the object and the timer would continue and the choice wasn't registering  ,high-school,NA
01JH9JZ38MQ7Y04FR559WE5XSW,66a50be000d36ef1758c6fb7,1.53,TRUE,01JH9JXENNAA9FQ6XWTZ6P5GNZ,35,female,excellent,yes,,bachelor,NA
01JH9JDTWRTB5C9PN08XQXVFYK,5dedebd38b2932497a59e663,1.74,TRUE,01JH9J1D8G8CD894ARP0Z6FMTN,24,male,identifying certain shapes and assigning a name,"yes, clear communication",slight delay on certain rounds,high-school,NA
01JH9JGC3BFCVW4SZYSRJQWDFN,6508f641b716ad56a1f5e508,1.77,TRUE,01JH9J15VBK2T020RPNZQ6RMX2,32,Female,making names for the shapes and using them consistently,"I did, they had a good attitude and we made a good team. ",This was a lot more fun than I thought it would be. I hope you guys got good info out of it. ,high-school,NA
01JH9K0Q9ZSS0YJG0CGZJ6EZJS,60fdf18884991b2263f75eec,1.86,TRUE,01JH9JSBP2E3ABG7WX9VDB70EK,23,F,Looking at what the objects look similar to or whatever distinguishes them from the other shapes,I did! I think my partner and I understood each other,It was a bit laggy,bachelor,NA
01JH9K0X0RCJVKB0CG4FQ2BS0E,61082cc9e9d48cea52cc047e,1.86,TRUE,01JH9JSCH28AD3W44YCYQP0JV1,22,f,identify the top part ,"it was enjoyable , no prblem with answering",freezing or not loading,high-school,NA
01JH9K2TX4JRCC7V2QG073M1MW,6529446b22e013a7d4464d2a,1.53,TRUE,01JH9JXENNAA9FQ6XWTZ6P5GNZ,50,female,I didn't really have  one,it was ok,some of them said it was not the target and it was,other,NA
01JH9KAHKSXAHBB0GWE341PMCB,5ee40b570bc82d0f72dc6556,1.92,TRUE,01JH9JYX0AMW2H9GPG4HWQW4G9,22,Nonbinary,Pointing out the most obvious shape :),"Yes!!! They did well, I had fun",,high-school,NA
