id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHGHTVQ6WENCBBDWRWZBZFRT,01JHGGY5YQ8K6AW6SFNW35CN7K,2025-01-13T19:21:46.470512036Z,01JHGGY5Z05KJRNNNVJZMNX4RQ,2025-01-13T19:21:46.470512036Z,01JHGHA8C2A3R6D84HKVT2YXW8,2025-01-13T19:21:46.470512036Z,01JHGHG1TZ89GSGVC60X689AFJ,2025-01-13T19:21:46.470512036Z,01JHGHG22VXK2P5KX4B3N85RAG,2025-01-13T19:21:46.470512036Z,,
01JHGJE28E370XF69G05S5P42Y,01JHGGY9WB16H3FY4RYRBP93C5,2025-01-13T19:32:15.758125998Z,01JHGGY9WK95B71BMX502V4N0Q,2025-01-13T19:32:15.758125998Z,01JHGHRQWJA2CE7GXE191G50RJ,2025-01-13T19:32:15.758125998Z,01JHGHYQ73ZZTXB01NQGVZBJ8K,2025-01-13T19:32:15.758125998Z,01JHGHYRBAXP90K4C39RNP839H,2025-01-13T19:32:15.758125998Z,,
01JHGJSHYVAJVT9E8K5EZAD8X8,01JHGGY73QE3Z8WE6H9RAQ50RP,2025-01-13T19:38:32.283787832Z,01JHGGY73YKFPFR78HD0F9P5YC,2025-01-13T19:38:32.283787832Z,01JHGH56H0S5W14CZYKQBNNCZD,2025-01-13T19:38:32.283787832Z,01JHGHN1HD5DB7VBX63XVWHJCD,2025-01-13T19:38:32.283787832Z,01JHGHN2M0QADS0V2M5PTXHH54,2025-01-13T19:38:32.283787832Z,true,2025-01-13T19:38:44.182774034Z
01JHGHA8D7C17CH1T99YQJTSCT,01JHGGXYZB35K2VWPVXQAWP6AZ,2025-01-13T19:12:42.407050634Z,01JHGGXYZWXD6VFDEGADATQMG8,2025-01-13T19:12:42.407050634Z,01JHGH5ZF1W89HSWJ8TWB3WW46,2025-01-13T19:12:42.407050634Z,01JHGHA57AQNP7P2839J1R8KD6,2025-01-13T19:12:42.407050634Z,01JHGHA5BZ3W53QAQ1NGPNHFZY,2025-01-13T19:12:42.407050634Z,true,2025-01-13T19:13:09.322850088Z
01JHGHWCGG7NARJZSY8RT6A3E9,01JHGGY7QSMR6XA2FG68FMS49Q,2025-01-13T19:22:36.43203987Z,01JHGGY7R091J93MX4XJMRYRF8,2025-01-13T19:22:36.43203987Z,01JHGHCSQ2T8S3JP7XAAC3FE5K,2025-01-13T19:22:36.43203987Z,01JHGHPEVW38DZW6213XNNK8XM,2025-01-13T19:22:36.43203987Z,01JHGHPFCG9KBMAKN5TV1T4KFQ,2025-01-13T19:22:36.43203987Z,true,2025-01-13T19:22:55.109308996Z
01JHGJ1RGEFJHRXAKTKJNPPYSM,01JHGGY7QSMR6XA2FG68FMS49Q,2025-01-13T19:25:32.55873365Z,01JHGGY7R091J93MX4XJMRYRF8,2025-01-13T19:25:32.55873365Z,01JHGH83PHE1MJPAKRTJS0TDWE,2025-01-13T19:25:32.55873365Z,01JHGHPEXAXG8JJ2GW5W7BE3B6,2025-01-13T19:25:32.55873365Z,01JHGHPFH83SDZ6G1GVGZBGX9Z,2025-01-13T19:25:32.55873365Z,true,2025-01-13T19:25:42.484717985Z
01JHGJBQP6KNDNVKHB2F8JXJ3K,01JHGGY1ZM7X6TNEN4JJ3VWT6S,2025-01-13T19:30:59.398204268Z,01JHGGY1ZYC1KM428A4XC87HN1,2025-01-13T19:30:59.398204268Z,01JHGH72KBXJDZ4JXNHD12PC1F,2025-01-13T19:30:59.398204268Z,01JHGHAKTK0X4PVSHY412KVA7W,2025-01-13T19:30:59.398204268Z,01JHGHAMACQ27675ZBZPJRJGSQ,2025-01-13T19:30:59.398204268Z,,
01JHGJCS3BYNJMQ1Y1SPM2V1VB,01JHGGY7QSMR6XA2FG68FMS49Q,2025-01-13T19:31:33.611477869Z,01JHGGY7R091J93MX4XJMRYRF8,2025-01-13T19:31:33.611477869Z,01JHGH83PHE1MJPAKRTJS0TDWE,2025-01-13T19:31:33.611477869Z,01JHGHPEZV17XJ0M6KJBHYXJGV,2025-01-13T19:31:33.611477869Z,01JHGHPFYZDHFBE94685P9P6SF,2025-01-13T19:31:33.611477869Z,true,2025-01-13T19:31:53.037186523Z
01JHGJ25HXNPDZ3K2FTT72Z7MW,01JHGGXYZB35K2VWPVXQAWP6AZ,2025-01-13T19:25:45.917565864Z,01JHGGXYZWXD6VFDEGADATQMG8,2025-01-13T19:25:45.917565864Z,01JHGH3XDHW3C94D235S1DC3HX,2025-01-13T19:25:45.917565864Z,01JHGHA5935J0YH735P8KW9NYV,2025-01-13T19:25:45.917565864Z,01JHGHA5NKMEPK9Q1X2Y4N45P8,2025-01-13T19:25:45.917565864Z,,
01JHGJ8EY21RSV2JTDCJ4NR499,01JHGGY8P0J66Y85GEZC6VQNWA,2025-01-13T19:29:12.130693386Z,01JHGGY8P7JEQPK3HA35DPTKZQ,2025-01-13T19:29:12.130693386Z,01JHGH89N9FNAJYTHHY0RZ88AP,2025-01-13T19:29:12.130693386Z,01JHGHS9JR5NZ892CD46ZM9P4S,2025-01-13T19:29:12.130693386Z,01JHGHSA7WSZY3KM6K6E860SR4,2025-01-13T19:29:12.130693386Z,true,2025-01-13T19:29:36.837648448Z
