playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHK12PV8CCWY487RFSCY0VVV,6339d33c8ee5d4d4b5607400,1.71,TRUE,01JHK10CWKW4JE97FPMNJAPZ3J,29,Male,Quick and simple,"Eh, not sure",,,NA
01JHK1MBKM2DQ0SA3TJB7PKWGD,6663431aaa1f0d75810068d9,1.77,TRUE,01JHK10FC7J5C37MQ9VHTQDVBN,18,Male,"Identification real life objects. Like letters, or objects (""animal"", ""chimmey"")","Sure,. but most of the time it was one-sided. We never talked to each other but just gave commands.",,high-school,NA
01JHJX7AW7V6T33SRP1CP2SX55,666c76a1a7c9a36310fb4f56,1.83,TRUE,01JHJWWGBGQJXY41R0N93M4MK6,35,male,I describe the shape as best I could.,I enjoyed this yes. It was a definite change from doing studies all alone.,"There was some lag at times, but no additional issues.",high-school,NA
01JHK12CG9CG49RMTKC9ZN2X8T,60314f566c0b9306e3956ebc,1.68,TRUE,01JHK10AYS2JG94WMX70K2KB0M,54,Male,Describing the shapes as i saw it ,I enjoyed got into a good flow in thew second ghalf,no issues ,high-school,NA
01JHJXER5KTC10PEXFFP7W65Y1,6441383d080463447d8a12b7,1.83,TRUE,01JHJWWP26H4447J5MNPX913S3,41,FEMALE,Looking for the clear shapes that differed and how to describe,"Yeah cos we developed our own kind of ""language""","It got stuck about 5 trials from the end and kicked us both off, it was difficult to refresh",master,NA
01JHJZ7KYD48PCCQRV65GJK688,65c8d70512b2fc050e53d0d1,0,TRUE,01JHJWX8V01Z771E6W1GRW0JQZ,28,Femal,good,no - they were not present,,bachelor,NA
01JHJXME3VQXWGF20PQ1Q3P737,663b8bc33aab91d2ce20a5e2,1.62,TRUE,01JHJWWPAFSAJQRNSG6VJB9275,26,Male,Name the edges,"Yes, understood quick ",Slow connection. ,master,NA
01JHJZ7KRCXGA1YJXD68C4NBBE,677934b8a58b01a0fe4c5486,0.21,TRUE,01JHJWX7MHRNSCM2KJ0BZCS0VV,30,female,finding nicknames for each repeated shape helped with identifying the shapes,i did enjoy ,network problems,bachelor,NA
01JHJXCN3C05SHBYSJ8ZNDKBCT,650602caaf8bfaea9b0ac6ae,1.77,TRUE,01JHJWWJSYJ4G2J58ZYFZBYVDP,33,Female,The other partner and I quickly came to a shorthand for referring to the shapes,Yes - they were cooperative and we seemed to understand each other,I enjoyed this game,bachelor,NA
01JHJXEP5ZHWK9WYXH3WW8VPXV,55cf5cc434e9060005e56c39,1.83,TRUE,01JHJWWNGWETD568F5C9XFB1PY,64,Female,We developed names for certain shapes that we could use over and over,Yes. They played the game well and were creative. We each goofed up at least once,I refreshed once as was not sure if it was stuck or not (probably not). ,master,NA
