id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JH9JYD4W2H450EFBZD6DK66G,01JH9J1CYE6CMF3JWJP2DGAMHG,2025-01-11T02:26:30.17216903Z,01JH9J1CYPYET02EK48JTS1TAG,2025-01-11T02:26:30.17216903Z,01JH9JAT5KTYYGHAZX5XSS846Y,2025-01-11T02:26:30.17216903Z,01JH9JHDD5N6QFRS2M9W7KYQRS,2025-01-11T02:26:30.17216903Z,01JH9JHDND8410Q0QS2A7PGS4A,2025-01-11T02:26:30.17216903Z,,
01JH9MEMZQVDGDGRZTAE6WXVPY,01JH9J1DWZX1295N75PGTDS6BZ,2025-01-11T02:52:51.063302443Z,01JH9J1DX6BQ0831A88CQXB1Z2,2025-01-11T02:52:51.063302443Z,01JH9JE2QESD33Z1V8H4HY18JE,2025-01-11T02:52:51.063302443Z,01JH9JT5S8N1DXM76D7HS5V7Z8,2025-01-11T02:52:51.063302443Z,01JH9JT744QB0BEFWXFJFK24YH,2025-01-11T02:52:51.063302443Z,true,2025-01-11T02:53:15.501477131Z
01JH9N0XGAGC3D1ZVM0C89VE5D,01JH9KG7F6VY15PYNBWWG4B7TP,2025-01-11T03:02:49.610150833Z,01JH9KGM6BCNY30K21W9CEZBJW,2025-01-11T03:02:49.610150833Z,01JH9KDNQ466RWRZDAEDDC9EQS,2025-01-11T03:02:49.610150833Z,01JH9KPBRGDKBHSFFK68Z7ND7H,2025-01-11T03:02:49.610150833Z,01JH9KPENF1T9XWAEB8PRKX2PH,2025-01-11T03:02:49.610150833Z,,
01JH9NDF70YE38WD3068RCBET1,01JH9JXEMT6BQGCQJYTQZ79SDP,2025-01-11T03:09:40.960970934Z,01JH9JXENNAA9FQ6XWTZ6P5GNZ,2025-01-11T03:09:40.960970934Z,01JH9JZ38MQ7Y04FR559WE5XSW,2025-01-11T03:09:40.960970934Z,01JH9KG5PQQD6HGBV5XFWVPAG4,2025-01-11T03:09:40.960970934Z,01JH9KGBD7AWFZ9HQ3BNQDJNZA,2025-01-11T03:09:40.960970934Z,,
01JH9NXEJJRWNKF24TFPJFWA6S,01JH9KG7F6VY15PYNBWWG4B7TP,2025-01-11T03:18:24.59442951Z,01JH9KGM6BCNY30K21W9CEZBJW,2025-01-11T03:18:24.59442951Z,01JH9KDNQ466RWRZDAEDDC9EQS,2025-01-11T03:18:24.59442951Z,01JH9KPCFZ77G1C38XB9VPVWA1,2025-01-11T03:18:24.59442951Z,01JH9KPGPBE9NM78ATPBAJHDC8,2025-01-11T03:18:24.59442951Z,true,2025-01-11T03:19:00.580172782Z
01JH9KENABEV7BG085X7Z4WQ76,01JH9J1BS9T5EM3SA6C1PDZWK0,2025-01-11T02:35:22.827605388Z,01JH9J1BSHWS5KSCT8MGHHPD4F,2025-01-11T02:35:22.827605388Z,01JH9JGAD1MQ6T0Y5WNMKZ5312,2025-01-11T02:35:22.827605388Z,01JH9JMABHSP50AGY3C2XNGAR5,2025-01-11T02:35:22.827605388Z,01JH9JMB2CRGDSXAHF54C3NGDC,2025-01-11T02:35:22.827605388Z,true,2025-01-11T02:35:39.050141696Z
01JH9KFCPEPYMWE403Z1XHYGA6,01JH9J1DWZX1295N75PGTDS6BZ,2025-01-11T02:35:46.766155791Z,01JH9J1DX6BQ0831A88CQXB1Z2,2025-01-11T02:35:46.766155791Z,01JH9JE2QESD33Z1V8H4HY18JE,2025-01-11T02:35:46.766155791Z,01JH9JT5JMJHKP6M5568B47VMK,2025-01-11T02:35:46.766155791Z,01JH9JT6AYB0F6VF6QW7SSJ8B9,2025-01-11T02:35:46.766155791Z,,
01JH9KZA60NMSB92V6XMV0RFB2,01JH9J1B95RJ4KAGR9REMYEXKX,2025-01-11T02:44:28.480933543Z,01JH9J1B9D57FP0N7Q8EGCWM69,2025-01-11T02:44:28.480933543Z,01JH9JGDR2712HC3J1CEDPEC3W,2025-01-11T02:44:28.480933543Z,01JH9JQM2PYPQQZFJA8PEV30BD,2025-01-11T02:44:28.480933543Z,01JH9JQN9WRW40TTMW3J7CJD0X,2025-01-11T02:44:28.480933543Z,true,2025-01-11T02:44:34.933673271Z
01JH9M6K51PZBX7P25HQHHZZ41,01JH9J19NPMRG1CXT3ZTNZAXR5,2025-01-11T02:48:27.041465092Z,01JH9J19NY4W9WY55NWGAE6SW1,2025-01-11T02:48:27.041465092Z,01JH9J7VV7N2SM337FD8KTVHP6,2025-01-11T02:48:27.041465092Z,01JH9K03240M625H43GAV37E42,2025-01-11T02:48:27.041465092Z,01JH9K04Z4NR3GM0FFG1NX0T9D,2025-01-11T02:48:27.041465092Z,true,2025-01-11T02:48:42.826751977Z
01JH9JYZ16MNSX27D09MER9YRS,01JH9J1CYE6CMF3JWJP2DGAMHG,2025-01-11T02:26:48.48644149Z,01JH9J1CYPYET02EK48JTS1TAG,2025-01-11T02:26:48.48644149Z,01JH9JEHTZ6J1GP4Y2H6HNEXQX,2025-01-11T02:26:48.48644149Z,01JH9JHDCXWX5Y8GJ8SDFXVDEA,2025-01-11T02:26:48.48644149Z,01JH9JHDPH8A594TCPR9QZFAAP,2025-01-11T02:26:48.48644149Z,,
01JH9MNW9FHWX6MM63ADPG3TZV,01JH9J1DWZX1295N75PGTDS6BZ,2025-01-11T02:56:47.919771712Z,01JH9J1DX6BQ0831A88CQXB1Z2,2025-01-11T02:56:47.919771712Z,01JH9JE2QESD33Z1V8H4HY18JE,2025-01-11T02:56:47.919771712Z,01JH9JT5T6V9F6TKS8W70YKSZR,2025-01-11T02:56:47.919771712Z,01JH9JT7B8SMFWMEHNYM8R7GDE,2025-01-11T02:56:47.919771712Z,,
01JH9K96TYYXJA71CF0720RJ2V,01JH9J184C7QVGB162JSQ19RMX,2025-01-11T02:32:24.158321123Z,01JH9J184MWH20CHHGNP1CTN6M,2025-01-11T02:32:24.158321123Z,01JH9JQ3RX9ADTRGBNPA5CX9D4,2025-01-11T02:32:24.158321123Z,01JH9JZ8AGK0H0A6VD4J9BF69W,2025-01-11T02:32:24.158321123Z,01JH9JZ93457296F80CZQZXFE9,2025-01-11T02:32:24.158321123Z,true,2025-01-11T02:33:12.220484939Z
01JH9KX9BPHBDGG457ANF0XSA4,01JH9J19NPMRG1CXT3ZTNZAXR5,2025-01-11T02:43:22.10249376Z,01JH9J19NY4W9WY55NWGAE6SW1,2025-01-11T02:43:22.10249376Z,01JH9JR8Y7WB1HJH51M3DVZAEJ,2025-01-11T02:43:22.10249376Z,01JH9K02RNZ20J04H0280MDPMF,2025-01-11T02:43:22.10249376Z,01JH9K048SECYTCNYADFBJYXH8,2025-01-11T02:43:22.10249376Z,,
01JH9MN4XV0A2S2Z7Z4GT21Y58,01JH9J184C7QVGB162JSQ19RMX,2025-01-11T02:56:23.995714221Z,01JH9J184MWH20CHHGNP1CTN6M,2025-01-11T02:56:23.995714221Z,01JH9JQ3RX9ADTRGBNPA5CX9D4,2025-01-11T02:56:23.995714221Z,01JH9JZ8T62MCYXC11QDYR9W30,2025-01-11T02:56:23.995714221Z,01JH9JZAT5ZBVZCYTYHAG1T5ZW,2025-01-11T02:56:23.995714221Z,,
01JH9NA9ZKSC3X5E1B3QXMW4C1,01JH9JXEMT6BQGCQJYTQZ79SDP,2025-01-11T03:07:57.299859973Z,01JH9JXENNAA9FQ6XWTZ6P5GNZ,2025-01-11T03:07:57.299859973Z,01JH9K2TX4JRCC7V2QG073M1MW,2025-01-11T03:07:57.299859973Z,01JH9KG5SFH6TYHPP06WAVXZ84,2025-01-11T03:07:57.299859973Z,01JH9KGB32X5EQBTGZBCKESQ71,2025-01-11T03:07:57.299859973Z,true,2025-01-11T03:08:26.629246001Z
01JH9KH3A46VB168EE2XZM2RMP,01JH9J1D88EMH9KT30JWW5MDAE,2025-01-11T02:36:42.692689667Z,01JH9J1D8G8CD894ARP0Z6FMTN,2025-01-11T02:36:42.692689667Z,01JH9JDTWRTB5C9PN08XQXVFYK,2025-01-11T02:36:42.692689667Z,01JH9JJYCMR8K42Z3HTRCWK24K,2025-01-11T02:36:42.692689667Z,01JH9JJYVSNRAH3TCJANCPYNHW,2025-01-11T02:36:42.692689667Z,,
01JH9KP8D2TC5WKD37RNTNEYB1,01JH9J19NPMRG1CXT3ZTNZAXR5,2025-01-11T02:39:31.746827819Z,01JH9J19NY4W9WY55NWGAE6SW1,2025-01-11T02:39:31.746827819Z,01JH9J7VV7N2SM337FD8KTVHP6,2025-01-11T02:39:31.746827819Z,01JH9K02Y62ZA1SA6D2N5QA6HJ,2025-01-11T02:39:31.746827819Z,01JH9K03ZVEE8062CSQABJQ4K3,2025-01-11T02:39:31.746827819Z,,
