player_id,game_id,gender,age,native_language,race,education
6gtkQGMiynreczDCs,vHHRDD5s36Ya2xGvS,female,75,English,White,highSchool
EjpN7cmvFMEvG7TDm,RBnjoHwwmyq7ojwD7,male,26,English,White Asian,highSchool
fLWdgu6sDYsja62Aw,RBnjoHwwmyq7ojwD7,male,29,English,Black,bachelor
7emp8ahpNwF3W53zc,RBnjoHwwmyq7ojwD7,male,29,English,White,bachelor
j64eeMA4T77RLmySx,RBnjoHwwmyq7ojwD7,male,34,English,Black,highSchool
h7JqyA9bN55Ztvpnp,RBnjoHwwmyq7ojwD7,male,33,English,White,bachelor
rrSJx98sW3zinkLGN,RBnjoHwwmyq7ojwD7,male,27,English,Black,master
KChzeps4GeL2rFbEh,FEPXqBHpf4Q5CfCju,female,36,English,White,someCollege
B5RAK5akTHX2B4caw,FEPXqBHpf4Q5CfCju,male,21,Polish,White,highSchool
X3JWrpXxpntHdyLQs,FEPXqBHpf4Q5CfCju,male,42,English,White,bachelor
6Kav3RXmngLqqGgzb,FEPXqBHpf4Q5CfCju,male,26,English,Black,bachelor
D3uB2fwY6HJ2qqFYo,6ENiBxty3sZRCqqCy,male,22,English,White,highSchool
BTa8MSmKk7y64doRu,2FQW43NLsviFmZ7Ti,male,28,English,White,someCollege
52E7srbWPa5bZzfRf,2gkxKTcPdQews5qTX,female,33,English,Black,master
k9ZvboBLdfT3b8LSQ,2FQW43NLsviFmZ7Ti,male,46,English,Asian,someCollege
4rtY6fT9bdMxfwReF,FZwFxwkA8H6vAYfnq,male,32,English,Black,bachelor
PbHbMMmhuqT4KcqhB,w3iX3WeXrGQDWqzwf,female,33,English,White Asian,master
Ymk6ymQxyNvo2xsjb,w3iX3WeXrGQDWqzwf,female,58,English,White,someCollege
STaaKvsBbdwLDzfwN,w3iX3WeXrGQDWqzwf,male,40,English,Asian,bachelor
ok33fDvbzaNf5Lxz8,w3iX3WeXrGQDWqzwf,male,33,English,Asian,bachelor
HyQzPDsgpq3AANPDb,w3iX3WeXrGQDWqzwf,male,22,English,White,someCollege
qr7WFkkaeMgxBYpzE,w3iX3WeXrGQDWqzwf,male,18,English,White Hispanic,highSchool
iBHEt2JEbLHWt85iQ,6ENiBxty3sZRCqqCy,NA,NA,NA,NA,NA
cD7WyPnobFZ5Wj7Ds,xSm8KNffud9xrhzXt,male,41,English,White,bachelor
XFjWdaWkBLQayXZHL,MR4xnrE8c4oCHmZX2,male,40,English,White,someCollege
q4ajAtoHAZSH9SZa9,NA,male,40,English,White,bachelor
EgTDCTTrJr8uxt6YW,6ENiBxty3sZRCqqCy,male,28,English,White,master
QKWCg5YMAoKmpicjo,6ENiBxty3sZRCqqCy,male,27,English,White,bachelor
t8NH2CN9XiTHbzs9M,6ENiBxty3sZRCqqCy,male,22,English,White,someCollege
7eMzzRDw29Yre3Sek,6ENiBxty3sZRCqqCy,male,41,English,White,bachelor
DHKwH8BMyWtb8cpLM,dG226KpEbdnXwkPGx,male,39,English,Black,bachelor
J5hxT8MZzjufvnjAt,rg6f4GNbTus2Lzao6,male,18,English,White,someCollege
KPci4ES89tEkPu45M,rg6f4GNbTus2Lzao6,male,27,English,White,bachelor
syADyBLKALWHKAiwA,rg6f4GNbTus2Lzao6,male,43,English,White,someCollege
ayEhTgxwgwCFRb4kz,rg6f4GNbTus2Lzao6,male,40,English,White,someCollege
Nk9LjuHnsQ4MqkZjQ,rg6f4GNbTus2Lzao6,female,30,English,Asian Pacific Islander,highSchool
6hzXAHNYPKcvXAaAF,rg6f4GNbTus2Lzao6,female,57,English,White,master
xspqN2oz9tz5X57K8,78pdRXrYqcWKaNMsA,NA,NA,NA,NA,NA
n8uuA3MBZcm9ipsiS,78pdRXrYqcWKaNMsA,male,59,English,White,bachelor
i7JHRaSobHRNAbiut,78pdRXrYqcWKaNMsA,female,35,English,White,highSchool
ZxtLd59PuLRepQjkL,78pdRXrYqcWKaNMsA,female,41,English (UK),White,highSchool
d38EmChBRQnPEywxv,dh6tkArXHwNp8Aru4,male,24,English,White,highSchool
LPLHcHnNBPidsJsYK,vb35TJcSHPpKxAzJo,female,36,English,White Black,master
GvEG8TsxTsNWDekNY,vb35TJcSHPpKxAzJo,female,41,English,White,bachelor
FZwaqKfJFzuRG7WoT,vb35TJcSHPpKxAzJo,female,47,English,White,bachelor
naCmCMmrNSKcTyqEN,vb35TJcSHPpKxAzJo,female,36,English,White,someCollege
SDQ5iobSC5YEhYeFo,dh6tkArXHwNp8Aru4,male,44,English,Asian,master
bPKaFxCT9xHgbCHWZ,dh6tkArXHwNp8Aru4,female,40,English,White,bachelor
aZjN5RiXnz7xz42yy,dh6tkArXHwNp8Aru4,female,31,English,White,NA
7GH3uLpSFsWH6CcqD,dh6tkArXHwNp8Aru4,male,27,English,White,someCollege
KYBFtv3n56ist8jhv,vb35TJcSHPpKxAzJo,male,32,English,White,bachelor
z8enMeDQgujo5sq5j,vb35TJcSHPpKxAzJo,female,49,English,White,bachelor
NWS7WuYD6Lsok5yaA,dh6tkArXHwNp8Aru4,male,25,English,White,someCollege
WJxzy2HsATAYoKR8g,MPi7WbZs2nj4M92fc,female,50,English,White,master
JFWWuKXqNCJfJDiMd,78pdRXrYqcWKaNMsA,male,41,English,White,bachelor
CnKiQ7iNGKke5E9dt,2gkxKTcPdQews5qTX,male,31,English,White,bachelor
SuvQFKqfcYwW4TtFk,qnNnL5JsTPjnv3LW8,male,40,English,White,master
GHPXGrJc4hqY2F4dv,qnNnL5JsTPjnv3LW8,female,30,English,White,someCollege
rfs8XFPqiADX7WFNT,qnNnL5JsTPjnv3LW8,nonbinary,26,English,White,master
yN5pFmHQdR2zzStyt,2gkxKTcPdQews5qTX,female,57,English,White,bachelor
kZn3FdsfupnmnZ2vR,2gkxKTcPdQews5qTX,male,42,English,White,master
A9nfA2v6abbxB4au6,qnNnL5JsTPjnv3LW8,male,27,English,Asian,bachelor
XSnzQcY5hXpWYQBkR,qnNnL5JsTPjnv3LW8,female,18,English,White Black,highSchool
v8ghGQo3XLWFWEsNf,qnNnL5JsTPjnv3LW8,male,21,English,Asian,highSchool
4LNfkAGRJtsqNhst3,2gkxKTcPdQews5qTX,male,53,English,White,bachelor
xDnD6BnMnqMyK47ne,2gkxKTcPdQews5qTX,female,24,English,White,someCollege
w98K6KFZmHPyfnTcw,3zuSR5MLLHFo57ngd,female,28,English,White,bachelor
2uqHxfoLZQkcrT7TY,3zuSR5MLLHFo57ngd,female,28,English,Asian,highSchool
DbWPdGGP4jRn97Wf2,3zuSR5MLLHFo57ngd,male,31,English,White Black Asian Native American Pacific Islander Hispanic,someCollege
js59gnvFHgHLEnkuL,3zuSR5MLLHFo57ngd,female,32,English,White,highSchool
MCuDBb9qyLrHKZ8WB,3zuSR5MLLHFo57ngd,male,32,English,Asian,bachelor
zFYc2dFjfdRysBhYN,3zuSR5MLLHFo57ngd,male,67,English,White,someCollege
HcKHysRz9mWW6xutS,MR4xnrE8c4oCHmZX2,female,24,English,White,highSchool
QpXS5v3i8j6KhSQrr,MR4xnrE8c4oCHmZX2,male,40,English,White,someCollege
CFioRPGXTmYwSp2Cg,MR4xnrE8c4oCHmZX2,male,46,English,White,someCollege
muoR38p6HFjao4cKu,MR4xnrE8c4oCHmZX2,male,74,English,White,highSchool
SzgQCuHiAotKNJLPk,MR4xnrE8c4oCHmZX2,female,38,English,Asian,someCollege
pBWF9Yg8Gkrzgz6ZZ,xSm8KNffud9xrhzXt,female,69,English,White,highSchool
yfYuyNJ3X4vK8cNrs,xSm8KNffud9xrhzXt,female,48,English,White,highSchool
CeCgEnetXLRRbgudP,xSm8KNffud9xrhzXt,male,27,English,White,highSchool
X2NLGNQFBRwGWyY37,xSm8KNffud9xrhzXt,female,40,English,White,bachelor
qatayjkTEqMM6STZS,tGuW7nukBHY72yfXn,male,24,English,White,bachelor
BiLAwdgrtpmtpAtaX,xSm8KNffud9xrhzXt,male,51,English,White,highSchool
WkkgevxdPEah6KaSn,tGuW7nukBHY72yfXn,female,27,English,White,someCollege
y7XQRiThyq9WebS7c,tGuW7nukBHY72yfXn,male,19,English,White,someCollege
sjAxzSLeowhNGZ4k3,tGuW7nukBHY72yfXn,male,38,English,White,someCollege
EmZokEdpQugtqFHeW,vfBNc7APPeQqXwJep,male,38,English,Asian,master
AbDh35xzSqzppDyPx,vfBNc7APPeQqXwJep,male,24,English,Hispanic,highSchool
NSmacYFRh7ozvQMdm,vfBNc7APPeQqXwJep,male,31,English,White,bachelor
BM4FvkJ6QXgE2iBXy,vfBNc7APPeQqXwJep,male,25,English,White,master
c64Zoks3nwgw2qkKZ,tWcPGsuGdiD2J7Nrw,male,56,English,White,bachelor
qv237H5aySgF6mngs,vfBNc7APPeQqXwJep,female,30,"english, spanish",White Hispanic,master
TWXWnAChyvw94LtaH,hycXgPznSi3hzjcfX,male,34,English,Hispanic,bachelor
zLDZZY94PFQ6CXMtL,tWcPGsuGdiD2J7Nrw,male,29,English,White,highSchool
4YpQbkXrBFLorgych,tWcPGsuGdiD2J7Nrw,male,49,English,White,bachelor
4ErRaLjLeCXS7EoC5,tWcPGsuGdiD2J7Nrw,female,40,English,White,master
8scundpBY2WpuwGcr,hycXgPznSi3hzjcfX,male,31,Polish,White Black Asian Native American Pacific Islander Hispanic,master
M6n7xmPC97pxnhAah,hycXgPznSi3hzjcfX,female,55,English,White Black,highSchool
nCgN2JBkpKfo7smRa,vfBNc7APPeQqXwJep,male,38,English,White,bachelor
NZepR4pv4jvaFuPEP,hycXgPznSi3hzjcfX,male,47,English,White,bachelor
Sz8GbMZWPbcYDPoTp,hycXgPznSi3hzjcfX,male,26,English,Hispanic,bachelor
fyDkEeT3jJkE2cRet,tWcPGsuGdiD2J7Nrw,female,29,English,Black,bachelor
anfbW29CFgc4TEkrL,tWcPGsuGdiD2J7Nrw,female,39,English,White,highSchool
8pHKrs9sqvZcoues8,PppCQXs7SSfgS4Ygj,male,31,English,White,highSchool
mNPozsoDpRQhniE4M,PppCQXs7SSfgS4Ygj,male,44,English,White,bachelor
6kBGfGjLonA4K5fyd,PppCQXs7SSfgS4Ygj,male,31,English,Asian,master
CngJRRA3b5WQrKZE4,hycXgPznSi3hzjcfX,female,47,English,White,bachelor
2E7FNLi6McEbqHycT,PppCQXs7SSfgS4Ygj,female,24,English,Asian,someCollege
fBDb4v9G46e3McF8B,PppCQXs7SSfgS4Ygj,male,24,English,White,bachelor
oALSnqDTT7Z7nm3GY,PppCQXs7SSfgS4Ygj,female,50,English,White,someCollege
J6NXtGb5otDQk95R9,vuZBGuCBS5f9ibvk7,male,41,English,White,someCollege
yyyzhfLtfEXgbF8XH,vuZBGuCBS5f9ibvk7,male,40,English,White,someCollege
swe8QQxKnTYJzdfpq,dG226KpEbdnXwkPGx,male,44,English,White,master
MRy5sG4H9RcBMfW2b,dG226KpEbdnXwkPGx,male,63,English,Asian,someCollege
CDKre6BtKKShppLRr,dG226KpEbdnXwkPGx,male,27,English,Asian,master
cBcMfLgpobtLqsZSQ,dG226KpEbdnXwkPGx,male,50,English,Asian,someCollege
SqN6woxBxYC7MoHfQ,dG226KpEbdnXwkPGx,female,27,English,White,bachelor
bwqMgA54skFhKdsmN,FZwFxwkA8H6vAYfnq,female,30,English,White,someCollege
ycAYQisKha5rc7nSp,FZwFxwkA8H6vAYfnq,male,44,English,Asian,someCollege
tBHbjgsfmXWFBDpgj,FZwFxwkA8H6vAYfnq,male,55,English,Asian,highSchool
DnsCNZv6g42s9Ruci,AdiA5JEZBKJ4F5r4i,male,31,English,Asian,master
H75FkJDCL8W22MQFt,AdiA5JEZBKJ4F5r4i,female,31,English,White,bachelor
Jm5k7ECi4X8Fbcv5Y,AdiA5JEZBKJ4F5r4i,male,37,English,White,bachelor
LqfhF5YbREeSmcWb9,E8n7PT7sEpCcbb7AD,male,67,English,White,highSchool
2aNZYcfXrfv7YJS6y,E8n7PT7sEpCcbb7AD,female,20,English,White,someCollege
NauJW3wAPr54G6iB9,E8n7PT7sEpCcbb7AD,male,29,English,Black,bachelor
2DaLMj46GW8Q5X5oA,E8n7PT7sEpCcbb7AD,male,35,English,White,someCollege
rEFuHLtDByhBLbt6K,E8n7PT7sEpCcbb7AD,male,45,English,White,bachelor
KBGFryR79pGitiF2h,E8n7PT7sEpCcbb7AD,male,73,English,White,bachelor
z5BxTj7x2zFY6KMLu,7Djg3JQnctbBGbR6q,male,43,English,White,bachelor
Ef4nkLWp4LNYMmKPA,7Djg3JQnctbBGbR6q,female,39,English,White,someCollege
p86jmiXLts3X4NsK3,7Djg3JQnctbBGbR6q,female,38,English,Asian,bachelor
nFE2MhpKqbgHsX5wc,7Djg3JQnctbBGbR6q,female,34,English,White,highSchool
5dc9e7mE7DEF5K6Z8,7Djg3JQnctbBGbR6q,male,29,English,Black,bachelor
SJZZc5m6KhXZwX2CE,7Djg3JQnctbBGbR6q,male,36,English,White,someCollege
67ghj89mDujoxuHMy,a4eXkBLQ7yHohoc3w,male,30,English,White,highSchool
kqWTZLCH4bQfNeHf8,NdrBpKKdJinL4P9pF,female,30,English,White,master
pyBP4wTvPc2uhWfZ9,FmuScBvZuEj2zegE2,male,30,English,White,bachelor
jjnJQRnvA6FMjQqpy,FmuScBvZuEj2zegE2,male,53,English,White,bachelor
bZ882kejGpaANdN4G,htub6itv8siAtQv22,male,39,English,White Asian Pacific Islander,bachelor
oeYEj7xymG4SwYdqb,39vsQAqXRy5pjDrHx,female,29,English,Asian,bachelor
HvkLtechHtpsjT9rJ,htub6itv8siAtQv22,male,18,English,White,NA
dKnPehwT5X7tZJm7s,39vsQAqXRy5pjDrHx,female,35,English,White,someCollege
hecS9uStXR3oAiNnb,kAkYw4pRQAqy6y7CL,male,28,English,White,someCollege
EMJDTPbmmYJJLXJuA,kAkYw4pRQAqy6y7CL,female,60,English,White,someCollege
qaQkoeAxB7TASTFwh,Ccv6vkdmTr6cnNfC5,female,50,English,White,master
osdJLtm3pRz9sdzmK,Ccv6vkdmTr6cnNfC5,female,38,English,White,someCollege
7KhipcCnuF2SDDKvi,JCq6bt8bjpBggFPyM,male,30,English,Hispanic,master
dC8SPsaB4yYyJ7vh6,JCq6bt8bjpBggFPyM,male,44,English,White,highSchool
eNvDmDBnffA79jGA6,RAnND9hdveF9KAQce,female,38,English,Black,someCollege
u96veNGxkpD6RNrJQ,MM87KaCiwe9vRcvbi,male,30,English,White,someCollege
3DR3LKCnkxsbbDYdm,MM87KaCiwe9vRcvbi,female,58,English,White,someCollege
P5nFedWBmEvAmd8CD,4bDDi23d6D8SJkrgQ,male,29,English,White,bachelor
LPfxeM9k463zu7PJM,4bDDi23d6D8SJkrgQ,female,68,English,White,highSchool
R6xR92uD8kR97Y89S,u6C7gQYERskaRHxw5,male,24,English,Asian,someCollege
qe6HAfu3ezEDCqbpT,McS8GHduqHkKFYD5o,female,53,English,White,master
Qm2exoMBStH5WcqtX,McS8GHduqHkKFYD5o,NA,47,English,Asian,master
N2Rg2EcwsxxrCT5Ym,v38FZLkyFdEaiDQeh,female,28,English,White Black Pacific Islander,bachelor
8Dpsmcfr85fEhvbo5,PF2Wo9cXvN4eYEgQm,female,31,English,White,bachelor
CJTaDhWCSTLmWfMoR,v38FZLkyFdEaiDQeh,female,53,English,White,master
8aYSBvrNC3Y3FNr2r,PF2Wo9cXvN4eYEgQm,male,24,English,White,someCollege
z3Sm7qarDfdfnz8RN,S229J9M75mRCjm23C,female,29,English,White,highSchool
hFJS4oGoGKPjPFmM4,S229J9M75mRCjm23C,male,27,English,White,someCollege
mGtkMxGiXXs6j2cm3,p8CZhTq5mEiuypAfk,female,39,English,White,highSchool
Z6ZGbYPDeoWmAvTgH,p8CZhTq5mEiuypAfk,female,68,English,White,master
ca7oTz8teDvaTaBTu,g65Cv6YtLsdvZiRSX,female,46,English,White,master
5qSJ2PnLfp2Pu4f9r,g65Cv6YtLsdvZiRSX,male,48,English,White,bachelor
7873fQ46q5WbGoifc,wPKShK8DJjFJDPPC2,male,34,English,Hispanic,bachelor
krFnvYWkXgLdkTTCw,wPKShK8DJjFJDPPC2,male,35,English,White,bachelor
nYEsh766k5wR3i9L5,3LD6SkQZcPSYXHE9W,male,40,English,White,bachelor
LyQyeWbntRWk8ms69,3LD6SkQZcPSYXHE9W,male,23,English,Black,someCollege
yfgbfYxiytu2ragXu,KcHGjp2FpYHhPfPAi,female,57,English,White,bachelor
wEns9c5yEWGTzGW2n,6cWDb4KB2JkQYoEn8,female,28,English,Black,someCollege
hMtbTjcXoP7mcPqWm,6cWDb4KB2JkQYoEn8,female,50,English,White,bachelor
ZJMMMTmtptyqF67qc,gpw48EoKqfanW2sNN,female,25,English,Asian,bachelor
5oYZXQbXybrJTf3kQ,gpw48EoKqfanW2sNN,female,54,English,White Asian,bachelor
ZHKonh5FDupr9YPK8,gpw48EoKqfanW2sNN,female,31,English,White,bachelor
aRNTf6DSMY5kXbQSy,gpw48EoKqfanW2sNN,female,22,English,White,master
4iqS3wckjTdnbtPeb,gpw48EoKqfanW2sNN,male,28,English,Asian,bachelor
NBux3ZrvJ9FQLq24y,gpw48EoKqfanW2sNN,male,23,English,Black,bachelor
6ZDCFDBrQxA8kuvPv,NA,female,63,English,White,someCollege
Ts74ZrbPE7TEDZnPL,NA,male,35,English,Hispanic,bachelor
iXBNE6pG5wywXT5si,NA,female,38,English,White Hispanic,bachelor
giAioXYkDM2ovuRmC,GpCRWihFk2vrhfrtT,male,36,English,White,master
BKYmqFumY4deqxT3y,GpCRWihFk2vrhfrtT,male,27,English,White,bachelor
iPPJD3YNtrJnkuKQ8,GpCRWihFk2vrhfrtT,male,19,English,White,someCollege
HaWyc8xeFd2ro7iQA,GpCRWihFk2vrhfrtT,male,37,English,Black,someCollege
yAcQod7aT6rwtToAp,GpCRWihFk2vrhfrtT,male,37,English,White,master
CBWCYFQAYZ5ELw2i8,GpCRWihFk2vrhfrtT,female,55,English,Black,master
xp8WPNcYmT4vAbsG4,NA,male,35,English,White Hispanic,master
BDffAKccAcdmipmjh,w3bfDagm2C9bQ6dYn,female,48,English,White,master
r3fCk34ZPnzz6guFr,w3bfDagm2C9bQ6dYn,female,29,English,White,bachelor
SncgNYtNioCEyaHWN,w3bfDagm2C9bQ6dYn,male,42,English,White,someCollege
TPtuShzh3Wk3ymtJY,w3bfDagm2C9bQ6dYn,female,43,English,Black,bachelor
BtvDLsYWmNpX9K8Kk,w3bfDagm2C9bQ6dYn,nonbinary,40,English,White,bachelor
Kju7Q5CrCqjRdNRzd,w3bfDagm2C9bQ6dYn,male,35,English,White,someCollege
qXfAnzBoZ64SMpq3Q,rTdgorcZpRzAdoR3G,male,29,Welsh and English,White,bachelor
QWwsugysdZETSqF5F,rTdgorcZpRzAdoR3G,male,27,English,White Hispanic,someCollege
tbTZ8oZNvSzj9kCeA,rTdgorcZpRzAdoR3G,female,36,English,White,bachelor
sSbufz2TAxmpms64o,rTdgorcZpRzAdoR3G,female,22,English,White,bachelor
cy6HigPTSWTac7Xqy,rTdgorcZpRzAdoR3G,male,47,English,White,bachelor
KmWbAeCwcagamgCTG,rTdgorcZpRzAdoR3G,male,27,English,White,bachelor
