roundID,text,playerID,director_msg,chit_chat
01JH9D6ZK018KVMZGC19DZ54ZR,£ sign,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9DBDNBFH2D5YDFRH2WFDXM,2 arrows with a square in the middle,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9DMHJ2AWKBB4ZHC6DHQKXX,we are doing so well,01JH9DEETNS1TJJBX2DJ49RR47,FALSE,FALSE
01JH9DBDSP9XHZTAKRDWBBDST3,2 arrows with square in between,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9EC00JGX0551XABQ9KFKQP,2 points in middle,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9EBZNQ68M04YG91VWRDN3P,2 points in the middle,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9DMHPWVXMKSSVAAWTRFP43,2 sides are flat,01JH9CWPVHDGX0XWD96RKB11QG,TRUE,FALSE
01JH9D30EG4P87MXHB98NKAG61,2 square slots taken out on left,01JH9CX9K11D66PYV2EYSSJR5G,TRUE,FALSE
01JH9EC00ZJY8M88HRRNKTEZZH,3 points on left,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9D6ZK3XRJWQ9GXTMVWTSDV,3 prongs at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZHAX215B0BP76WDQ5EJ,3 prongs at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D30E397GE827EA24HGS2Q,3 shapes on left,01JH9CX9K11D66PYV2EYSSJR5G,TRUE,FALSE
01JH9D30EM61XH38BREMCESSNS,3 smaller shapes on left,01JH9CWX8RRQW50WA8GS29E11S,TRUE,FALSE
01JH9D1YGP4G2FFQJPZEA9SV0T,3 triangles on top,01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9DBDQ5AFF55V2BFBJP5HDC,you clicked the right one,01JH9CYXA2V27C61ECR9QA2TVD,FALSE,FALSE
01JH9EC03ATF3EM81DT6SAKCDP,4 points on left X on right,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9EC04GJ8QJ6ZFZ9V2HP3NZ,4 points on one side and end looks like X,01JH9E0F1YW33R67MJS5KW6N55,TRUE,FALSE
01JH9EBZZD1GJQMW9JQR1AE79R,4 pts on left  side,01JH9E0F1YW33R67MJS5KW6N55,TRUE,FALSE
01JH9D6ZJJC2ZG5S0XXG8RKEGE,4 triangles at the bottom. thanks,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZJ1P0ZJSGAVN3WYX9FD,4 triangles on the bottom,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D9016531VXBHD8HBBCF7G,5 points on top,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9E55BRHVXS6KF8VT8FAZZP,a big boat with sharp points sticking out on both side,01JH9DYPHQHXMZ59WFCBT8NHZQ,TRUE,FALSE
01JH9D6ZGWW7MTQHW50YXMK4VC,A big square at the bottom,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9D900SVBFR4Y631EZZPXMY,a bird,01JH9CX67A9WZBD2V0VJ0G4K1G,TRUE,FALSE
01JH9D900A3JZW7AADC56M7W56,a bird,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D900PBCQYK796FWAVFG39,a cat,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D900YS1E8QCJ08Y2AXWQP,a cat,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D901KGAFXVSYCEB8865MQ,a cows head,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D902EPSKPJGAKQVXVJ53M,a crab,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D6ZG4SHJB6ND7648CTQM3,a diamond shape at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZGTV4R0N2ASM8KNTSNR,a diamond shape at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D8ZWR9KMMJ9XEKN6YNWW6,a duck,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D6ZJV06GSZPE968M5C48F,A large square at the bottom,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9D6ZJQDYZHZ2R5T11Y7XQ2,a large square with a rectangle shape on left side,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZKBHRG4CNV7FSHG06DQ,a less than sign on the right side.. or L shape,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D5ZR23TKM8ABSN18AM4V1,a long arm sticking out to the left,01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9D8ZZZWAVMW2066SFWEMSV,a moose,01JH9CX67A9WZBD2V0VJ0G4K1G,TRUE,FALSE
01JH9D902518KV6HZD3BX48C4D,a moose,01JH9CX67A9WZBD2V0VJ0G4K1G,TRUE,FALSE
01JH9D8ZZMS6XHZFF7FZ42S4RF,a pot with a large triangle,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D8ZWBZQ7TQANKWP57K87S,a pot with steam coming out,01JH9CWZ2AMHT920P7X6WXWTTK,TRUE,FALSE
01JH9D6ZH8383647XR2RZRTXTQ,a rectangle in the middle,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9EBZF0MF68561EH608M74H,A sideways trophy,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9D6ZH7YTS1YCY1GXNQ4VF5,A slope upwards on the right hand side,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9D6ZKDW8Q0H9356M4BMBYN,A small triangle at the top,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9E5525W4HM7T02W68FVJ7B,a square sightly off center on top,01JH9DTFSWB1F6H8BR2RQYTB1Y,TRUE,FALSE
01JH9DMHG4MA1QGRPG8JM7VJ27,a tetris block,01JH9DEETNS1TJJBX2DJ49RR47,TRUE,FALSE
01JH9D6ZJYPBA2H5XJQCPHD5DD,A triangle at the top in the middle,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9D6ZGKZF277KZ7YPFQKMZS,A triangle in the midle,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9DBDMYMST78TW25DSM04Y8,air fan points at right with a diamond at very left,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9DBDTGRC4NXGRTMXR7P4Y1,airplane,01JH9CYXA2V27C61ECR9QA2TVD,TRUE,FALSE
01JH9DBDNS6ADZ59B1QA3P8RQW,airplane,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9DBDQNPYZXX5EEY7K3AAZR,airplane,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9DBDKZBYB74GRQCV459SAA,airplane with arrow points to left,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9D6ZGYAXA7X6BEZ90RDD2D,Almost looks like a £ sign,01JH9CX1KV21DCE5XZSCDZC17S,TRUE,FALSE
01JH9D30C3G80G9V0N0X4Y8X03,almost looks like a burst out of a box with two arrows pointing at it?,01JH9CWX8RRQW50WA8GS29E11S,TRUE,FALSE
01JH9DVQT9WS4BRR93M7VZJX3A,"Almost looks like an E, has as diagonal white line going through it",01JH9DSMPT7WM3C8KVR0TX1T00,TRUE,FALSE
01JH9D5ZVWPN9P63V8PP1M95ZM,"also has that ""x"" at the very bottom",01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9DBDM8V6GE0E7TTVKH1KS1,an engine with arrow at right side pointing at left,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9D6ZH5DXJHY7TDM5K6F50Z,an open square at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZHFEVWHTDSVY1H1ZQAX,an open v and little triangle at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZJD25GVDSKPT71Z3J7F,an open v and triangle at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D6ZH0QCB4D7D68K77V6F3,an upward slope at the top,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D5ZTCCE5JABBW6ZSZCSG4,another square on the lower left as well,01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9D5ZTB6Y278GTDN5383F2X,arm the right on the top,01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9DBDQVP2JBFR4KYJYAYJJZ,arrow at left side points to left with diamond at right end,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9D5ZVWPN9P63V8PP1M95ZM,arrow is cut out from the middle,01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9D5ZQMYAY8XJX14N1NGABC,arrow is cut out of it in the middle,01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9EBZBBR9NGMPNRR99NQ8SP,Arrow on bottom,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9DBDPJ7631WY36W0YQMGBY,arrow on right pointing left,01JH9CYXA2V27C61ECR9QA2TVD,TRUE,FALSE
01JH9DVQQNZEZAKVW41Z0M98SB,Arrow pointing left,01JH9DSMPT7WM3C8KVR0TX1T00,TRUE,FALSE
01JH9DBDJKK461X2MNTD0PAK07,arrow pointing left,01JH9CYXA2V27C61ECR9QA2TVD,TRUE,FALSE
01JH9DVQHXMZT9A28YCHG28YWX,Arrow pointing left,01JH9DSMPT7WM3C8KVR0TX1T00,TRUE,FALSE
01JH9EBZGVNNX8JXB8SD0YBS86,Arrow pointing right,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9EC058G0TPPWHZBBV2TYTJ,arrow pointing right,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9DVQNZRX3JPHVYQ570NBGM,Arrow pointing right with many sharp zig-zags,01JH9DSMPT7WM3C8KVR0TX1T00,TRUE,FALSE
01JH9D1YHY0YVS3V1N5HS43MQE,"arrow pointing up on top, also gg!",01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9DBDTNSDGAZSKWK2JZ0XQN,arrow points left at left side with small diamond at right end,01JH9D5B50ADNFSEMCE1EQD7EA,TRUE,FALSE
01JH9DBDN10BS280Y90TJ341EA,arrow points left on end,01JH9CYXA2V27C61ECR9QA2TVD,TRUE,FALSE
01JH9D5ZV5YJ120F79W2AQHQFQ,this sure is a fun survey,01JH9CXCW6W6FMTK0SQCAV3TA7,FALSE,FALSE
01JH9EC02XAZ9DH8SVS3PBGHFA,Arrow right,01JH9DZMFF42VCBKBHSA219PX6,TRUE,FALSE
01JH9DMHHG2M4DEW715VS0EYRS,axe,01JH9CWPVHDGX0XWD96RKB11QG,TRUE,FALSE
01JH9DMHPWVXMKSSVAAWTRFP43,axe,01JH9CWPVHDGX0XWD96RKB11QG,TRUE,FALSE
01JH9DMHRDQP47E1BWN9RWZC4M,big one,01JH9DEETNS1TJJBX2DJ49RR47,TRUE,FALSE
01JH9D1YHE5GGWAXN6431TRG48,big square at the bottom,01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9D1YH1CP8CH16TP81PYTP6,big square on bottom,01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9D1YJ0DFCDS08H36QT4Z6M,big square on bottom,01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9DMHSYPMA6YK65MH0TGAXF,?,01JH9CWPVHDGX0XWD96RKB11QG,FALSE,FALSE
01JH9D6ZHVE0NEC03KKT8AN7YD,big square on left side c shape on right,01JH9CWNRNKM6FQ37J751186X7,TRUE,FALSE
01JH9D1YGNZ2GGNFYBVJPHZFXQ,big square on the bottom,01JH9CVSQTWQ87V3ZFBD78PZPM,TRUE,FALSE
01JH9DMHRJ6XWTJ23Q6BP75SP6,big square on the right of the shape,01JH9DEETNS1TJJBX2DJ49RR47,TRUE,FALSE
01JH9DMHNFAKSFTTM6JF39F22V,big square on the right of the shape with a top tail pointing left,01JH9DEETNS1TJJBX2DJ49RR47,TRUE,FALSE
01JH9E55G3Y77CMQ23MB56TN10,"big square on top, in the center.",01JH9DYPHQHXMZ59WFCBT8NHZQ,TRUE,FALSE
01JH9E55H927K2EANRXYVXCA11,"big square on top, slightly to the right.",01JH9DYPHQHXMZ59WFCBT8NHZQ,TRUE,FALSE
01JH9E55D508QW5YMRNQZYDNGH,"big square on top, to the right",01JH9DYPHQHXMZ59WFCBT8NHZQ,TRUE,FALSE
01JH9D1YGWDVN38T675PYH0KMJ,big white triangle on bottom,01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9DMHG4MA1QGRPG8JM7VJ27,what does it look like,01JH9CWPVHDGX0XWD96RKB11QG,FALSE,FALSE
01JH9D30EJCT6KEG89MAVDW6MB,bird,01JH9CWX8RRQW50WA8GS29E11S,TRUE,FALSE
01JH9D30FT8YNJ2450XXEEAJAS,bird,01JH9CX9K11D66PYV2EYSSJR5G,TRUE,FALSE
01JH9E55NYSEAVEK99NRB897XG,boat on top on water,01JH9DTFSWB1F6H8BR2RQYTB1Y,TRUE,FALSE
01JH9DMHMZNESEWVRVASPP8HAY,bog mouth,01JH9CWPVHDGX0XWD96RKB11QG,TRUE,FALSE
01JH9DMHT3PR522939SA3SS56R,both sides have triangles and bottom is flat,01JH9CWPVHDGX0XWD96RKB11QG,TRUE,FALSE
01JH9EC01R4KAYXQKH7853JY12,bottle opener,01JH9E0F1YW33R67MJS5KW6N55,TRUE,FALSE
01JH9D30ENYKCJRP5XG8VWMJBX,bottom center closed in white triangle with open ended triangle to the left of that,01JH9CX9K11D66PYV2EYSSJR5G,TRUE,FALSE
01JH9D1YHGEPS889QQW7Q430Q4,bottom has two triangles facing down,01JH9CX64ZW5JFYZ7B6EXB6TXN,TRUE,FALSE
01JH9DBDRM7KRD77MM71D3FB36,last round :),01JH9CYXA2V27C61ECR9QA2TVD,FALSE,FALSE
01JH9D5ZTP0ZRBH0JSRQE675WD,bottom is flat but off to the left,01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9D5ZTJACX85CQ1FK0NVG6S,"bottom of it has a leg sticking out and the bottom of that leg, the point is pointing to the left",01JH9CX9WKJ2PWF5C4RYYY2MCC,TRUE,FALSE
01JH9EA2J67ZEVW2PDC57S1JQA,where,01JH9DXXVWRTMN0SGHZPVD6WE1,FALSE,FALSE
01JH9EA2J67ZEVW2PDC57S1JQA,Partner,01JH9DXXVWRTMN0SGHZPVD6WE1,FALSE,FALSE
01JH9DMHRDQP47E1BWN9RWZC4M,bottom right has a square,01JH9DEETNS1TJJBX2DJ49RR47,TRUE,FALSE
01JH9D30D2G69HNZV03RNBRG63,bottom right point,01JH9CX9K11D66PYV2EYSSJR5G,TRUE,FALSE
