id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JJSX4FCK8A1XA5KSDTTGJW6Q,01JJSVN94Z9W2S2F3XJPM04HYX,2025-01-29T20:48:07.571715544Z,60,2025-01-29T20:48:07.571715544Z,true,2025-01-29T20:53:00.642297903Z,01JJSVN957V3267K61Q3A1FATB,2025-01-29T20:48:07.571715544Z,0,2025-01-29T20:48:07.571715544Z,true,2025-01-29T20:51:47.300467733Z,selection,2025-01-29T20:48:07.571715544Z,01JJSX4DQ0JPDQ1YSHD2YP0S73,2025-01-29T20:48:07.571715544Z,true,2025-01-29T20:51:46.431109652Z,true,2025-01-29T20:51:47.355493593Z,01JJSX4FCECZ885K4EX0WNTREH,2025-01-29T20:48:07.571715544Z
01JJSVRP1AHC509NB86KVF4GSN,01JJSTDAMZCXY5B7V4KSX43ST2,2025-01-29T20:24:12.5867043Z,3,2025-01-29T20:24:12.5867043Z,true,2025-01-29T20:48:00.943182438Z,01JJSTDAN506C3XXMY94T5Z6YE,2025-01-29T20:24:12.5867043Z,1,2025-01-29T20:24:12.5867043Z,true,2025-01-29T20:47:57.831217148Z,feedback,2025-01-29T20:24:12.5867043Z,01JJSVRNDSBZC4FKBP9NGQ3E40,2025-01-29T20:24:12.5867043Z,true,2025-01-29T20:47:57.741276806Z,true,2025-01-29T20:47:57.878290909Z,01JJSVRP17A367QK4WKG58J6MM,2025-01-29T20:24:12.5867043Z
01JJSW0CK9RF2DAGSGHW3YR21V,01JJSTDBQ9Q5WM6CHXSMDE3E51,2025-01-29T20:28:25.065461811Z,3,2025-01-29T20:28:25.065461811Z,true,2025-01-29T20:50:34.299299265Z,01JJSTDBQF3B5ZZF5SM9VNN98H,2025-01-29T20:28:25.065461811Z,1,2025-01-29T20:28:25.065461811Z,true,2025-01-29T20:50:31.123554671Z,feedback,2025-01-29T20:28:25.065461811Z,01JJSW0BT9KW7ZP8SXBAEM4XXV,2025-01-29T20:28:25.065461811Z,true,2025-01-29T20:50:29.881301767Z,true,2025-01-29T20:50:31.176413583Z,01JJSW0CK3TD9MWE65F8KNYWW5,2025-01-29T20:28:25.065461811Z
01JJSW0CKW24NNCR793GZGD76Y,01JJSTDBQ9Q5WM6CHXSMDE3E51,2025-01-29T20:28:25.084601031Z,3,2025-01-29T20:28:25.084601031Z,true,2025-01-29T20:51:44.192725596Z,01JJSTDBQF3B5ZZF5SM9VNN98H,2025-01-29T20:28:25.084601031Z,1,2025-01-29T20:28:25.084601031Z,true,2025-01-29T20:51:40.844066693Z,feedback,2025-01-29T20:28:25.084601031Z,01JJSW0BTJWZSW3FQKH1YSKT50,2025-01-29T20:28:25.084601031Z,true,2025-01-29T20:51:39.081169079Z,true,2025-01-29T20:51:40.901641951Z,01JJSW0CKP1VJMYW467MABHGW0,2025-01-29T20:28:25.084601031Z
01JJSWC2DMP5YYEXPJFB6YDZAY,01JJSTDCSKHG81W01HC5C02MYX,2025-01-29T20:34:47.860844868Z,3,2025-01-29T20:34:47.860844868Z,true,2025-01-29T21:01:44.867422508Z,01JJSTDCSRXFKSYZE1Y41CSVK0,2025-01-29T20:34:47.860844868Z,1,2025-01-29T20:34:47.860844868Z,true,2025-01-29T21:01:41.793823487Z,feedback,2025-01-29T20:34:47.860844868Z,01JJSWC02X1DF2SM8GZGDH67R9,2025-01-29T20:34:47.860844868Z,true,2025-01-29T21:01:41.586124862Z,true,2025-01-29T21:01:41.863130174Z,01JJSWC2D9A7WCD9QM9C0K8SS6,2025-01-29T20:34:47.860844868Z
01JJSW0D454F2ZRQKD17J5MXJ4,01JJSTDBQ9Q5WM6CHXSMDE3E51,2025-01-29T20:28:25.605616585Z,60,2025-01-29T20:28:25.605616585Z,true,2025-01-29T21:05:56.412932446Z,01JJSTDBQF3B5ZZF5SM9VNN98H,2025-01-29T20:28:25.605616585Z,0,2025-01-29T20:28:25.605616585Z,true,2025-01-29T21:05:36.780431927Z,selection,2025-01-29T20:28:25.605616585Z,01JJSW0BY7ENA20ABZH0CW7PJA,2025-01-29T20:28:25.605616585Z,true,2025-01-29T21:05:36.663497377Z,true,2025-01-29T21:05:36.856994549Z,01JJSW0D4248PWVKZPX0CAEJP4,2025-01-29T20:28:25.605616585Z
01JJSXCAH3DDY1WZFHGJDHD5XS,01JJSW2EV8QH4278E83DM4E9PY,2025-01-29T20:52:24.739423534Z,60,2025-01-29T20:52:24.739423534Z,true,2025-01-29T20:54:52.316105254Z,01JJSW2EVXTYH3PB5HCMAKCA5G,2025-01-29T20:52:24.739423534Z,0,2025-01-29T20:52:24.739423534Z,true,2025-01-29T20:53:52.222719552Z,selection,2025-01-29T20:52:24.739423534Z,01JJSXC8QPQ5KS436SRA3BZ7AB,2025-01-29T20:52:24.739423534Z,true,2025-01-29T20:53:52.128824251Z,true,2025-01-29T20:53:52.285060625Z,01JJSXCAGYFBA77GBRFC126JNT,2025-01-29T20:52:24.739423534Z
01JJSVXSJAKFAXVFHDYKMWTEBG,01JJSTDBD333FSKNDNFVKH0STW,2025-01-29T20:27:00.043004196Z,60,2025-01-29T20:27:00.043004196Z,true,2025-01-29T20:57:14.60173127Z,01JJSTDBD8W3NEB7NQX5QZQ8VW,2025-01-29T20:27:00.043004196Z,0,2025-01-29T20:27:00.043004196Z,true,2025-01-29T20:56:59.147429931Z,selection,2025-01-29T20:27:00.043004196Z,01JJSVXRQQ1VWCH9PTXQC1AMEE,2025-01-29T20:27:00.043004196Z,true,2025-01-29T20:56:59.043939562Z,true,2025-01-29T20:56:59.208787382Z,01JJSVXSJ78Z6Q50FTE9QCVQM2,2025-01-29T20:27:00.043004196Z
01JJSVXSNFG8CCPMDF6WFCRMDY,01JJSTDBD333FSKNDNFVKH0STW,2025-01-29T20:27:00.14341964Z,3,2025-01-29T20:27:00.14341964Z,true,2025-01-29T20:59:35.883072346Z,01JJSTDBD8W3NEB7NQX5QZQ8VW,2025-01-29T20:27:00.14341964Z,1,2025-01-29T20:27:00.14341964Z,true,2025-01-29T20:59:32.628538534Z,feedback,2025-01-29T20:27:00.14341964Z,01JJSVXRQ5XQATHAK2A5B820RC,2025-01-29T20:27:00.14341964Z,true,2025-01-29T20:59:32.51769355Z,true,2025-01-29T20:59:32.69824881Z,01JJSVXSNAR1W9H9Q4ETY8M12V,2025-01-29T20:27:00.14341964Z
01JJSWC26MTSPZ9N8HTNP687BN,01JJSTDCSKHG81W01HC5C02MYX,2025-01-29T20:34:47.636918223Z,60,2025-01-29T20:34:47.636918223Z,true,2025-01-29T21:00:23.559932188Z,01JJSTDCSRXFKSYZE1Y41CSVK0,2025-01-29T20:34:47.636918223Z,0,2025-01-29T20:34:47.636918223Z,true,2025-01-29T21:00:12.99459776Z,selection,2025-01-29T20:34:47.636918223Z,01JJSWBZZXHDQ6YEDMG1FBV19S,2025-01-29T20:34:47.636918223Z,true,2025-01-29T21:00:12.859701266Z,true,2025-01-29T21:00:13.060687425Z,01JJSWC26H8JCB3G42F4HSP5FT,2025-01-29T20:34:47.636918223Z
01JJSXCE959MKRW2GGB1RC7MMN,01JJSW2EV8QH4278E83DM4E9PY,2025-01-29T20:52:28.581334054Z,60,2025-01-29T20:52:28.581334054Z,true,2025-01-29T21:24:38.669724294Z,01JJSW2EVXTYH3PB5HCMAKCA5G,2025-01-29T20:52:28.581334054Z,0,2025-01-29T20:52:28.581334054Z,true,2025-01-29T21:24:15.656359501Z,selection,2025-01-29T20:52:28.581334054Z,01JJSXC9VGCN0N78KNXHVY5HT7,2025-01-29T20:52:28.581334054Z,true,2025-01-29T21:24:15.514493256Z,true,2025-01-29T21:24:15.755097047Z,01JJSXCE8YG4JEZCFJNH7RVBME,2025-01-29T20:52:28.581334054Z
01JJSY917Q6Y667HJ28HWRJP1V,01JJSW2HV118NYR8Y13P793T5A,2025-01-29T21:08:05.495749394Z,60,2025-01-29T21:08:05.495749394Z,true,2025-01-29T21:32:23.023384449Z,01JJSW2HVYB46FT3QX6F4690H8,2025-01-29T21:08:05.495749394Z,0,2025-01-29T21:08:05.495749394Z,true,2025-01-29T21:32:12.359405552Z,selection,2025-01-29T21:08:05.495749394Z,01JJSY8W96TMGA5C790CGVNZ5G,2025-01-29T21:08:05.495749394Z,true,2025-01-29T21:32:12.212819954Z,true,2025-01-29T21:32:12.453718868Z,01JJSY917FE31A1161AA75PD1C,2025-01-29T21:08:05.495749394Z
01JJSWW0VZ9NP9XPXQHJG41VTT,01JJSVN75JS060RKH0NFRCB081,2025-01-29T20:43:30.559198936Z,3,2025-01-29T20:43:30.559198936Z,true,2025-01-29T21:21:02.668770698Z,01JJSVN760B17V9MSDTF0H1NCS,2025-01-29T20:43:30.559198936Z,1,2025-01-29T20:43:30.559198936Z,true,2025-01-29T21:20:59.576090267Z,feedback,2025-01-29T20:43:30.559198936Z,01JJSWVXC6A4E1FQ2MBBKWFY3E,2025-01-29T20:43:30.559198936Z,true,2025-01-29T21:20:59.431272524Z,true,2025-01-29T21:20:59.665966276Z,01JJSWW0VBQ64Z7DY64SQ97WKV,2025-01-29T20:43:30.559198936Z
01JJSX0JYGSRQE9EEDTTV0M90P,01JJSVN8KAV792RGSMHF8WW5BS,2025-01-29T20:46:00.144034968Z,3,2025-01-29T20:46:00.144034968Z,true,2025-01-29T20:56:10.87055246Z,01JJSVN8KJ9XK7AYVE7CBAH4NS,2025-01-29T20:46:00.144034968Z,1,2025-01-29T20:46:00.144034968Z,true,2025-01-29T20:56:07.718531717Z,feedback,2025-01-29T20:46:00.144034968Z,01JJSX0H3STYVVTMDYN4YPQ8PA,2025-01-29T20:46:00.144034968Z,true,2025-01-29T20:56:07.623698534Z,true,2025-01-29T20:56:07.780794589Z,01JJSX0JXTVQAEWG9GNJ6CDZ42,2025-01-29T20:46:00.144034968Z
01JJSX4JZ2RYFGBPDHRP0PV9T5,01JJSVN94Z9W2S2F3XJPM04HYX,2025-01-29T20:48:11.234882124Z,60,2025-01-29T20:48:11.234882124Z,true,2025-01-29T21:15:21.828303563Z,01JJSVN957V3267K61Q3A1FATB,2025-01-29T20:48:11.234882124Z,0,2025-01-29T20:48:11.234882124Z,true,2025-01-29T21:15:09.965661938Z,selection,2025-01-29T20:48:11.234882124Z,01JJSX4EFVA27E070P8D3255V4,2025-01-29T20:48:11.234882124Z,true,2025-01-29T21:15:09.799462628Z,true,2025-01-29T21:15:10.051695535Z,01JJSX4JYWKRANSR3VPGS72CJM,2025-01-29T20:48:11.234882124Z
